NPC编号	对象类型	名称	模型编号	NPC类型	NPC种类ID	响应范围	触发事件编号	触发类型	触发任务ID	是否可见	交互顺序	脚本编号	AI编辑包	触发条件	世界触发器相关	存在时间	触发高度
EventNpc_wmd_010	EventNpc	无名洞-传送	npc\worldnpc140	47	4	5		8		1							
																	
jianghuanima4001_home	EventNpc	兔子窝	npc\itemnpc087	52	4	1		2					2941				
																	
	//新世界-北原-古墓迷洞-邪道																
EventNpc_gmxd_001	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmxd_002	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmxd_003	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmxd_004	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmxd_005	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmxd_006	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmxd_007	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmxd_008	EventNpc	古墓迷洞	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmxd_009	EventNpc	古墓迷洞	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmxd_010	EventNpc	古墓迷洞	npc\worldnpc140	47	4	5		8		1							
																	
	//新世界-北原-古墓迷洞-正道																
EventNpc_gmzd_001	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmzd_002	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmzd_003	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmzd_004	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmzd_005	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmzd_006	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmzd_007	EventNpc	古墓迷洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_gmzd_008	EventNpc	古墓迷洞	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmzd_009	EventNpc	古墓迷洞	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmzd_010	EventNpc	古墓迷洞	npc\worldnpc140	47	4	5		8		1							
																	
	//秘境-石林地下城																
EventNpc_sldxc_001	EventNpc	石林地下城	npc\worldnpc140	47	4	15		2		1							
EventNpc_sldxc_002	EventNpc	石林地下城	npc\worldnpc140	47	4	15		2		1							
EventNpc_sldxc_003	EventNpc	石林地下城	npc\worldnpc140	47	4	15		2		1							
EventNpc_sldxc_004	EventNpc	石林地下城	npc\worldnpc140	47	4	15		2		1							
EventNpc_sldxc_005	EventNpc	石林地下城	npc\worldnpc140	47	4	15		2		1							
EventNpc_sldxc_006	EventNpc	石林地下城	npc\worldnpc140	47	4	15		2		1							
EventNpc_sldxc_007	EventNpc	石林地下城	npc\worldnpc140	47	4	15		2		1							
EventNpc_sldxc_008	EventNpc	石林地下城	npc\worldnpc140	47	4	15		2		1							
EventNpc_sldxc_009	EventNpc	石林地下城	npc\worldnpc140	47	4	15		2		1							
EventNpc_sldxc_010	EventNpc	石林地下城	npc\worldnpc140	47	4	5		2		1							
																	
	//秘境-神水宫																
EventNpc_ssg_001	EventNpc	神水宫	npc\worldnpc140	47	4	15		2		1							
EventNpc_ssg_002	EventNpc	神水宫	npc\worldnpc140	47	4	15		2		1							
EventNpc_ssg_003	EventNpc	神水宫	npc\worldnpc140	47	4	15		2		1							
EventNpc_ssg_004	EventNpc	神水宫	npc\worldnpc140	47	4	15		2		1							
EventNpc_ssg_005	EventNpc	神水宫	npc\worldnpc140	47	4	15		2		1							
EventNpc_ssg_006	EventNpc	神水宫	npc\worldnpc140	47	4	15		2		1							
EventNpc_ssg_007	EventNpc	神水宫	npc\worldnpc140	47	4	15		2		1							
EventNpc_ssg_008	EventNpc	神水宫	npc\worldnpc140	47	4	15		2		1							
EventNpc_ssg_009	EventNpc	神水宫	npc\worldnpc140	47	4	15		2		1							
EventNpc_ssg_010	EventNpc	神水宫	npc\worldnpc140	47	4	15		2		1							
																	
	//新世界-通用流程																
EventNpc_tymijing_001	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
EventNpc_tymijing_002	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
EventNpc_tymijing_003	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
EventNpc_tymijing_004	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
EventNpc_tymijing_005	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
EventNpc_tymijing_006	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
newworld_tymijing_llmk_01	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
newworld_tymijing_jwd_01	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
newworld_tymijing_sl_01	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
newworld_tymijing_wmd_01	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
newworld_tymijing_gm_01	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
newworld_tymijing_ssg_01	EventNpc	通用秘境	npc\worldnpc140	47	4	5		2		1							
																	
Event_xjh_kg_01	EventNpc	考古点	npc\worldnpc140	319	4	10				1							
Event_xjh_nm_01	EventNpc	难民	npc\worldnpc140	358	4	10				1							
Event_xjh_xs_01	EventNpc	难民	npc\worldnpc140	354	4	10				1							
Event_xjh_yn_01	EventNpc	难民	npc\worldnpc140	357	4	10				1							
EventNpc_bossnewworld_flag	EventNpc	新江湖世界BOSS巢穴	npc\itemnpc057	199	4	0				1							
																	
	//秘境洞口（地图图标功能）																
EventNpc_neworld_fam_door01	EventNpc	地图功能	npc\worldnpc140	453	4	5		2		1							
EventNpc_neworld_fam_door02	EventNpc	地图功能	npc\worldnpc140	453	4	5		2		1							
EventNpc_neworld_fam_door03	EventNpc	地图功能	npc\worldnpc140	453	4	5		2		1							
EventNpc_neworld_fam_door04	EventNpc	地图功能	npc\worldnpc140	453	4	5		2		1							
EventNpc_neworld_fam_door05	EventNpc	地图功能	npc\worldnpc140	453	4	5		2		1							
EventNpc_neworld_fam_door06	EventNpc	地图功能	npc\worldnpc140	453	4	5		2		1							
																	
	//古墓派寒玉床																
EventNpc_gmphyc_001	EventNpc	古墓护送进分组	npc\worldnpc140	47	4	3		2		1			3185				
																	
	//古墓派																
Event_gmp_001	EventNpc	哨子使用点	npc\worldnpc140	47	4	10		2	20503	1							
Event_gmp_002	EventNpc	古墓入口动画	npc\worldnpc140	47	4	10		2	20503	1							
Event_gmp_003	EventNpc	其他前置悬崖处	npc\worldnpc140	47	4	10		2	20512	1							
Event_gmp_004	EventNpc	其他前置跟踪宵小	npc\worldnpc140	47	4	10		2	20512	1							
Event_gmp_005	EventNpc	其他前置古墓入口	npc\worldnpc140	47	4	10		2	20514	1							
Event_gmp_006	EventNpc	古墓二层灵室	npc\worldnpc140	47	4	10		2	20702	1							
Event_gmp_007	EventNpc	古墓石室	npc\worldnpc140	47	4	10		2	20703	1							
Event_gmp_008	EventNpc	古墓石室	npc\worldnpc140	47	4	10		2	20704	1							
Event_gmp_009	EventNpc	古墓石室	npc\worldnpc140	47	4	10		2	20527	1							
Event_gmp_010	EventNpc	古墓走廊	npc\worldnpc140	47	4	10		2	20534	1							
																	
	//古墓派剧情任务																
EventNpc_gmpzyb_001	EventNpc	古墓护送进分组	npc\worldnpc140	47	4	10	8511	8	20551	1				109296			
EventNpc_gmpzyb_002	EventNpc	古墓派护送任务刷怪	npc\worldnpc140	47	4	10		2		1							
EventNpc_gmpzyb_003	EventNpc	古墓破誓任务	npc\worldnpc140	47	4	10		2		1							
																	
	//血刀门																
Event_xdm_001	EventNpc	金陵	npc\worldnpc140	47	4	2		2	20801	1	1						
Event_xdm_002	EventNpc	王大柱的家	npc\worldnpc140	47	4	2		2	20805	1	1						
Event_xdm_003	EventNpc	燕京	npc\worldnpc140	47	4	2		2	20806	1	1						
Event_xdm_004	EventNpc	搬石头	npc\worldnpc140	47	4	2		2	20806	1	1						
Event_xdm_005	EventNpc	推倒围墙	npc\worldnpc140	47	4	2		2		1							
Event_xdm_006	EventNpc	工地酱油点	npc\worldnpc140	47	4	2		2	20809	1	1						
Event_xdm_007	EventNpc	魔刀出世	npc\worldnpc140	47	4	2		2	20809	1	1						
Event_xdm_009	EventNpc	附近	npc\worldnpc140	47	4	2		2	20810	1	1						
Event_xdm_008	EventNpc	挖坑	npc\worldnpc140	47	4	2		2	20811	1	1						
Event_xdm_010	EventNpc	放置炸弹	npc\worldnpc140	47	4	2		2	20812	1	1						
Event_xdm_011	EventNpc	躲藏	npc\worldnpc140	47	4	5	5205	4	20811	1	1						
Event_xdm_013	EventNpc	龚不随	npc\worldnpc140	47	4	2		2	20814	1	1						
Event_xdm_014	EventNpc	躲藏	npc\worldnpc140	47	4	5	5206	4	20812	1	1						
Event_xdm_015	EventNpc	前去看看	npc\worldnpc140	47	4	5	6652	4	20853	1	1						
Event_xdm_012	EventNpc	追上他	npc\worldnpc140	47	4	2	6656	4	20852	1	1						
Event_xdm_dy_20833	EventNpc	放动画	npc\itemnpc057e	47	4	5	6654	4	20833	1	1						
Event_xdm_dy_20834	EventNpc	创建安若素	npc\itemnpc057e	47	4	5		2	20834	1	1						
Event_xdm_dy_20840	EventNpc	告退血刀老祖	npc\itemnpc057e	47	4	5		2	20841	1	1						
Event_xdm_dy_20843	EventNpc	使用信号弹	npc\itemnpc057e	47	4	5		2	20843	1	1						
Event_xdm_dy_20843a	EventNpc	播动画	npc\itemnpc057e	47	4	5	6653	4	20843	1	1						
Event_xdm_dy_20844	EventNpc	NPC对话	npc\itemnpc057e	47	4	5		2	20844	1	1						
Event_xdm_dy_20833a	EventNpc	传送完成任务	npc\itemnpc057e	47	4	5		2	20833	1	1						
Event_xdm_dy_20833b	EventNpc	传送完成任务	npc\itemnpc057e	47	4	5		2	20833	1	1						
Event_xdm_016	EventNpc	加入血刀门	npc\worldnpc140	47	4	5		2	20819	1	1						
Event_xdm_dy_20838	EventNpc	传送完成任务	npc\itemnpc057e	47	4	5	6660	4	20838	1	1						
																	
																	
NPC_xdm_wj_20	EventNpc	灭鼠出来	npc\itemnpc057e	47	4	22		6		1	1	Adventure\em3n\EventNpc_em3n_shandong_out.lua					
NPC_xdm_wj_22	EventNpc	制药出来	npc\itemnpc057e	47	4	12		6		1	1	Adventure\em3n\EventNpc_em3n_shandong_out.lua					
																	
	//古墓求亲之人																
EventNpc_gmpqqzr_001	EventNpc	触发用NPC	npc\worldnpc140	47	4	60		2		1							
EventNpc_gmpqqzr_002	EventNpc	触发用NPC	npc\worldnpc140	47	4	60		2		1							
EventNpc_gmpqqzr_003	EventNpc	触发用NPC	npc\worldnpc140	47	4	60		2		1							
																	
	//古墓派武当前置																
Event_gmp_001	EventNpc	哨子使用点	npc\worldnpc140	47	4	10		2	20503	1							
																	
																	
																	
																	
																	
	//奇遇入门																
Event_gmp_rmqiyu_001	EventNpc	药店偷袭任务完成	npc\worldnpc140	47	4	5		2	20672	1	1						
Event_gmp_rmqiyu_002	EventNpc	返回苏州任务完成	npc\worldnpc140	47	4	5		2	20679	1	1						
																	
	//古墓派活动-进攻杀人庄																
EventNpc_gmp_hd_02_001	EventNpc	触发用NPC	npc\worldnpc140	47	4	3		2		1							
EventNpc_gmp_hd_02_002	EventNpc	触发用NPC	npc\worldnpc140	47	4	3		2		1							
EventNpc_gmp_hd_02_003	EventNpc	触发用NPC	npc\worldnpc140	47	4	3		2		1							
EventNpc_gmp_hd_02_004	EventNpc	触发用NPC	npc\worldnpc140	47	4	3		2		1							
EventNpc_gmp_hd_02_005	EventNpc	触发用NPC	npc\worldnpc140	47	4	3		2		1							
EventNpc_gmp_hd_02_006	EventNpc	触发用NPC	npc\worldnpc140	47	4	3		2		1							
EventNpc_gmp_hd_02_007	EventNpc	触发用NPC	npc\worldnpc140	47	4	3		2		1							
EventNpc_gmp_hd_02_008	EventNpc	触发用NPC	npc\worldnpc140	47	4	3		2		1							
EventNpc_gmp_hd_02_009	EventNpc	触发用NPC	npc\worldnpc140	47	4	3		2		1							
																	
	古墓周常活动																
EventNpc_gmp_hd_01_001	EventNpc	挑战活动出发NPC	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmp_hd_01_002	EventNpc	挑战活动出发NPC	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmp_hd_01_003	EventNpc	挑战活动出发NPC	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmp_hd_01_004	EventNpc	挑战活动出发NPC	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmp_hd_01_005	EventNpc	挑战活动出发NPC	npc\worldnpc140	47	4	5		2		1							
																	
	//古墓派活动-守卫杀人庄																
EventNpc_gmp_hd_04_001	EventNpc	触发用NPC	npc\worldnpc140	47	4	10		2		1							
																	
	//古墓派剧情任务																
EventNpc_gmpzyb_001	EventNpc	古墓护送进分组	npc\worldnpc140	47	4	10	8550	8	20551	1				109296			
EventNpc_gmpzyb_002	EventNpc	古墓派护送任务刷怪	npc\worldnpc140	47	4	10		2		1							
EventNpc_gmpzyb_003	EventNpc	古墓破誓任务	npc\worldnpc140	47	4	10		2		1							
EventNpc_gmpzyb_004	EventNpc	古墓进分组	npc\worldnpc140	47	4	30	8535	8	20554	1				109715			
EventNpc_gmpzyb_005	EventNpc	古墓进分组插剑动画	npc\worldnpc140	47	4	30	9626	4	20554	1				109715			
EventNpc_gmpzyb_006	EventNpc	古墓进分组	npc\worldnpc140	47	4	30	8535	8	20555	1				109717			
EventNpc_gmpzyb_007	EventNpc	古墓进分组刷仇逸遥	npc\worldnpc140	47	4	30		2		1							
EventNpc_gmpzyb_008	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	30		2		1							
EventNpc_gmpzyb_009	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	30		2		1							
EventNpc_gmpzyb_010	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	30		2		1							
EventNpc_gmpzyb_011	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	30		2		1							
EventNpc_gmpzyb_012	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	30		2		1							
EventNpc_gmpzyb_013	EventNpc	古墓派完成任务	npc\worldnpc140	47	4	5	20560	2	20560	1							
EventNpc_gmpzyb_014	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	5	8546	8		1				109779			
EventNpc_gmpzyb_015	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmpzyb_016	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	5	8549	8		1				109795			
EventNpc_gmpzyb_017	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	5	8546	8		1				109802			
EventNpc_gmpzyb_018	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmpzyb_019	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmpzyb_020	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	10		2		1							
EventNpc_gmpzyb_021	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	10		2		1							
EventNpc_gmpzyb_022	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	5		2		1							
EventNpc_gmpzyb_023	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	10	8546	8		1				109806			
EventNpc_gmpzyb_024	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	10	9636	4	20559	1				109823			
EventNpc_gmpzyb_025	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	10		2		1							
EventNpc_gmpzyb_026	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	10	8535	8		1				27291			
EventNpc_gmpzyb_027	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	10	8546	8		1				27292			
EventNpc_gmpzyb_028	EventNpc	古墓派事件出发	npc\worldnpc140	47	4	10		2		1							
EventNpc_gumu_zyb_001	EventNpc	护送任务刷出怪	npc\worldnpc140	47	4	10		2	20551	1	1						
EventNpc_gumu_zyb_002	EventNpc	护送任务刷出怪	npc\worldnpc140	47	4	10		2	20551	1	2						
EventNpc_gumu_zyb_003	EventNpc	护送任务刷出怪	npc\worldnpc140	47	4	10		2	20551	1	3						
EventNpc_gumu_zyb_004	EventNpc	护送任务刷出怪	npc\worldnpc140	47	4	10		2	20552	1	1						
EventNpc_gumu_zyb_005	EventNpc	护送任务刷出怪	npc\worldnpc140	47	4	10		2	20552	1	2						
EventNpc_gumu_zyb_006	EventNpc	护送任务刷出怪	npc\worldnpc140	47	4	10		2	20552	1	3						
EventNpc_taskgumu_w001	EventNpc	触发NPC	npc\worldnpc140	47	4	100		2		1							
EventNpc_taskgumu_w002	EventNpc	触发NPC	npc\worldnpc140	47	4	100		2		1							
Event_gmp_jumpwallr	EventNpc	跳墙触发	npc\itemnpc057k	52	4	1				0			3280				
Event_gmp_jumpwalll	EventNpc	跳墙触发	npc\itemnpc057k	52	4	1				0			3282				
																	
																	
	//长风镖局-坐夜																
EventNpc_cfbj_zy_01	EventNpc	长风镖局坐夜-况府	npc\itemnpc057_tg2	47	4	3		2		0							
EventNpc_cfbj_zy_02	EventNpc	长风镖局坐夜-酒楼	npc\itemnpc057_tg2	47	4	3		2		0							
EventNpc_cfbj_zy_03	EventNpc	长风镖局坐夜-钱庄	npc\itemnpc057_tg2	47	4	3		2		0							
EventNpc_cfbj_zy_04	EventNpc	长风镖局坐夜-严府	npc\itemnpc057_tg2	47	4	3		2		0							
EventNpc_cfbj_zy_05	EventNpc	长风镖局坐夜-况府小弟	npc\itemnpc057_hide	47	4	3		2		1							
EventNpc_cfbj_zy_06	EventNpc	长风镖局坐夜-钱庄刷怪点	npc\itemnpc057_hide	47	4	5		2		1							
EventNpc_7zzb_01	EventNpc	钱庄坐标A	npc\itemnpc057_tg2	47	4	5		2		0							
EventNpc_cfbj_zy_07	EventNpc	长风镖局坐夜-严府刷采花贼	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_1	EventNpc	长风镖局坐夜-严府刷采花贼1	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_2	EventNpc	长风镖局坐夜-严府刷采花贼2	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_3	EventNpc	长风镖局坐夜-严府刷采花贼3	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_4	EventNpc	长风镖局坐夜-严府刷采花贼4	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_5	EventNpc	长风镖局坐夜-严府刷采花贼5	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_6	EventNpc	长风镖局坐夜-严府刷采花贼6	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_7	EventNpc	长风镖局坐夜-严府刷采花贼7	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_8	EventNpc	长风镖局坐夜-严府刷采花贼8	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_9	EventNpc	长风镖局坐夜-严府刷采花贼9	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_10	EventNpc	长风镖局坐夜-严府刷采花贼10	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_11	EventNpc	长风镖局坐夜-严府刷采花贼11	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_cfbj_zy_yf_12	EventNpc	长风镖局坐夜-严府刷采花贼12	npc\itemnpc057_tg2	47	4	3		2		1							
EventNpc_wsj_dbz_001	EventNpc	万圣节召唤盗宝者触发npc	npc\worldnpc140	47	4	5		2		1			3302				
																	
	//念箩坝																
Event_nlb_mxm01	EventNpc	躲藏	npc\worldnpc140	47	4	5	6672	4	21262	1	1						
Event_nlb_mxm02	EventNpc	成都	npc\worldnpc140	47	4	2		2	21262	1	1						
Event_nlb_mxm03	EventNpc	山石	npc\worldnpc140	47	4	5	6674	4	21264	1	1						
Event_nlb_mxm04	EventNpc	东厂	npc\worldnpc140	47	4	2		2	21261	1	1						
Event_nlb_mxm05	EventNpc	躲藏	npc\worldnpc140	47	4	2	6671	4	21261	1	1						
Event_nlb_mxm06	EventNpc	接应	npc\worldnpc140	47	4	5	6675	4	21266	1	1						
Event_nlb_mxm07	EventNpc	唐门	npc\worldnpc140	47	4	5	6673	4	21263	1	1						
Event_nlb_mxm08	EventNpc	密信	npc\worldnpc140	47	4	2		2	21261	1	1						
Event_nlb_mxm09	EventNpc	字条	npc\worldnpc140	47	4	2		2	21262	1	1						
Event_nlb_mxm10	EventNpc	金陵	npc\worldnpc140	47	4	2		2	21269	1	1						
Event_nlb_mxm11	EventNpc	寻找年妃	npc\worldnpc140	47	4	5		2	21270	1	1						
Event_nlb_mxm12	EventNpc	城外	npc\worldnpc140	47	4	2		2	21276	1	1						
Event_nlb_mxm13	EventNpc	四处看看	npc\worldnpc140	47	4	2	6679	4	21279	1	1						
Event_nlb_mxm14	EventNpc	赶往金陵城	npc\worldnpc140	47	4	2		2	21273	1	1						
Event_nlb_mxm15	EventNpc	城外	npc\worldnpc140	47	4	2		2	21275	1	1						
Event_nlb_mxm16	EventNpc	酒-触发范围	npc\worldnpc140	47	4	2		2	21273	1	1						
Event_nlb_mxm17	EventNpc	跟随唐凤	npc\worldnpc140	47	4	5	6676	4	21268	1	1						
Event_nlb_mxm18	EventNpc	睡觉	npc\worldnpc140	47	4	5		2	21273	1	1						
EventNpc_cfbj_wy_001	EventNpc	长风镖局触发NPC	npc\worldnpc140	47	4	100		2		1							
Event_nlb_cc_15800	EventNpc	寻找唐七	npc\worldnpc140	47	4	2	6680	4	21235	1	1						
Event_nlb_cc_15806	EventNpc	赶往金陵城	npc\worldnpc140	47	4	2		2	21204	1	1						
Event_nlb_cc_15827	EventNpc	城外	npc\worldnpc140	47	4	2		2	21207	1	1						
Event_nlb_cc_15829	EventNpc	酒-触发范围	npc\worldnpc140	47	4	2		2	21207	1	1						
Event_nlb_cc_15838	EventNpc	前往程度	npc\worldnpc140	47	4	2		2	21211	1	1						
Event_nlb_cc_15846	EventNpc	本派奇花	npc\worldnpc140	47	4	2		2	21214	1	1						
Event_nlb_cc_15855	EventNpc	花会会场	npc\worldnpc140	47	4	2	6686	4	21216	1	1						
Event_nlb_cc_15857	EventNpc	返回念罗坝-成都	npc\worldnpc140	47	4	2		2	21221	1	1						
Event_nlb_cc_15861	EventNpc	曹元淮动画	npc\worldnpc140	47	4	2	6682	4	21223	1	1						
Event_nlb_cc_15863	EventNpc	返回客栈拯救杭令主	npc\worldnpc140	47	4	2		2	21224	1	1						
Event_nlb_cc_15867	EventNpc	曹元淮动画2	npc\worldnpc140	47	4	2	6683	4	21226	1	1						
Event_nlb_cc_15853	EventNpc	花会-四处看看	npc\worldnpc140	47	4	2		2	21215	1	1						
Event_nlb_cc_15880	EventNpc	念罗坝-入门至主线	npc\worldnpc140	47	4	2		2	21235	1	1						
Event_nlb_mxm19	EventNpc	洗澡	npc\worldnpc140	47	4	5		2	21370	1	1						
																	
Event_cfbjgj_001	EventNpc	长风镖局分舵	npc\worldnpc140	47	4	10		2	20472	1							
Event_cfbjgj_002	EventNpc	长风镖局分舵	npc\worldnpc140	47	4	10		2	20473	1							
																	
	//长风镖局-飞檐走壁																
EventNpc_cfbj_fyzb_01	EventNpc	长风镖局飞檐走壁	npc\worldnpc140	47	4	25		2		1							
EventNpc_cfbj_fyzb_02	EventNpc	长风镖局飞檐走壁	npc\worldnpc140	47	4	3		2		1							
EventNpc_cfbj_fyzb_03	EventNpc	长风镖局飞檐走壁	npc\worldnpc140	47	4	3		2		1							
EventNpc_cfbj_fyzb_A_01	EventNpc	长风镖局飞檐走壁	npc\worldnpc140	47	4	5		2		1							
EventNpc_cfbj_fyzb_A_02	EventNpc	长风镖局飞檐走壁	npc\worldnpc140	47	4	8		2		1							
EventNpc_cfbj_fyzb_A_03	EventNpc	长风镖局飞檐走壁	npc\worldnpc140	47	4	8		2		1							
EventNpc_cfbj_fyzb_A_04	EventNpc	长风镖局飞檐走壁	npc\worldnpc140	47	4	8		2		1							
