NPC±àºÅ	¶ÔÏóÀàÐÍ	Ãû³Æ	Ä£ÐÍ±àºÅ			NPCÖÖÀàID	ÏìÓ¦·¶Î§	Ñ¡Ôñ²Ù×÷·ÖÀà	½Å±¾±àºÅ	²É¼¯·¶Î§	²É¼¯¶¯×÷Ãû	¶ÁÌõÊ±¼ä(ms)	µôÂä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä£¨s£©	×î´óÏûÊ§Ê±¼ä(s)	±¦Ïä¿ªÆôÇ°ÌØÐ§	±¦Ïä¿ªÆôºóÌØÐ§	Ô¿³×ÊýÁ¿	Ô¿³×id	NPCÌØÐ§Ãû³Æ	Êó±êÐÎ×´	¿ªÆôÌõ¼þ	Ëõ·Å	·ÖÅäÀàÐÍ	´æÔÚÊ±¼ä	´óÌÓÉ±×¨ÓÃ	ÍÅ¶ÓÏÔÊ¾µÀ¾ß																
	//ÎÞÃû¾çÇé¶´Í¨¹Ø½±Àø																																										
box_wmd_prize	BoxNpc	ÎÞÃû¶´Í¨¹Ø½±Àø	npc\itemnpc689		161		3	9		2	interact041	3000	drop_prize_wmdbox	3	7200000																												
																																											
bag_bossnewworld002_01	BoxNpc	½±Àø°ü	npc\bag_wnhg01		52		1	1		1	interact041	3000	drop_bossnewworld002_extra	1	120																												
bag_bossnewworld002_02	BoxNpc	½±Àø°ü	npc\bag_wnhg02		52		1	1		1	interact041	3000	drop_bossnewworld002_extra	1	120								"0.5,0.5,0.5"																				
bag_bossnewworld002_03	BoxNpc	½±Àø°ü	npc\bag_wnhg03		52		1	1		1	interact041	3000	drop_bossnewworld002_extra	1	120																												
bag_bossnewworld001_01	BoxNpc	½±Àø°ü	npc\bag_wnhg01		52		1	1		1	interact041	3000	drop_bossnewworld001_extra	1	120																												
bag_bossnewworld001_02	BoxNpc	½±Àø°ü	npc\bag_wnhg02		52		1	1		1	interact041	3000	drop_bossnewworld001_extra	1	120								"0.5,0.5,0.5"																				
bag_bossnewworld001_03	BoxNpc	½±Àø°ü	npc\bag_wnhg03		52		1	1		1	interact041	3000	drop_bossnewworld001_extra	1	120																												
bag_bossnewworld001a_01	BoxNpc	½±Àø°ü	npc\bag_wnhg01		52		1	1		1	interact041	3000	drop_bossnewworld001a_extra1	1	120																												
bag_bossnewworld001a_02	BoxNpc	½±Àø°ü	npc\bag_wnhg02		52		1	1		1	interact041	3000	drop_bossnewworld001a_extra2	1	120								"0.5,0.5,0.5"																				
bag_bossnewworld001a_03	BoxNpc	½±Àø°ü	npc\bag_wnhg03		52		1	1		1	interact041	3000	drop_bossnewworld001a_extra3	1	120																												
bag_bossnewworld002a_01	BoxNpc	½±Àø°ü	npc\bag_wnhg01		52		1	1		1	interact041	3000	drop_bossnewworld002a_extra1	1	120																												
bag_bossnewworld002a_02	BoxNpc	½±Àø°ü	npc\bag_wnhg02		52		1	1		1	interact041	3000	drop_bossnewworld002a_extra2	1	120								"0.5,0.5,0.5"																				
bag_bossnewworld002a_03	BoxNpc	½±Àø°ü	npc\bag_wnhg03		52		1	1		1	interact041	3000	drop_bossnewworld002a_extra3	1	120																												
																																											
	//¹ÅÄ¹ÅÉ-ÍÚ±¦Íæ·¨																																										
box_nmp_gmpwb_004	BoxNpc	½±Àø±¦Ïä£¨Ò»¼¶£©	npc\itemnpc689		161		3	9		2	interact041	3000	drop_nmp_gmpwb_002	3	7200000			1	item_nmp_gmpwb_012						7200000																		
box_nmp_gmpwb_003	BoxNpc	½±Àø±¦Ïä£¨¶þ¼¶£©	npc\itemnpc689		161		3	9		2	interact041	3000	drop_nmp_gmpwb_003	3	7200000			1	item_nmp_gmpwb_012						7200000																		
box_nmp_gmpwb_002	BoxNpc	½±Àø±¦Ïä£¨Èý¼¶£©	npc\itemnpc689		161		3	9		2	interact041	3000	drop_nmp_gmpwb_004	3	7200000			1	item_nmp_gmpwb_012						7200000																		
box_nmp_gmpwb_001	BoxNpc	½±Àø±¦Ïä£¨ËÄ¼¶£©	npc\itemnpc689		161		3	9		2	interact041	3000	drop_nmp_gmpwb_005	3	7200000			1	item_nmp_gmpwb_012						7200000																		
																																											
	//»¨»áÌøÌøÀÖ																																										
boxnpc_nlb_hh_lh_001	BoxNpc	»¨»áÌøÌøÀÖ	npc\itemnpc033		161		1	9		1	interact041	2000	drop_boxnpc_nlb_hh_lh_001	3	60						28	110408																					
																																											
box_nmp_cfbj_hd_03_001	BoxNpc	±¦Ïä£¨´ó£©	npc\itemnpc589		161		3	9		2	interact041	3000	drop_cfbj_dbdh_prize_009	3	300000						28				300000																		
box_nmp_cfbj_hd_03_002	BoxNpc	±¦Ïä£¨ÖÐ£©	npc\itemnpc588		161		3	9		2	interact041	3000	drop_cfbj_dbdh_prize_010	3	300000						28				300000																		
box_nmp_cfbj_hd_03_003	BoxNpc	±¦Ïä£¨Ð¡£©	npc\itemnpc689		161		3	9		2	interact041	3000	drop_cfbj_dbdh_prize_011	3	300000						28				300000																		
																																											
Gather_cfbj_shxb_001	BoxNpc	´ó¿³µ¶	npc\npcitem873	icon\funcnpc\itemboxnpc002.png	161		1	9		2	interact041	3000	drop_cfbj_shxb_001	3	7200000						28				7200000																		
Gather_cfbj_shxb_003	BoxNpc	»õÎï	npc\npcitem794	icon\funcnpc\itemboxnpc002.png	161		1	9		2	interact041	3000	drop_cfbj_shxb_003	3	7200000						28				7200000																		
																																											
	//ÄîÂÜ°Ó-»¨»á-±¦Ïä																																										
boxnpc_nlb_ww001	BoxNpc	ÄîÂÜ°Ó»¨»á-Ò»¶ÑÔÓÎï	npc\itemnpc012	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_Box_nlb_fiesta_01	3	900						28																						
boxnpc_nlb_ww002	BoxNpc	ÄîÂÜ°Ó»¨»á-Ò»¶Ñ¿ÝÒ¶	npc\itemnpc087	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_Box_nlb_fiesta_01	3	900						28																						
boxnpc_nlb_ww003	BoxNpc	ÄîÂÜ°Ó»¨»á-Ò»¶ÑÂÒÊ¯	npc\itemnpc207	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_Box_nlb_fiesta_01	3	900						28																						
boxnpc_nlb_ww004	BoxNpc	ÄîÂÜ°Ó»¨»á-Ò»¿ÅÐ¡²Ý	npc\itemnpc168	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_Box_nlb_fiesta_01	3	900						28																						
boxnpc_nlb_ww005	BoxNpc	ÄîÂÜ°Ó»¨»á-Ã¯ÃÜµÄ²Ý´Ô	npc\itemnpc172	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_Box_nlb_fiesta_01	3	900						28																						
boxnpc_nlb_ww006	BoxNpc	ÄîÂÜ°Ó»¨»á-Ò»ÖêÒ°»¨	npc\itemnpc204	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_Box_nlb_fiesta_01	3	900						28																						
boxnpc_nlb_ww007	BoxNpc	ÄîÂÜ°Ó»¨»á-Ò»¸ù¿ÝÖ¦	npc\npcitem744	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_Box_nlb_fiesta_01	3	900						28																						
boxnpc_nlb_ww008	BoxNpc	ÄîÂÜ°Ó»¨»á-ÐÂÏÊµÄÄ¢¹½	npc\itemnpc440	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_Box_nlb_fiesta_01	3	900						28																						
																																											
	//ÉñË®Ñ©Á«																																										
boxnpc_ssg_rm_001	BoxNpc	Ñ©Á«	npc\itemnpc224		161		3	9		2	interact017	5000	drop_Box_ssg_rm_001	3	10						28																						
																																											
	//ÉñË®»áÎä±¦Ïä																																										
boxnpc_ssg_hd_mphz001	BoxNpc	±¦Ïä£¨´ó£©	npc\itemnpc589		161		3	9		2	interact041	3000	drop_item_prize_ssg_016_a	3	300000						28				300000																		
																																											
	//ÅîÀ³µº±¦Ïä																																										
BoxNpc_pld001	BoxNpc	ÒøÖÊ±¦Ïä	npc\itemnpc588	icon\funcnpc\itemnpc005.png	713		3	9		2	interact017	5000	comd_pld_wb_yin	10	300			1	key_pld001		5	112241			300000																		
BoxNpc_pld002	BoxNpc	½ðÖÊ±¦Ïä	npc\itemnpc589	icon\funcnpc\itemnpc005.png	713		3	9		2	interact017	5000	comd_pld_wb_jin	10	300			1	key_pld002		5	112242			300000																		
BoxNpc_pld003	BoxNpc	ÓñÖÊ±¦Ïä	npc\itemnpc591a	icon\funcnpc\itemnpc005.png	713		3	9		2	interact017	5000	comd_pld_wb_yu	10	300			1	key_pld003		5	112243			300000																		
BoxNpc_pld004	BoxNpc	µ¤Ò©±¦Ïä	npc\npcitem639a		161		3	9		2	interact041	3000	drop_box_pld_004	1	60						28				60000																		
	//»ªÉ½Óù½£µÀ¾ß																																										
boxnpc_hsp_wxjz_lh_001	BoxNpc	Óù½£µÀ¾ß	npc\itemnpc590		161		1	9		1	interact041	2000	drop_hsp_wxjz_luh_03	3	60						28																						
																																											
boxnpc_worldboss001_01	BoxNpc	´òÔìÌ¨	npc\npcitem964		161		1	1		1	interact017	10000	drop_worldboss001_box01	1	3600							27916	"0.5,0.5,0.5"	2			1																
boxnpc_worldboss001_02	BoxNpc	¹ÅÆ×²Ð¾í	npc\npcitem961		161		1	1		1	interact017	10000	drop_worldboss001_box02	1	3600							27916		2			1																
boxnpc_worldboss001_03	BoxNpc	ÄÚ¹¦²Ð¾í	npc\npcitem963		161		1	1		1	interact017	10000	drop_worldboss001_box03	1	3600							27916		2			1																
boxnpc_worldboss001_03_2	BoxNpc	ÄÚ¹¦²Ð¾í	npc\npcitem963		161		1	1		1	interact017	10000	drop_worldboss001_box03_2	1	3600							27916		2			1																
boxnpc_worldboss001_04	BoxNpc	ÍØ±¾ËéÆ¬	npc\npcitem966		161		1	1		1	interact017	10000	drop_worldboss001_box04	1	3600							27916	"0.3,1,0.3"	2			1																
boxnpc_worldboss007_01	BoxNpc	´òÔìÌ¨	npc\npcitem964		161		1	1		1	interact017	10000	drop_worldboss007_box01	1	3600							27916	"0.75,0.75,0.75"	2			1																
boxnpc_worldboss007_02	BoxNpc	¹ÅÆ×²Ð¾í	npc\npcitem961		161		1	1		1	interact017	10000	drop_worldboss007_box02	1	3600							27916	"1.5,1.5,1.5"	2			1																
boxnpc_worldboss007_03	BoxNpc	ÄÚ¹¦²Ð¾í	npc\npcitem963		161		1	1		1	interact017	10000	drop_worldboss007_box03	1	3600							27916	"1.5,1.5,1.5"	2			1																
boxnpc_worldboss007_03_2	BoxNpc	ÄÚ¹¦²Ð¾í	npc\npcitem963		161		1	1		1	interact017	10000	drop_worldboss007_box03_2	1	3600							27916	"1.5,1.5,1.5"	2			1																
boxnpc_worldboss007_04	BoxNpc	ÍØ±¾ËéÆ¬	npc\npcitem966		161		1	1		1	interact017	10000	drop_worldboss007_box04	1	3600							27916	"0.45,1.5,0.45"	2			1																
boxnpc_worldboss001_02_1	BoxNpc	¹ÅÆ×²Ð¾í	npc\npcitem961		161		1	1		2	interact017	5000	drop_worldboss001_box02_1	1	3600							27916		2			1																
boxnpc_worldboss007_02_1	BoxNpc	¹ÅÆ×²Ð¾í	npc\npcitem961		161		1	1		2	interact017	5000	drop_worldboss007_box02_1	1	3600							27916		2			1																
																																											
boxnpc_xkd_01	BoxNpc	¾ÆÌ³	npc\itemnpc001	icon\funcnpc\	161		3	9		3	interact041	3000	drop_xkd_envet_01	1	120000						28																						
boxnpc_xkd_04	BoxNpc	±ÕÄ¿Óã	npc\cj_101007	icon\funcnpc\	161		3	9		3	interact041	3000	drop_xkd_envet_07	1	120000						28	111751																					
boxnpc_xkd_05	BoxNpc	ÓãÈº	npc\cj_101008	icon\funcnpc\	161		3	9		3	interact041	3000	drop_xkd_envet_08	1	120000						28	111752																					
boxnpc_xkd_06	BoxNpc	ÏóÆå×Ó	npc\fbmac015002	icon\funcnpc\	161		3	9		3	interact041	3000	drop_xkd_envet_11	1	120000						28																						
boxnpc_xkd_07	BoxNpc	Ë®¹û	npc\cj_040020	icon\funcnpc\	161		3	9		3	interact041	3000	drop_xkd_envet_12	1	120000						28																						
boxnpc_xkd_08	BoxNpc	ÎàÍ©Ä¾	npc\itemnpc1403	icon\funcnpc\	161		3	9		3	interact041	3000	drop_xkd_envet_13	1	120000						28																						
boxnpc_xkd_09	BoxNpc	²Ï¼Ü	npc\cj_040203	icon\funcnpc\	161		3	9		3	interact041	3000	drop_xkd_envet_14	1	120000						28																						
boxnpc_xkd_10	BoxNpc	ÁéÖ¥	npc\cj_106022	icon\funcnpc\	161		3	9		3	interact041	3000	drop_xkd_envet_15	1	120000						28																						
																																											
boxnpc_zyb_pld001	BoxNpc	ÅîÀ³µºÒ°¼¦	npc\monster119		161		3	9		2	interact017	5000	drop_item_pl_008	1	3600						28																						
boxnpc_pld_tuzi	BoxNpc	ÅîÀ³µºÍÃ×Ó	npc\monster118		161		3	9		2	interact017	5000	drop_pld_lzy_001	0.01	60			1	item_pld_lzy005		28	111702																					
pldcj_zyb_001	BoxNpc	ÅîÀ³µºÃØ¼®	npc\itemnpc005		161		3	9		2	interact017	5000	drop_item_pl_014	1	3600						28																						
																																											
boxnpc_jiebai_qgd	BoxNpc	±¦Ïä	npc\itemnpc589		161		3	9		2	interact041	3000	drop_jiebai_qgd	3	300						28				300000																		
																																											
																																											
box_boss_dhpvp_004	BoxNpc	¶«º£PVPBOSSÆÕÍ¨±¦Ïä	npc\itemboxnpc003_yunbiao		161		3	9		2	interact041	3000	drop_boss_dhpvp_004	3	300						28				300000																		
																																											
BoxNpcgujpld_001	BoxNpc	Â¹µôÂä	npc\itemnpc589	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	5000	drop_item_pld_gujqybzs_02	3	30000						28																						
BoxNpcgujpld_002	BoxNpc	²ÝÒ©	npc\cj_150001	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	drop_huodong_pldguj_04	1	6000						28																						
																																											
itemnpc_wjd_04	BoxNpc	Õ³ÍÁ¶Ñ	npc\itemnpc075		161		2	1		2	offact161	2000	drop_itemnpc_wjd_04	1	120						6	111901																					
itemnpc_wjd_05	BoxNpc	°×ÑîÊ÷	npc\box001		52		3	1		3	interact007a	2000	drop_itemnpc_wjd_05	1	120						14	111902																					
itemnpc_wjd_06	BoxNpc	Ìú¿óÊ¯	npc\cj_102005		161		2	1		2	interact006a	2000	drop_itemnpc_wjd_06	1	120						6	111903																					
itemnpc_wjd_13_01	BoxNpc	Ö¹Ñª²Ý	npc\cj_150100a1		161		3	1		2	interact017	5000	drop_itemnpc_wjd_13_01	1	120						7	27971																					
itemnpc_wjd_13_02	BoxNpc	¶ÀÁú²Ý	npc\cj_160001		161		3	1		2	interact017	5000	drop_itemnpc_wjd_13_02	1	120						7	27972																					
itemnpc_wjd_13_03	BoxNpc	ÓãÐÈ²Ý	npc\cj_106013a1		161		3	1		2	interact017	5000	drop_itemnpc_wjd_13_03	1	120						7	27973																					
itemnpc_wjd_05_02	BoxNpc	´åÃñÒÂ·þ	npc\itemnpc136		52		3	1		2	interact017	1000	drop_itemnpc_wjd_05_02	1	120						28																						
itemnpc_wjd_49_01	BoxNpc	´óÃ÷±¦Îï	npc\itemboxnpc003_yunbiao		161		1	9		1	interact041	5000	drop_itemnpc_wjd_49_01	3							28																						
itemnpc_wjd_44_01	BoxNpc	²¼·ÀÍ¼	npc\npcitem962		161		2	1		1	interact017	4000	drop_itemnpc_wjd_44_01	1	3600						28																						
itemnpc_wjd_44_02	BoxNpc	½¢´¬Éè¼ÆÍ¼	npc\npcitem962		161		2	1		1	interact017	4000	drop_itemnpc_wjd_44_02	1	3600						28																						
itemnpc_wjd_44_03	BoxNpc	¼Æ»®Êé	npc\npcitem962		161		2	1		1	interact017	4000	drop_itemnpc_wjd_44_03	1	3600						28																						
																																											
boxnpc_wuxianjiao_gujzlcy_001	BoxNpc	òÚò¼	npc\fbnpc019019		161		3	9		2	interact017	3000	drop_wxjguj_rczlcy_003	0.01	60						28																						
boxnpc_wuxianjiao_gujzlcy_002	BoxNpc	Ð«×Ó	npc\monster013		161		3	9		2	interact017	3000	drop_wxjguj_rczlcy_004	0.01	60						28																						
boxnpc_wuxianjiao_gujzlcy_003	BoxNpc	ó¸òÜ	npc\petm_c_0300		161		3	9		2	interact017	3000	drop_wxjguj_rczlcy_005	0.01	60			1	item_wxj_zlcy_011		28	112753																					
																																											
boxnpc_wxj_dg_001	BoxNpc	¶·¹Æ´ó»á±¦Ïä	npc\itemnpc005a		161		3	9		2	interact017	3000	drop_wxj_dg_001	1	60						28	28354																					
																																											
box_sneakon_qb_01	BoxNpc	Çé±¨Ïä	npc\itemboxnpc003_yunbiao		161		1	9		1	interact017	2000	drop_sneakon_01	1	300000						28																						
Boxnpc_murong_001	BoxNpc	Ä½ÈÝÊÀ¼Ò²ØÊé	npc\itemnpc049citan		161		3	9		3	interact041	2000	drop_murong_001	1	60						28																						
																																											
boxnpc_ymsj_gujfenwei_001	BoxNpc	Ò©²Ý	npc\cj_150250		161		3	9		2	interact017	3000	drop_ymsj_guj_001	0.01	60						28																						
boxnpc_ymsj_gujfenwei_002	BoxNpc	Çé±¨Ïä	npc\itemboxnpc003_yunbiao		161		3	9		2	interact017	3000	drop_ymsj_guj_002	0.01	60						28	114401																					
																																											
Boxnpc_cbtdrwf_guj002	BoxNpc	²Ø±¦Í¼µ¥ÈËÍæ·¨1--±¦Ïä	npc\itemboxnpc003_yunbiao		161		3	9		3	interact041	2000	drop_wcbz_001	1	3600						28																						
Boxnpc_wcbz_001	BoxNpc	²Ø±¦Í¼µ¥ÈËÍæ·¨1--±¦Ïä	npc\itemboxnpc003_yunbiao		161		3	9		3	interact017	2000	drop_wcbz_001	300000	300000						28																						
Boxnpc_lzy_cbtdrwf_yczk001	BoxNpc	²Ø±¦Í¼µ¥ÈËÍæ·¨1--±¦Ïä	npc\itemnpc591	icon\funcnpc\itemnpc005.png	161		3	9		3	interact041	2000	drop_lzy_cbtdrwf_yczk001	1	3600						28																						
Boxnpc_lzy_cbtdrwf_yczk002	BoxNpc	²Ø±¦Í¼µ¥ÈËÍæ·¨1--±¦Ïä	npc\itemnpc591	icon\funcnpc\itemnpc005.png	161		3	9		3	interact041	2000	drop_lzy_cbtdrwf_yczk002	1	3600						28																						
Boxnpc_lzy_cbtdrwf_yczk003	BoxNpc	²Ø±¦Í¼µ¥ÈËÍæ·¨1--±¦Ïä	npc\itemnpc591	icon\funcnpc\itemnpc005.png	161		3	9		3	interact041	2000	drop_lzy_cbtdrwf_yczk003	1	3600						28																						
Boxnpc_lzy_cbtdrwf_yczk004	BoxNpc	²Ø±¦Í¼µ¥ÈËÍæ·¨1--±¦Ïä	npc\itemnpc591	icon\funcnpc\itemnpc005.png	161		3	9		3	interact041	2000	drop_lzy_cbtdrwf_yczk004	1	3600						28																						
Boxnpc_lzy_cbtdrwf_yczk005	BoxNpc	²Ø±¦Í¼µ¥ÈËÍæ·¨1--±¦Ïä	npc\itemnpc591	icon\funcnpc\itemnpc005.png	161		3	9		3	interact041	2000	drop_lzy_cbtdrwf_yczk005	1	3600						28																						
Boxnpc_wcbz_002	BoxNpc	²Ø±¦Í¼Ö±½Ó±¦Ïä	npc\itemboxnpc003_yunbiao		161		3	9		3	interact017	2000	drop_wcbz_002	300000	300000						28																						
Boxnpc_wcbz_003	BoxNpc	²Ø±¦Í¼¶àÈËÍæ·¨±¦Ïä	npc\itemboxnpc003_yunbiao		161		3	9		3	interact017	2000	drop_wcbz_003	300000	300000						28																						
Boxnpc_wcbz_004	BoxNpc	²Ø±¦Í¼¶àÈËÍæ·¨±¦Ïä2	npc\itemnpc591		161		3	9		3	interact017	2000	drop_wcbz_004	300000	300000						28																						
																																											
box_th_001	BoxNpc	Ä¾Ïä×Ó	npc\itemnpc586	icon\funcnpc\itemnpc586.png	161		3	9		2	interact041	0		3							28					10																	
box_th_002	BoxNpc	ÌúÏä×Ó	npc\itemnpc1593_1a	icon\funcnpc\itemnpc005a.png	161		3	9		2	interact041	0		3							28					10																	
box_th_003	BoxNpc	ÒøÏä×Ó	npc\itemnpc1593_2a	icon\funcnpc\itemnpc586.png	161		3	9		2	interact041	0		3							28					10																	
box_th_004	BoxNpc	½ðÏä×Ó	npc\itemnpc589	icon\funcnpc\itemnpc589.png	161		3	9		2	interact041	0		3							28					10																	
box_th_005	BoxNpc	Ä¾ºÐ×Ó£¨Ð¡£©	npc\itemnpc1593_3a	icon\funcnpc\itemnpc689.png	161		3	9		2	interact041	0		3							28					10																	
box_th_006	BoxNpc	ºÚºÐ×Ó´ó	npc\itemnpc591	icon\funcnpc\itemnpc591.png	161		3	9		2	interact041	0		3							28					10																	
box_th_007	BoxNpc	°ü¸¤	npc\itemnpc1593_3a	icon\funcnpc\itemnpc428a.png	161		3	9		2	interact041	0		3							28					10																	
																																											
																																											
boxnpc_jiuyang_001	BoxNpc	±¦Ïä1	npc\itemnpc589	icon\funcnpc\task.png	161		5	2		3	interact041	3000	drop_jysg_001	3	300000						28	29440			14400000										1		1	1					1
boxnpc_jiuyang_002	BoxNpc	±¦Ïä1	npc\itemnpc589	icon\funcnpc\task.png	161		5	2		3	interact041	3000	drop_jysg_002	3	300000						28	29440			14400000										1		1	1					1
																																											
boxnpc_cyjhd_zy_001	BoxNpc	¾Õ»¨	npc\itemnpc1596		161		5	9		3	interact041	3000	drop_boxnpc_cyjhd_zy_001	1							28	29449																					
																																											
npc_cy2017_zyc	BoxNpc	ÜïÝÇÊ÷	npc\npcitem1056a		161		5	9		3	interact041	3000	drop_box_cy2017_zyz	1							28	29448																					
																																											
																																											
boxnpc_mzyy_001	BoxNpc	·¨»ª¾­	npc\itemnpc053		161		3	9		2	interact017	5000	drop_boxnpc_mzyy_001	3	10						28	117136																					
boxnpc_mzyy_002	BoxNpc	µØ²Ø¾­	npc\itemnpc021		161		3	9		2	interact017	5000	drop_boxnpc_mzyy_002	3	10						28	117136																					
boxnpc_mzyy_003	BoxNpc	°¢ÃÖÍÓ¾­	npc\itemnpc026		161		3	9		2	interact017	5000	drop_boxnpc_mzyy_003	3	10						28	117136																					
boxnpc_mzyy_004	BoxNpc	¾­Êé	npc\itemnpc016		161		3	9		2	interact017	5000	drop_boxnpc_mzyy_004	3	10						28	117136																					
																																											
		//ÐÂ´óÌÓÉ±																																									
box_newts_001	BoxNpc	Ä¾Ïä×Ó	npc\itemnpc586	icon\funcnpc\itemnpc586.png	161		3	9		2	interact041	0		3							28					10																	
box_newts_002	BoxNpc	ÌúÏä×Ó	npc\itemnpc586	icon\funcnpc\itemnpc005a.png	161		3	9		2	interact041	0		3							28					10																	
box_newts_003	BoxNpc	ÒøÏä×Ó	npc\itemnpc586	icon\funcnpc\itemnpc586.png	161		3	9		2	interact041	0		3							28					10																	
box_newts_004	BoxNpc	½ðÏä×Ó	npc\itemnpc586	icon\funcnpc\itemnpc589.png	161		3	9		2	interact041	0		3							28					10																	
box_newts_005	BoxNpc	Ä¾ºÐ×Ó£¨Ð¡£©	npc\itemnpc586	icon\funcnpc\itemnpc689.png	161		3	9		2	interact041	0		3							28					10																	
box_newts_006	BoxNpc	ºÚºÐ×Ó(´ó)	npc\itemnpc586	icon\funcnpc\itemnpc591.png	161		3	9		2	interact041	0		3							28					10																	
box_newts_007	BoxNpc	Òþ²ØÏä×Ó1	npc\itemnpc057_dzw_ts01	icon\funcnpc\itemnpc586.png	161		3	9		2	interact041	0		3							28					10																	
box_newts_008	BoxNpc	Òþ²ØÏä×Ó2	npc\itemnpc057_dzw_ts01	icon\funcnpc\itemnpc005a.png	161		3	9		2	interact041	0		3							28					10																	
box_newts_009	BoxNpc	Òþ²ØÏä×Ó3	npc\itemnpc057_dzw_ts01	icon\funcnpc\itemnpc586.png	161		3	9		2	interact041	0		3							28					10																	
box_newts_010	BoxNpc	Òþ²ØÏä×Ó4	npc\itemnpc057_dzw_ts01	icon\funcnpc\itemnpc589.png	161		3	9		2	interact041	0		3							28					10																	
box_newts_011	BoxNpc	Òþ²ØÏä×Ó5	npc\itemnpc057_dzw_ts01	icon\funcnpc\itemnpc689.png	161		3	9		2	interact041	0		3							28					10																	
box_newts_012	BoxNpc	Òþ²ØÏä×Ó6	npc\itemnpc057_dzw_ts01	icon\funcnpc\itemnpc591.png	161		3	9		2	interact041	0		3							28					10																	
