NPC编号	ini注释名称	对象类型	NPC类型	实力包编号	级别	修为经验	怪物强度	掉落	掉落数量	走路速度	跑步速度	武器持握方式	是否转身	模型编号	模型半径	图片	npc声音	材质类型	脚本编号	技能表	AI类型	主动被动	响应范围	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	刷新时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻击防御比重	防御概率	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	只关心距离脱离战斗	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	NPC可战斗设置	动作集	存在时间	缩放尺寸	格挡类型
boss_crosssschoolfight_12	极乐谷镇守大将	BossNpc	3	94	42		3			1.25	5	dknife5_1		npc\worldnpc544	0.887166	icon\funcnpc\worldnpc544.png			npc\schoolnpc\schoolfight_help_boss.lua	"sw_jl_054,1,30;sw_jl_055,1,30"	7		25	1	2	8	60	40	-1						db_rl_npcitem201			1																						1500	1	1000	0					50	1			1111	"1110,0"	3224	1	1				
boss_crosssschoolfight_13	唐门镇守大将	BossNpc	3	94	42		3			1.25	5	hand1_1		npc\worldnpc391	0.922925	icon\funcnpc\worldnpc313.png			npc\schoolnpc\schoolfight_help_boss.lua	"sw_tm_0105,1,30;sw_tm_0106,1,30"	7		25	1	2	8	60	40	-1									1																						1500	1	1000	0					50	1			1111	"1110,0"	3224	1	1				
boss_crosssschoolfight_14	峨眉镇守大将	BossNpc	3	94	42		3			1.25	5	dknife1_2		npc\worldnpc748	0.865	icon\funcnpc\worldnpc382.png			npc\schoolnpc\schoolfight_help_boss.lua	"sw_em_0401,1,30;sw_em_0402,1,30"	7		25	1	2	8	60	40	-1						dk_rl_npcitem300			1																						1500	1	1000	0					50	1			1111	"1110,0"	3224	1	1				
boss_crosssschoolfight_15	武当镇守大将	BossNpc	3	94	42		3			1.25	5	sword1_1		npc\monster563	0.896633	icon\funcnpc\worldnpc051.png			npc\schoolnpc\schoolfight_help_boss.lua	"sw_wd_019,1,30;sw_wd_0110,1,30"	7		25	1	2	8	1	40	-1						s_r_230			1																						1500	1	1000	0					50	1			1111	"1110,0"	3224	1	1				
boss_crosssschoolfight_16	少林镇守大将	BossNpc	3	94	42		3			1.25	5	lstuff1_1		npc\monster155	0.903609	icon\funcnpc\worldnpc152.png			npc\schoolnpc\schoolfight_help_boss.lua	"sw_sl_0201,1,30;sw_sl_0202,1,30"	7		25	1	2	8	60	40	-1						lst_r_896			1																						1500	1	1000	0					50	1			1111	"1110,0"	3224	1	1				
																																																																																
	//明教BOSS-school20																																																																															
bosssw_final_mj	明时月（明教教主）	BossNpc	4	98	42		4			1.25	5	blade1_1		npc\worldnpc1599	1				npc\clone\schoolwar769\bosssw_final_mj.lua	"sw_mj_10,1,30;sw_mj_11,1,30;sw_mj_12,1,30;sw_mj_13,1,30"	7		25	1	2	8	60	40	-1						bow_sw_blade_001			1																						1500	1	1000	0					50	1			1111	"1110,0"	1866	1	1				
bosssw_zhenfa_mj01	明月夫人（教主夫人）中央大殿位置	BossNpc	3	96	42		3			1.25	5	dknife2_2		npc\worldnpc1610	1				npc\clone\schoolwar769\bosssw_zhenfa_mj01.lua	"sw_mj_07,1,30;sw_mj_08,1,30;sw_mj_09,1,30;sw_mj_31,1,30"	7		25	1	2	8	60	40	-1						dk_r_710			1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_mj04	茅震（阴阳掌教使者）大门右侧位置	BossNpc	3	96	42		3			1.25	5	bow1_1		npc\worldnpc1611	1				npc\clone\schoolwar769\bosssw_judian_mj04.lua	"sw_mj_23,1,30;sw_mj_24,1,30;sw_mj_25,1,30;sw_mj_26,1,30"	7		25	1	2	8	60	40	-1						bow_sw_mj_001			1																						1500	1	1000	0					50	1		sw_mj_22	1111	"1110,0"	1526	1	1				
bosssw_judian_mj01	蔚炎（阴阳掌教使者）后山祭坛位置	BossNpc	3	96	42		3			1.25	5	bow1_1		npc\worldnpc1612	1				npc\clone\schoolwar769\bosssw_judian_mj01.lua	"sw_mj_18,1,0;sw_mj_19,1,30;sw_mj_20,1,30;sw_mj_21,1,30"	7		25	1	2	8	60	40	-1						bow_sw_mj_002			1																						1500	1	1000	0					50	1		sw_mj_18	1111	"1110,0"	1526	1	1				
bosssw_judian_mj02	刷兵据点BOSS(青罴)	BossNpc	3	94	42		3			1.25	5	dax1_1		npc\worldnpc1605	1					"sw_mj_04,1,30;sw_mj_05,1,30;sw_mj_06,1,30"	7		25	1	2	8	60	40	-1						db_rl_npcitem358/358			1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_zhenfa_mj02	复活据点BOSS(秦晖)	BossNpc	3	94	42		3			1.25	5	sword1_1		npc\worldnpc1607	1					"sw_mj_01,1,30;sw_mj_02,1,30;sw_mj_03,1,30"	7		25	1	2	8	60	40	-1						s_r_npcitem417			1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_mj05	道具据点BOSS(游鸾)	BossNpc	3	94	42		3			1.25	5	knife1_2		npc\worldnpc1606	1					"sw_mj_27,1,30;sw_mj_28,1,30;sw_mj_29,1,30;sw_mj_30,1,30"	7		25	1	2	8	60	40	-1						k_r_npcitem307			1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_mj06	复活据点BOSS(司空清哲)	BossNpc	3	94	42		3			1.25	5	knife1_1		npc\worldnpc1600	1					"sw_mj_14,1,30;sw_mj_15,1,30;sw_mj_16,1,30;sw_mj_17,1,30"	7		25	1	2	8	60	40	-1						k_r_npcitem307			1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
																																																																																
swmon_mj_htl	轰天雷	BossNpc	3	53	160		2			0	0	hand_0		npc\fbnpc00005	1					"sw_mj_npc_02,1,100"	7		5	1	2	8	60	40	-1									1																						1000	1	1000	0					50	1		sw_mj_npc_02	1111	"1110,0"	5203	1	1				
swmon_mj_np	弩炮	BossNpc	3	88	160		2			0	0	hand_0		npc\itemnpc618	1					"sw_mj_npc_01,1,100"	7		25	1	2	8	60	40	-1									1																						2000	1	1000	0					100	1		sw_mj_npc_01	1111	"1110,0"	5204	1	1				
swmon_mj_j	金	BossNpc	3	88	160		2			0	0	hand_0		npc\itemnpc_schoolwar_007	1						7			1	2	8	60	40	-1									1																						0	1	1000	0					100	1			1111	"1110,0"	5206	1	1				
swmon_mj_m	木	BossNpc	3	88	160		2			0	0	hand_0		npc\itemnpc_schoolwar_008	1						7			1	2	8	60	40	-1									1																						0	1	1000	0					100	1			1111	"1110,0"	5207	1	1				
swmon_mj_s	水	BossNpc	3	88	160		2			0	0	hand_0		npc\itemnpc_schoolwar_009	1						7			1	2	8	60	40	-1									1																						0	1	1000	0					100	1			1111	"1110,0"	5208	1	1				
swmon_mj_h	火	BossNpc	3	88	160		2			0	0	hand_0		npc\itemnpc_schoolwar_010	1						7			1	2	8	60	40	-1									1																						0	1	1000	0					100	1			1111	"1110,0"	5209	1	1				
swmon_mj_t	土	BossNpc	3	88	160		2			0	0	hand_0		npc\itemnpc_schoolwar_011	1						7			1	2	8	60	40	-1									1																						0	1	1000	0					100	1			1111	"1110,0"	5210	1	1				
swmon_mj_npc_j	金护旗弟子	BossNpc	3	53	160		2			1.25	5	hand1_1		npc\fbnpc021003	1					"sw_mj_npc_08,1,100"	7		20	1	2	8	60	40	-1						b_r_npcitem152			1																						2000	1	1000	0					20	1		sw_mj_npc_08	1111	"1110,0"	5211	1	1				
swmon_mj_npc_m	木护旗弟子	BossNpc	3	53	160		2			1.25	5	hand1_1		npc\fbnpc021009	1					"sw_mj_npc_09,1,100"	7		20	1	2	8	60	40	-1						b_r_npcitem152			1																						2000	1	1000	0					20	1		sw_mj_npc_09	1111	"1110,0"	5211	1	1				
swmon_mj_npc_s	水护旗弟子	BossNpc	3	53	160		2			1.25	5	hand1_1		npc\fbnpc021007	1					"sw_mj_npc_10,1,100"	7		20	1	2	8	60	40	-1						b_r_npcitem152			1																						2000	1	1000	0					20	1		sw_mj_npc_10	1111	"1110,0"	5211	1	1				
swmon_mj_npc_h	火护旗弟子	BossNpc	3	53	160		2			1.25	5	hand1_1		npc\fbnpc021001	1					"sw_mj_npc_11,1,100"	7		20	1	2	8	60	40	-1						b_r_npcitem152			1																						2000	1	1000	0					20	1		sw_mj_npc_11	1111	"1110,0"	5211	1	1				
swmon_mj_npc_t	土护旗弟子	BossNpc	3	53	160		2			1.25	5	hand1_1		npc\fbnpc021005	1					"sw_mj_npc_12,1,100"	7		20	1	2	8	60	40	-1						b_r_npcitem152			1																						2000	1	1000	0					20	1		sw_mj_npc_12	1111	"1110,0"	5211	1	1				
																																																																																
boss_att_mj	助拳boss(司空清哲)	BossNpc	3	94	42		3			1.25	5	knife1_1		npc\worldnpc1600	1					"sw_mj_14,1,30;sw_mj_15,1,30;sw_mj_16,1,30;sw_mj_17,1,30"	7		25	1	2	8	60	40	-1						k_r_npcitem307			1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
boss_def_mj	助拳boss(司空清哲)	BossNpc	3	94	42		3			1.25	5	knife1_1		npc\worldnpc1600	1					"sw_mj_14,1,30;sw_mj_15,1,30;sw_mj_16,1,30;sw_mj_17,1,30"	7		25	1	2	8	60	40	-1						k_r_npcitem307			1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
AssistantBoss_mj01	明教攻方大营BOSS明月夫人（教主夫人）	BossNpc	3	96	42		3			1.25	5	dknife2_2		npc\worldnpc1610	1				npc\schoolnpc\schoolfight_att_assist_boss.lua	"sw_mj_07,1,30;sw_mj_08,1,30;sw_mj_09,1,30;sw_mj_31,1,30"	7		25	1	2	8	60	40	-1						dk_r_710			1																						1500	1	1000	0					50	1			1110	"1111,0"	1526	1	1				
AssistantBoss_mj02	明教攻方大营BOSS茅震（阴阳掌教使者）	BossNpc	3	96	42		3			1.25	5	bow1_1		npc\worldnpc1611	1				npc\schoolnpc\schoolfight_att_assist_boss.lua	"sw_mj_23,1,30;sw_mj_24,1,30;sw_mj_25,1,30;sw_mj_26,1,30"	7		25	1	2	8	60	40	-1						bow_sw_mj_001			1																						1500	1	1000	0					50	1		sw_mj_22	1110	"1111,0"	1526	1	1				
AssistantBoss_mj03	明教攻方大营BOSS蔚炎（阴阳掌教使者）	BossNpc	3	96	42		3			1.25	5	bow1_1		npc\worldnpc1612	1				npc\schoolnpc\schoolfight_att_assist_boss.lua	"sw_mj_18,1,0;sw_mj_19,1,30;sw_mj_20,1,30;sw_mj_21,1,30"	7		25	1	2	8	60	40	-1						bow_sw_mj_002			1																						1500	1	1000	0					50	1		sw_mj_18	1110	"1111,0"	1526	1	1				
																																																																																
	//明教-school06																																																																															
swmon_mj01	明教苍火坛弟子	CommonNpc	2	4	65		1			1.25	5			npc\worldnpc1613	1						1			0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_ci	1111	"1110,0"	5233	1	1	3H			
swmon_mj02	明教玄阳坛弟子	CommonNpc	2	4	65		1			1.25	5			npc\worldnpc1617	1						1			0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_dao	1111	"1110,0"	5232	1	1	1H			
swmon_mj03	明教苍火坛散人	CommonNpc	2	4	65		1			1.25	5			npc\worldnpc1614	1						1			0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_ci	1111	"1110,0"	5233	1	1	3H			
swmon_mj04	明教玄阳坛散人	CommonNpc	2	4	65		1			1.25	5			npc\worldnpc1618	1						1			0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_dao	1111	"1110,0"	5232	1	1	1H			
swmon_mj05	明教苍火坛高手	CommonNpc	2	4	65		1			1.25	5			npc\worldnpc1615	1						1			0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_ci	1111	"1110,0"	5233	1	1	3H			
swmon_mj06	明教玄阳坛高手	CommonNpc	2	4	70		1			1.25	5			npc\worldnpc1616	1						1			0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_dao	1111	"1110,0"	5232	1	1	1H			
swmon_mj07	明教梅系高级弟子	CommonNpc	2	4	70		1			1.25	5			npc\worldnpc1619	1						1			0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_ci	1111	"1110,0"	5233	1	1	3H			
swmon_mj08	明教荷系高级弟子	CommonNpc	2	4	70		1			1.25	5			npc\worldnpc1620	1						1			0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_ci	1111	"1110,0"	5233	1	1	3H			
swmon_mj09	明教兰系高级弟子	CommonNpc	2	4	70		1			1.25	5			npc\worldnpc1620	1						1			0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_dao	1111	"1110,0"	5232	1	1	1H			
																																																																																
	//明教-school06																																																																															
swzhenfa_mj01	明教守殿弟子	CommonNpc	2	51	70		2			1.25	5			npc\worldnpc1613	1				npc\clone\schoolwar10\swzhenfa_mj01.lua		1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_ci	1111	"1110,0"	5233	1	1	3H			
swzhenfa_mj02	明教守殿弟子	CommonNpc	2	51	70		2			1.25	5			npc\worldnpc1613	1				npc\clone\schoolwar10\swzhenfa_mj01.lua		1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_dao	1111	"1110,0"	5232	1	1	1H			
swzhenfa_mj03	明教守殿弟子	CommonNpc	2	51	70		2			1.25	5			npc\worldnpc1613	1				npc\clone\schoolwar10\swzhenfa_mj01.lua		1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_ci	1111	"1110,0"	5233	1	1	3H			
swzhenfa_mj04	明教守殿弟子	CommonNpc	2	51	70		2			1.25	5			npc\worldnpc1613	1				npc\clone\schoolwar10\swzhenfa_mj01.lua		1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_dao	1111	"1110,0"	5232	1	1	1H			
swzhenfa_mj05	明教守殿弟子	CommonNpc	2	51	70		2			1.25	5			npc\worldnpc1613	1				npc\clone\schoolwar10\swzhenfa_mj01.lua		1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_ci	1111	"1110,0"	5233	1	1	3H			
swzhenfa_mj06	明教守殿弟子	CommonNpc	2	51	70		2			1.25	5			npc\worldnpc1613	1				npc\clone\schoolwar10\swzhenfa_mj01.lua		1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_dao	1111	"1110,0"	5232	1	1	1H			
swzhenfa_mj07	精英怪-大殿	CommonNpc	2	52	70		2			1.25	5			npc\worldnpc1614	1						1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_ci	1111	"1110,0"	5233	1	1	3H			
swzhenfa_mj08	精英怪-大殿	CommonNpc	2	52	70		2			1.25	5			npc\worldnpc1614	1						1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_dao	1111	"1110,0"	5232	1	1	1H			
swzhenfa_mj09	精英怪-大殿	CommonNpc	2	52	70		2			1.25	5			npc\worldnpc1614	1						1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_ci	1111	"1110,0"	5233	1	1	3H			
swzhenfa_mj10	精英怪-大殿	CommonNpc	2	52	70		2			1.25	5			npc\worldnpc1614	1						1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_dao	1111	"1110,0"	5232	1	1	1H			
swzhenfa_mj11	精英怪-大殿	CommonNpc	2	52	70		2			1.25	5			npc\worldnpc1614	1						1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_ci	1111	"1110,0"	5233	1	1	3H			
swzhenfa_mj12	精英怪-大殿	CommonNpc	2	52	70		2			1.25	5			npc\worldnpc1614	1						1		25	0	2	8	60	40										1																						1500	1	1000	0					50			skill_wjd_dao	1111	"1110,0"	5232	1	1	1H			
																																																																																
	//明教-school06																																																																															
swremon_mj01	明教低级弟子（武当刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1613	1						1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_ci	1110	"1111,0"	5233	1	1	3H			
swremon_mj02	明教高级弟子（武当刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1614	1					"Npc_jh_mjh03,1,30"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_dao	1110	"1111,0"	5232	1	1	1H			
swremon_mj03	明教低级弟子（少林刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1613	1						1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_ci	1110	"1111,0"	5233	1	1	3H			
swremon_mj04	明教高级弟子（少林刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1614	1					"Npc_jh_mjh03,1,30"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_dao	1110	"1111,0"	5232	1	1	1H			
swremon_mj05	明教低级弟子（峨眉刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1613	1						1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_ci	1110	"1111,0"	5233	1	1	3H			
swremon_mj06	明教高级弟子（峨眉刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1614	1					"Npc_jh_mjh03,1,30"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_dao	1110	"1111,0"	5232	1	1	1H			
swremon_mj07	明教低级弟子（丐帮刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1613	1						1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_ci	1110	"1111,0"	5233	1	1	3H			
swremon_mj08	明教高级弟子（丐帮刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1614	1					"Npc_jh_mjh03,1,30"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_dao	1110	"1111,0"	5232	1	1	1H			
swremon_mj09	明教低级弟子（唐门刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1613	1						1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_ci	1110	"1111,0"	5233	1	1	3H			
swremon_mj10	明教高级弟子（唐门刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1614	1					"Npc_jh_mjh03,1,30"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_dao	1110	"1111,0"	5232	1	1	1H			
swremon_mj11	明教低级弟子（锦衣卫刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1613	1						1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_ci	1110	"1111,0"	5233	1	1	3H			
swremon_mj12	明教高级弟子（锦衣卫刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1614	1					"Npc_jh_mjh03,1,30"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_dao	1110	"1111,0"	5232	1	1	1H			
swremon_mj13	明教低级弟子（极乐谷刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1613	1						1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_ci	1110	"1111,0"	5233	1	1	3H			
swremon_mj14	明教高级弟子（极乐谷刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1614	1					"Npc_jh_mjh03,1,30"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_dao	1110	"1111,0"	5232	1	1	1H			
swremon_mj15	明教低级弟子（君子堂刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1613	1						1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_ci	1110	"1111,0"	5233	1	1	3H			
swremon_mj16	明教高级弟子（君子堂刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1614	1					"Npc_jh_mjh03,1,30"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_dao	1110	"1111,0"	5232	1	1	1H			
swremon_mj17	明教低级弟子（锦衣卫刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1613	1						1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_ci	1110	"1111,0"	5233	1	1	3H			
swremon_mj18	明教高级弟子（锦衣卫刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1614	1					"Npc_jh_mjh03,1,30"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			skill_wjd_dao	1110	"1111,0"	5232	1	1	1H			
																																																																																
	跨服门派战明教攻方大营镇守boss																																																																															
boss_crosssschoolfight_18	明教镇守大将(青罴)	BossNpc	3	94	42		3			1.25	5	dax1_1		npc\worldnpc1478	1				npc\schoolnpc\schoolfight_help_boss.lua	"sw_mj_04,1,30;sw_mj_05,1,30;sw_mj_06,1,30"	7		25	1	2	8	60	40	-1						db_rl_npcitem358/358			1																						1500	1	1000	0					50	1			1110	"1111,0"	1526	1	1				
	跨服门派战明教守方大营镇守boss																																																																															
boss_crosssschoolfight_17	明教镇守大将(青罴)	BossNpc	3	94	42		3			1.25	5	dax1_1		npc\worldnpc1478	1				npc\schoolnpc\schoolfight_help_boss.lua	"sw_mj_04,1,30;sw_mj_05,1,30;sw_mj_06,1,30"	7		25	1	2	8	60	40	-1						db_rl_npcitem358/358			1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
																																																																																
																																																																																
	//天山派BOSS-school20																																																																															
bosssw_final_tsp	掌门-白天璟 男 单剑	BossNpc	4	98	42		4			1.25	5	sword1_1		npc\worldnpc1668	1				npc\clone\schoolwar832\bosssw_final_tsp.lua	"schoolwar_CS_jh_jyjf01,1,30;schoolwar_CS_jh_jyjf02,1,30;schoolwar_CS_jh_jyjf03,1,30;schoolwar_CS_jh_jyjf04,1,30;schoolwar_CS_jh_jyjf05,1,30;schoolwar_CS_jh_jyjf06,1,30;schoolwar_CS_jh_jyjf07,1,30;schoolwar_CS_jh_jyjf08,1,30;jn_tg_yanxing,1,30;jn_tg_yanxing_back,1,0"	7		25	1	2	8	60	40	-1						s_r_npcitem087			1																						1500	1	1000	0					50	1		schoolwar_CS_jh_jyjf01	1111	"1110,0"	1866	1	1				
bosssw_zhenfa_tsp01	长老-汪汐潮 男 徒手	BossNpc	3	96	42		3			1.25	5	hand1_1		npc\worldnpc234	1				npc\clone\schoolwar832\bosssw_zhenfa_tsp01.lua	"schoolwar_CS_jh_wlp01,1,30;schoolwar_CS_jh_wlp02,1,30;schoolwar_CS_jh_wlp02,1,30;schoolwar_CS_jh_wlp03,1,30;schoolwar_CS_jh_wlp04,1,30;schoolwar_CS_jh_wlp05,1,30;schoolwar_CS_jh_wlp05,1,30;schoolwar_CS_jh_wlp06,1,30;jn_tg_yanxing,1,30;jn_tg_yanxing_back,1,0"	7		25	1	2	8	60	40	-1									1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_tsp04	南峰长老-顾白筠 女 单剑	BossNpc	3	96	42		3			1.25	5	sword1_2		npc\worldnpc1685	1				npc\clone\schoolwar832\bosssw_judian_tsp04.lua	"schoolwar_CS_ts_tsjf01,1,30;schoolwar_CS_ts_tsjf02,1,30;schoolwar_CS_ts_tsjf03,1,30;schoolwar_CS_ts_tsjf04,1,30;schoolwar_CS_ts_tsjf05,1,30;schoolwar_CS_ts_tsjf06,1,30;schoolwar_CS_ts_tsjf07,1,30;schoolwar_CS_ts_tsjf08,1,30;jn_tg_yanxing,1,30;jn_tg_yanxing_back,1,0"	7		25	1	2	8	60	40	-1						s_r_npcitem087			1																						1500	1	1000	0					50	1		schoolwar_CS_ts_tsjf01	1111	"1110,0"	1526	1	1				
bosssw_judian_tsp01	北峰长老-卓战夏 男 双剑	BossNpc	3	96	42		3			1.25	5	dsword1_1		npc\worldnpc1693	1				npc\clone\schoolwar832\bosssw_judian_tsp01.lua	"schoolwar_CS_ts_tyjf01,1,30;schoolwar_CS_ts_tyjf02,1,30;schoolwar_CS_ts_tyjf03,1,30;schoolwar_CS_ts_tyjf04,1,30;schoolwar_CS_ts_tyjf04,1,30;schoolwar_CS_ts_tyjf05,1,30;schoolwar_CS_ts_tyjf06,1,30;schoolwar_CS_ts_tyjf07,1,30;schoolwar_CS_ts_tyjf08,1,30;jn_tg_yanxing,1,30;jn_tg_yanxing_back,1,0"	7		25	1	2	8	60	40	-1						ds_rl_npcitem324			1																						1500	1	1000	0					50	1		schoolwar_CS_ts_tyjf01	1111	"1110,0"	1526	1	1				
