NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	NPC对话类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	模型半径	图片	出生状态	组成材料	武器名称	NPC种类ID	脚本编号	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	恩怨响应包编号			建筑耐久	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	驿站	对话规则	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	是否有帮派仓库	AI条件执行编码表	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	主功能类型	主功能类型	是否是门牌	公会功能类型	相关属性包	对应等级	所属帮会地块编号	AI编辑包	直接触发	npc功能分类	NPC优先显示	随机商店ID
GuildBuildingNPC1476	GuildBuildingNpc	聚宝房门牌		8	72		2	2			1.25	5		npc\worldnpc451		icon\funcnpc\worldnpc451.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				9	0	1				903					
GuildBuildingNPC1477	GuildBuildingNpc	藏书院2门牌		8	72		2	2			1.25	5		npc\worldnpc447		icon\funcnpc\worldnpc447.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	8	1				903					
GuildBuildingNPC1478	GuildBuildingNpc	藏书院2建筑		8	76		0	0			0	0		npc\1701_cangshuyuan2									0	0	0			100																5000																																																				1	8	0				903					
GuildBuildingNPC1479	GuildBuildingNpc	金库门牌		8	72		2	2			1.25	5		npc\funcnpc001		icon\funcnpc\funcnpc001.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				11	0	1				903					
GuildBuildingNPC1480	GuildBuildingNpc	金库建筑		8	76		0	0			0	0		npc\1701_jinku									0	0	0			100																5000																																																				11	0	0				903					
GuildBuildingNPC1481	GuildBuildingNpc	演武堂门牌		8	72		2	2			1.25	5		npc\funcnpc010		icon\funcnpc\funcnpc010.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				10	0	1				903					
GuildBuildingNPC1482	GuildBuildingNpc	演武堂建筑		8	76		0	0			0	0		npc\1701_yanwutang									0	0	0			100																5000																																																				10	0	0				903					
GuildBuildingNPC1483	GuildBuildingNpc	旗帜大		8	76		0	0			0	0		npc\1701_qizhi_da									0	0	0			100																5000																																																															
GuildBuildingNPC1484	GuildBuildingNpc	旗帜中		8	76		0	0			0	0		npc\1701_qizhi_zhong									0	0	0			100																5000																																																															
GuildBuildingNPC1485	GuildBuildingNpc	旗帜小		8	76		0	0			0	0		npc\1701_qizhi_xiao									0	0	0			100																5000																																																															
GuildBuildingNPC1486	GuildFuncNpc	帮派护卫		8	90		2	2			1.25	5	hand1_1	npc\monster114		icon\monster\monster114.png				0	npc\guild_npc_with_fire.lua 		3	0	0			10				1								"25,26,156"																							42	40	1	1					60						600000							2000	30		2000						1621											1			
GuildBuildingNPC1487	GuildFuncNpc	帮派丫鬟		8	90		2	2			1.25	5	hand1_2	npc\worldnpc370		icon\funcnpc\worldnpc370.png				0	npc\guild_npc_with_fire.lua 		3	0	0			4				1								"25,26,156"																							42	40	1	1					60						600000							2000	30		2000						1621											1			
GuildBuildingNPC1488	GuildFuncNpc	帮派见习弟子		8	90		2	2			1.25	5	hand1_1	npc\worldnpc292		icon\funcnpc\worldnpc522.png				0	npc\guild_npc_with_fire.lua 		3	0	0			4				1								"25,26,156"																							42	40	1	1					60						600000							2000	30		2000						1621											1			
GuildBuildingNPC1489	GuildFuncNpc	帮派客卿		8	90		2	2			1.25	5	hand1_1	npc\worldnpc536		icon\funcnpc\worldnpc292.png				0	npc\guild_npc_with_fire.lua 		3	0	0			4				1								"25,26,156"																							42	40	1	1					60						600000							2000	30		2000						1621											1			
GuildBuildingNPC1490	GuildFuncNpc	帮派长老		8	90		2	2			1.25	5	hand1_1	npc\worldnpc564		icon\funcnpc\worldnpc564.png				0	npc\guild_npc_with_fire.lua 		3	0	0			4				1								"25,26,156"																							42	40	1	1					60						600000							2000	30		2000						1621											1			
GuildBuildingNPC1491	GuildFuncNpc	马		8	90		2	2			0	0	#N/A	npc\ride_horse_0404		icon\monster\monster550.png				0			3	0	0			4				1								"25,26,156"																																																																			
GuildBuildingNPC1492	GuildFuncNpc	马		8	90		2	2			0	0	#N/A	npc\ride_horse_0301		icon\monster\monster550.png				0			3	0	0			4				1								"25,26,156"																																																																			
GuildBuildingNPC1493	GuildFuncNpc	马		8	90		2	2			0	0	#N/A	npc\ride_horse_0302		icon\monster\monster550.png				0			3	0	0			4				1								"25,26,156"																																																																			
GuildBuildingNPC1494	GuildFuncNpc	马		8	90		2	2			0	0	#N/A	npc\ride_horse_0202		icon\monster\monster550.png				0			3	0	0			4				1								"25,26,156"																																																																			
																																																																																																											
																																																																																																											
GuildBuildingNPC1501	GuildBuildingNpc	练功台门牌		8	72		2	2			1.25	5		npc\worldnpc564		icon\funcnpc\worldnpc564.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	2	1				1003					
GuildBuildingNPC1502	GuildBuildingNpc	练功台建筑		8	76		0	0			0	0		npc\1701_liangongtai						0			0	0	0			100																5000																																																				1	2	0				1003					
GuildBuildingNPC1503	GuildBuildingNpc	聚义堂门牌		8	72		2	2			1.25	5		npc\worldnpc536		icon\funcnpc\worldnpc536.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				2	0	1				1003					
GuildBuildingNPC1504	GuildBuildingNpc	聚义堂建筑		8	76		0	0			0	0		npc\1701_juyitang						0			0	0	0			100																5000																																																				2	0	0				1003					
GuildBuildingNPC1505	GuildBuildingNpc	帮会议事厅门牌		8	72		2	2			1.25	5		npc\worldnpc312		icon\funcnpc\worldnpc312.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				3	0	1				1003					
GuildBuildingNPC1506	GuildBuildingNpc	帮会议事厅建筑		8	76		0	0			0	0		npc\1701_yishiting						0			0	0	0			100																5000																																																				3	0	0				1003					
GuildBuildingNPC1507	GuildBuildingNpc	机关房门牌		8	72		2	2			1.25	5		npc\fbfunnpc00121		icon\funcnpc\fbfunnpc00121.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				4	0	1				1003					
GuildBuildingNPC1508	GuildBuildingNpc	机关房建筑		8	76		0	0			0	0		npc\1701_jiguanfang						0			0	0	0			100																5000																																																				4	0	0				1003					
GuildBuildingNPC1509	GuildBuildingNpc	藏书远门牌		8	72		2	2			1.25	5		npc\worldnpc447		icon\funcnpc\worldnpc447.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	5	1				1003					
GuildBuildingNPC1510	GuildBuildingNpc	藏书远建筑		8	76		0	0			0	0		npc\1701_cangshuyuan						0			0	0	0			100																5000																																																				1	5	0				1003					
GuildBuildingNPC1511	GuildBuildingNpc	梅花桩门牌		8	72		2	2			1.25	5		npc\worldnpc050		icon\funcnpc\worldnpc050.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	4	1				1003					
GuildBuildingNPC1512	GuildBuildingNpc	梅花桩建筑		8	76		0	0			0	0		npc\1701_meihuazhuang						0			0	0	0			100																5000																																																				1	4	0				1003					
GuildBuildingNPC1513	GuildBuildingNpc	木人桩门牌		8	72		2	2			1.25	5		npc\worldnpc292		icon\funcnpc\worldnpc292.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	1	1				1003					
GuildBuildingNPC1514	GuildBuildingNpc	木人桩建筑		8	76		0	0			0	0		npc\1701_murenzhuang						0			0	0	0			100																5000																																																				1	1	0				1003					
GuildBuildingNPC1515	GuildBuildingNpc	静思室门牌		8	72		2	2			1.25	5		npc\fbboss00127		icon\funcnpc\fbboss00127.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	3	1				1003					
GuildBuildingNPC1516	GuildBuildingNpc	静思室建筑		8	76		0	0			0	0		npc\1701_jingsishi						0			0	0	0			100																5000																																																				1	3	0				1003					
GuildBuildingNPC1517	GuildBuildingNpc	正厅门牌		8	72		2	2			1.25	5		npc\worldnpc234		icon\funcnpc\worldnpc234.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				5	0	1				1003					
GuildBuildingNPC1518	GuildBuildingNpc	正厅建筑		8	76		0	0			0	0		npc\1701_zhengti						0			0	0	0			100																5000																																																				5	0	0				1003					
GuildBuildingNPC1519	GuildBuildingNpc	仓库门牌		8	72		2	2			1.25	5		npc\worldnpc214		icon\funcnpc\worldnpc214.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				6	0	1				1003					
GuildBuildingNPC1520	GuildBuildingNpc	仓库建筑		8	76		0	0			0	0		npc\1701_cangku						0			0	0	0			100																5000																																																				6	0	0				1003					
GuildBuildingNPC1521	GuildBuildingNpc	牌匾		8	76		0	0			0	0		npc\1701_paibian1						0			0	0	0			100																5000																																																				13	0	0				1003					
GuildBuildingNPC1522	GuildBuildingNpc	牌坊		8	76		0	0			0	0		npc\1701_paibian2						0			0	0	0			100																5000																																																				7	0	0				1003					
GuildBuildingNPC1523	GuildBuildingNpc	聚宝房		8	76		0	0			0	0		npc\1701_jubaoafang						0			0	0	0			100																5000																																																				9	0	0				1003					
GuildBuildingNPC1524	GuildBuildingNpc	大门		8	76		0	0			0	0		npc\1701_damen						0			0	0	0			100																5000																																																				8	0	0				1003					
GuildBuildingNPC1525	GuildBuildingNpc	大门门牌		8	72		2	2			1.25	5		npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				8	0	1				1003					
GuildBuildingNPC1526	GuildBuildingNpc	聚宝房门牌		8	72		2	2			1.25	5		npc\worldnpc451		icon\funcnpc\worldnpc451.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				9	0	1				1003					
GuildBuildingNPC1527	GuildBuildingNpc	藏书院2门牌		8	72		2	2			1.25	5		npc\worldnpc447		icon\funcnpc\worldnpc447.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	8	1				1003					
GuildBuildingNPC1528	GuildBuildingNpc	藏书院2建筑		8	76		0	0			0	0		npc\1701_cangshuyuan2									0	0	0			100																5000																																																				1	8	0				1003					
GuildBuildingNPC1529	GuildBuildingNpc	金库门牌		8	72		2	2			1.25	5		npc\funcnpc001		icon\funcnpc\funcnpc001.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				11	0	1				1003					
GuildBuildingNPC1530	GuildBuildingNpc	金库建筑		8	76		0	0			0	0		npc\1701_jinku									0	0	0			100																5000																																																				11	0	0				1003					
GuildBuildingNPC1531	GuildBuildingNpc	演武堂门牌		8	72		2	2			1.25	5		npc\funcnpc010		icon\funcnpc\funcnpc010.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				10	0	1				1003					
GuildBuildingNPC1532	GuildBuildingNpc	演武堂建筑		8	76		0	0			0	0		npc\1701_yanwutang									0	0	0			100																5000																																																				10	0	0				1003					
GuildBuildingNPC1533	GuildBuildingNpc	旗帜大		8	76		0	0			0	0		npc\1701_qizhi_da									0	0	0			100																5000																																																															
GuildBuildingNPC1534	GuildBuildingNpc	旗帜中		8	76		0	0			0	0		npc\1701_qizhi_zhong									0	0	0			100																5000																																																															
GuildBuildingNPC1535	GuildBuildingNpc	旗帜小		8	76		0	0			0	0		npc\1701_qizhi_xiao									0	0	0			100																5000																																																															
GuildBuildingNPC1536	GuildFuncNpc	帮派护卫		8	91		2	2			1.25	5	hand1_1	npc\monster114		icon\monster\monster114.png				0	npc\guild_npc_with_fire.lua 		3	0	0			10				1								"25,26,156"																							42	40	1	1					60						600000							2000	30		2000						1621											1			
GuildBuildingNPC1537	GuildFuncNpc	帮派丫鬟		8	91		2	2			1.25	5	hand1_2	npc\worldnpc370		icon\funcnpc\worldnpc370.png				0	npc\guild_npc_with_fire.lua 		3	0	0			4				1								"25,26,156"																							42	40	1	1					60						600000							2000	30		2000						1621											1			
GuildBuildingNPC1538	GuildFuncNpc	帮派见习弟子		8	91		2	2			1.25	5	hand1_1	npc\worldnpc292		icon\funcnpc\worldnpc522.png				0	npc\guild_npc_with_fire.lua 		3	0	0			4				1								"25,26,156"																							42	40	1	1					60						600000							2000	30		2000						1621											1			
GuildBuildingNPC1539	GuildFuncNpc	帮派客卿		8	91		2	2			1.25	5	hand1_1	npc\worldnpc536		icon\funcnpc\worldnpc292.png				0	npc\guild_npc_with_fire.lua 		3	0	0			4				1								"25,26,156"																							42	40	1	1					60						600000							2000	30		2000						1621											1			
GuildBuildingNPC1540	GuildFuncNpc	帮派长老		8	91		2	2			1.25	5	hand1_1	npc\worldnpc564		icon\funcnpc\worldnpc564.png				0	npc\guild_npc_with_fire.lua 		3	0	0			4				1								"25,26,156"																							42	40	1	1					60						600000							2000	30		2000						1621											1			
GuildBuildingNPC1541	GuildFuncNpc	马		8	91		2	2			0	0	#N/A	npc\ride_horse_0404		icon\monster\monster550.png				0			3	0	0			4				1								"25,26,156"																																																																			
GuildBuildingNPC1542	GuildFuncNpc	马		8	91		2	2			0	0	#N/A	npc\ride_horse_0301		icon\monster\monster550.png				0			3	0	0			4				1								"25,26,156"																																																																			
