NPC编号	对象类型	ini注释名称	NPC乞讨信息	AI编辑包	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器名称	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	锁定位移攻击	禁播受击动作	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	修理时间	修理动作	修理范围	普通攻击	技能表	无拾取物消失时间	AI编辑包	NPC交互停留时间	直接触发	脱战回血	镖车寻路	世界触发器相关	存在时间	捐献类型	使用轻功	天气包	缩放尺寸	跟随距离	跟随位置	是否镖道扬威镖车	镖车能否修复	镖车能否控制	移动状态	优先显示	不进入战斗
RN_emei03	CommonNpc	峨眉红名追捕NPC3			8	1	2				3	6	s_r_npcitem313	sword1_2	npc\worldnpc381								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk03_2		10																			
RN_emei04	CommonNpc	峨眉红名追捕NPC4			8	1	2				3	6	s_r_npcitem087	sword1_2	npc\worldnpc379								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk03_3		10																			
RN_gaibang01	CommonNpc	丐帮红名追捕NPC1			8	1	2				3	6		hand1_1	npc\worldnpc081								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_1		10																			
RN_gaibang02	CommonNpc	丐帮红名追捕NPC1			8	1	2				3	6		hand1_1	npc\worldnpc081								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_1		10																			
RN_gaibang03	CommonNpc	丐帮红名追捕NPC1			8	1	2				3	6		hand1_1	npc\worldnpc292								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_2		10																			
RN_gaibang04	CommonNpc	丐帮红名追捕NPC1			8	1	2				3	6		hand1_1	npc\worldnpc563								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3		10																			
RN_tangmen01	CommonNpc	唐门红名追捕NPC1			8	1	2				3	6	lsp_r_npcitem356	lspear1_1	npc\worldnpc247								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_1		10																			
RN_tangmen02	CommonNpc	唐门红名追捕NPC2			8	1	2				3	6	lsp_r_npcitem356	lspear1_1	npc\worldnpc247								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_1		10																			
RN_tangmen03	CommonNpc	唐门红名追捕NPC3			8	1	2				3	6	lsp_r_npcitem207	lspear1_1	npc\monster378								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_2		10																			
RN_tangmen04	CommonNpc	唐门红名追捕NPC4			8	1	2				3	6	lsp_r_npcitem215	lspear1_1	npc\monster166								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_junzitang01	CommonNpc	君子红名追捕NPC1			8	1	2				3	6	s_r_npcitem223	sword1_1	npc\worldnpc191								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_1		10																			
RN_junzitang02	CommonNpc	君子红名追捕NPC1			8	1	2				3	6	s_r_npcitem223	sword1_1	npc\worldnpc191								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_1		10																			
RN_junzitang03	CommonNpc	君子红名追捕NPC1			8	1	2				3	6	s_r_npcitem026	sword1_1	npc\worldnpc253								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_2		10																			
RN_junzitang04	CommonNpc	君子红名追捕NPC1			8	1	2				3	6	s_r_npcitem391	sword1_1	npc\monster297								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_3		10																			
RN_jinyiwei01	CommonNpc	锦衣卫红名追捕NPC1			8	1	2				3	6	lsp_r_npcitem207	lspear1_1	npc\worldnpc205								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_1		10																			
RN_jinyiwei02	CommonNpc	锦衣卫红名追捕NPC2			8	1	2				3	6	lsp_r_npcitem207	lspear1_1	npc\worldnpc205								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_1		10																			
RN_jinyiwei03	CommonNpc	锦衣卫红名追捕NPC3			8	1	2				3	6	b_r_npcitem326	blade1_1	npc\monster121								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk01_2		10																			
RN_jinyiwei04	CommonNpc	锦衣卫红名追捕NPC4			8	1	2				3	6	b_r_npcitem389	blade1_1	npc\monster382								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk01_3		10																			
RN_jilegu01	CommonNpc	极乐红名追捕NPC1			8	1	2				3	6	s_r_npcitem324	sword1_1	npc\worldnpc391								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_1		10																			
RN_jilegu02	CommonNpc	极乐红名追捕NPC2			8	1	2				3	6	s_r_npcitem324	sword1_1	npc\worldnpc391								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_1		10																			
RN_jilegu03	CommonNpc	极乐红名追捕NPC3			8	1	2				3	6	s_r_npcitem330	sword1_1	npc\worldnpc390								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_2		10																			
RN_jilegu04	CommonNpc	极乐红名追捕NPC4			8	1	2				3	6	s_r_npcitem026	sword1_1	npc\worldnpc393								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_3		10																			
																																																																																																																																			
AttackNpcRN011	CommonNpc	新手村红名追捕NPC1			8	1	2				3	6	b_r_npcitem348	blade1_1	npc\monster555								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	60	1							999						rn_atk01_1		10																			
AttackNpcRN012	CommonNpc	新手村红名追捕NPC2			8	1	2				3	6	b_r_npcitem348	blade1_1	npc\monster555								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	60	1							999						rn_atk01_1		10																			
AttackNpcRN013	CommonNpc	新手村红名追捕NPC3			8	1	2				3	6	b_r_npcitem348	blade1_1	npc\monster555								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	60	1							999						rn_atk01_2		10																			
AttackNpcRN014	CommonNpc	新手村红名追捕NPC4			8	1	2				3	6	b_r_npcitem320	blade1_1	npc\monster556								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	60	1							999						rn_atk01_3		10																			
AttackNpcRN021	CommonNpc	城市红名追捕NPC1			8	1	2				3	6	lsp_r_npcitem207	lspear1_1	npc\monster105								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	60	1							999						rn_atk05_1		10																			
AttackNpcRN022	CommonNpc	城市红名追捕NPC2			8	1	2				3	6	lsp_r_npcitem207	lspear1_1	npc\monster105								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	60	1							999						rn_atk05_1		10																			
AttackNpcRN023	CommonNpc	城市红名追捕NPC3			8	1	2				3	6	lsp_r_npcitem356	lspear1_1	npc\monster069								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	60	1							999						rn_atk05_2		10																			
