NPC编号	ini注释名称	对象类型	Npc类型	级别	实力包编号	修为经验	怪物强度	掉落	走路速度	跑步速度	武器持握方式	是否转身	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	连招表	AI类型	主动被动	响应范围	锁定位移攻击	禁播受击动作	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	刷新时间	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	势力归属	势力关系表	剥皮范围	剥皮动作	读条时间	技能编号	技能等级	最大剥皮次数	剩余剥皮次数	是否在剥皮中	生活工具限制包ID	消耗体力	消耗工具耐久	排行榜积分	显示掉落	生活掉落包ID	生活心得	敌人NPC编号表	队友编号	不能被杀死	攻击防御比重	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	AI编辑包	直接触发	使用轻功	格挡模式	破防几率	破防技能	动作集	生存时间	进入战斗对话	超过距离就脱战	脱战回血	无视玩家	仇恨
monf083502	赤雕魔王	AttackNpc	14	58	45		1	NormalMon05801	1.25	4	hand1_1		npc\monster246		0.72	icon\monster\monster246.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			977												
monf083600	嗜血豺狼	AttackNpc	7	59	45		1	AnimalMon00108	1.2	5	hand_0		npc\petm_c_1502		1.5							1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30						-1									
monf083601	荒漠土狗	AttackNpc	7	59	45		1	AnimalMon00117	1.2	5	hand_0		npc\petm_c_1504		1.5							1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30						-1									
monf083700	藏经洞守卫	AttackNpc	14	60	45		1	NormalMon06001	1.25	4	hand1_1		npc\monster310		0.980152	icon\monster\monster310.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			969												
monf083701	夺经妖道	AttackNpc	14	60	45		1	NormalMon06001	1.25	4	hand1_1		npc\monster114		0.930587	icon\monster\monster114.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			971												
montg32001	天罗卫兵	AttackNpc	8	53	110		1	NormalMon06306	1.25	4	hand1_1		npc\monster189		0.938074	icon\monster\monster189.png				"mon_tg32_01,1,15;mon_tg32_02,1,15"		1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30				1		2									
montg32002	天罗甲卫	AttackNpc	8	53	111		1	NormalMon06306	1.25	4	hand1_1		npc\worldnpc217		0.913145	icon\funcnpc\worldnpc217.png				"mon_tg32_01,1,15;mon_tg32_02,1,15"		1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30				1		2									
montg32003	天罗武士	AttackNpc	8	53	114		1	NormalMon06306	1.25	4	hand1_1		npc\monster310		0.980152	icon\monster\monster310.png				"mon_tg32_01,1,15;mon_tg32_02,1,15"		1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30				1		2									
montg32004	天罗护法	AttackNpc	8	53	111		1	NormalMon06306	1.25	4	hand1_1		npc\monster155		0.795	icon\monster\monster155.png				"mon_tg32_01,1,15;mon_tg32_02,1,15"		1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30				1		2									
montg32005	天罗死士	AttackNpc	8	53	111		1	NormalMon06306	1.25	4	hand1_1		npc\monster074		0.905	icon\monster\monster074.png				"mon_tg32_01,1,15;mon_tg32_02,1,15"		1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30				1		2									
montg32006	天罗妖僧	AttackNpc	8	53	112		1	NormalMon06306	1.25	4	hand1_1		npc\monster052		0.905824	icon\monster\monster052.png				"mon_tg32_01,1,15;mon_tg32_02,1,15"		1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30				1		2									
montg32007	天罗教狂徒	AttackNpc	8	53	114		1	NormalMon06306	1.25	4	hand1_1		npc\monster447_1		0.97	icon\monster\monster447.png				"mon_tg32_01,1,15;mon_tg32_02,1,15"		1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30				1		2									
	"//4,大沙漠"																																																																																												
monf084100	苦行番僧	AttackNpc	14	57	45		1	NormalMon05703	1.25	4	hand1_1		npc\monster111		0.88	icon\monster\monster111.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			955												
monf084101	黑纱妖女	AttackNpc	14	57	45		1	NormalMon05703	1.3	4.8	hand1_2		npc\monster058		0.857726	icon\monster\monster058.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			948												
monf084102	刀疤杀手	AttackNpc	14	57	45		1	NormalMon05703	1.25	4	hand1_1		npc\monster115		0.915409	icon\monster\monster115.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			948												
monf084103	冷血独行侠	AttackNpc	14	57	45		1	NormalMon05703	1.25	4	hand1_1		npc\monster239		0.96	icon\monster\monster239.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			950												
monf084104	寻水江湖人	AttackNpc	14	57	45		1	NormalMon05703	1.25	4	hand1_1		npc\monster036		1.030654	icon\monster\monster036.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			951												
monf084200	凶残马贼	AttackNpc	14	58	45		1	NormalMon05806	1.25	4	hand1_1		npc\monster313		0.905	icon\monster\monster313.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			954												
monf084201	落草官兵	AttackNpc	14	58	45		1	NormalMon05806	1.25	4	hand1_1		npc\monster105		0.99	icon\monster\monster105.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			954												
monf084202	马贼头目	AttackNpc	14	58	45		1	NormalMon05806	1.25	4	hand1_1		npc\monster312		0.86698	icon\monster\monster312.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			954												
monf084300	剿匪边关守军	AttackNpc	14	59	45		1	NormalMon05903	1.25	4	hand1_1		npc\worldnpc217		0.913145	icon\funcnpc\worldnpc217.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			951												
monf084301	剿匪长枪兵	AttackNpc	14	59	45		1	NormalMon05903	1.25	4	hand1_1		npc\monster482		0.99	icon\monster\monster482.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			949												
monf084400	异域恶僧	AttackNpc	14	60	45		1	NormalMon06004	1.55	3.7	hand1_1		npc\monster472		0.925	icon\monster\monster472.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			952												
monf084401	大漠头陀	AttackNpc	14	60	45		1	NormalMon06004	1.25	4	hand1_1		npc\monster509		0.94	icon\monster\monster509.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			948												
monf084402	塞北游民	AttackNpc	14	60	45		1	NormalMon06004	1.25	4	hand1_1		npc\monster036		1.030654	icon\monster\monster036.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			950												
monf084403	沙漠猎手	AttackNpc	14	60	45		1	NormalMon06004	1.25	4	hand1_1		npc\monster445		0.975	icon\monster\monster445.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			956												
monf084500	守关卫兵	AttackNpc	14	61	46		1	NormalMon06101	1.25	4	hand1_1		npc\monster482		0.925	icon\monster\monster458.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			953												
monf084501	修城工	AttackNpc	14	61	46		1	NormalMon06101	1.25	4	hand1_1		npc\worldnpc128		0.935	icon\monster\monster459.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			953												
monf084600	凶残贼兵	AttackNpc	14	62	46		1	NormalMon06202	1.25	4	hand1_1		npc\monster190		0.925	icon\monster\monster190.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			953												
monf084601	关外逃兵	AttackNpc	14	62	46		1	NormalMon06202	1.25	4	hand1_1		npc\monster313		0.905	icon\monster\monster313.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30			953												
monf084700	剧毒沙蛇	AttackNpc	7	63	46		1	AnimalMon00112	1	3	hand_0		npc\monster117		0.989951	icon\monster\monster117.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30						-1									
monf084701	剧毒黄纹蛛	AttackNpc	7	63	46		1	AnimalMon00103	0.4	4	hand_0		npc\monster006		0.143695	icon\monster\monster006.png						1					2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30						-1									
																																																																																													
																																																																																													
	"//f09,塞北草原Z内蒙古"																																																																																												
	"//0,西宁镇"																																																																																												
monf090100	巡山恶贼	AttackNpc	1	29	39		1	NormalMon02901	0.6	3.7	hand1_1		npc\monster051		1.035	icon\monster\monster051.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090101	懒惰山贼	AttackNpc	1	29	39		1	NormalMon02901	1.25	4	hand1_1		npc\monster440		0.91	icon\monster\monster440.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090200	守寨山贼	AttackNpc	1	30	39		1	NormalMon03001	1.25	4	hand1_1		npc\monster458		0.925	icon\monster\monster458.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090201	弯刀恶霸	AttackNpc	1	30	39		1	NormalMon03001	1.25	4	hand1_1		npc\monster239		0.96	icon\monster\monster239.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090202	叛逆马贼	AttackNpc	1	30	39		1	NormalMon03001	1.25	4	hand1_1		npc\monster312		0.86698	icon\monster\monster312.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090203	山贼大王	AttackNpc	1	30	39		1	NormalMon03001	1.25	4	hand1_1		npc\monster190		0.925	icon\monster\monster190.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090204	梨花飞刀手	AttackNpc	1	30	39		1	NormalMon03001	1.3	4.8	hand1_2		npc\monster151		0.87	icon\monster\monster151.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090300	偷牧小贼	AttackNpc	1	31	40		1	NormalMon03101	1.25	4	hand1_1		npc\monster115		0.915409	icon\monster\monster115.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090301	铁蹄头目	AttackNpc	1	31	40		1	NormalMon03101	1.25	4	hand1_1		npc\monster190		0.925	icon\monster\monster190.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090302	行商苦力	AttackNpc	1	31	40		1	NormalMon03101	1.25	4	hand1_1		npc\monster313		0.905	icon\monster\monster313.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090303	岔道恶狼	AttackNpc	7	31	40		1	AnimalMon00108	1.2	5	hand_0		npc\petm_c_1500		1.5							1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monf090400	灰袍大力士	AttackNpc	1	32	40		1	NormalMon03201	1.25	4	hand1_1		npc\monster313		0.905	icon\monster\monster313.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090401	汉族奸商	AttackNpc	1	32	40		1	NormalMon03201	1.25	4	hand1_1		npc\monster311		0.849352	icon\monster\monster311.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090402	黑市打手	AttackNpc	1	32	40		1	NormalMon03201	1.25	4	hand1_1		npc\worldnpc190		0.919566	icon\funcnpc\worldnpc190.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090500	江湖仇家	AttackNpc	1	33	40		1	NormalMon03301	1.25	4	hand1_1		npc\monster103		0.901124	icon\monster\monster103.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090501	谷地神偷	AttackNpc	1	33	40		1	NormalMon03301	1.25	4	hand1_1		npc\worldnpc551		0.895	icon\funcnpc\worldnpc551.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090502	百影手	AttackNpc	1	33	40		1	NormalMon03301	1.25	4	hand1_1		npc\monster265		0.961669	icon\monster\monster265.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090600	连坊弟子	AttackNpc	1	34	40		1	NormalMon03401	1.25	4	hand1_1		npc\worldnpc363		0.905816	icon\funcnpc\worldnpc363.png						1	1				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090601	商会死士	AttackNpc	1	34	40		1	NormalMon03403	1.25	4	hand1_1		npc\worldnpc077		0.919118	icon\funcnpc\worldnpc077.png						1	1				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090602	商会杀手	AttackNpc	1	34	40		1	NormalMon03403	1.3	4.8	hand1_2		npc\monster169		0.875	icon\monster\monster169.png						1	1				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090603	商会巧匠	AttackNpc	1	34	40		1	NormalMon03403	1.25	4	hand1_1		npc\worldnpc403		0.910314	icon\funcnpc\worldnpc403.png						1	1				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090700	商会护卫	AttackNpc	1	35	40		1	NormalMon03503	1.25	4	hand1_1		npc\worldnpc495		0.935	icon\funcnpc\worldnpc495.png						1	1				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090701	连坊急先锋	AttackNpc	1	35	40		1	NormalMon03501	1.25	4	hand1_1		npc\worldnpc561		0.925	icon\funcnpc\worldnpc561.png						1	1				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090702	商会精锐弟子	AttackNpc	1	35	40		1	NormalMon03503	1.25	4	hand1_1		npc\worldnpc077		0.919118	icon\funcnpc\worldnpc077.png						1	1				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090703	内院守卫头领	AttackNpc	1	35	40		1	NormalMon03501	1.25	4	hand1_1		npc\worldnpc239		0.90942	icon\funcnpc\worldnpc239.png						1	1				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090704	精英守卫	AttackNpc	1	35	40		1	NormalMon03501	1.25	4	hand1_1		npc\monster445		0.975	icon\monster\monster445.png						1	1				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090705	内院守卫	AttackNpc	1	35	40		1	NormalMon03501	1.25	4	hand1_1		npc\monster518		0.905	icon\monster\monster518.png						1	1				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monf090706	商会护院	AttackNpc	1	35	40		1	NormalMon03501	1.3	4.8	hand1_2		npc\monster184		0.87	icon\monster\monster184.png						1	1				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
	"//1,九曲牧场"																																																																																												
monf091100	裂角蒙牛	AttackNpc	7	37	41		1	AnimalMon00123	1	4	hand_0		npc\monster551		1.4505	icon\monster\monster551.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monf091101	蛮坡恶人	AttackNpc	1	37	41		1	NormalMon03701	1.25	4	hand1_1		npc\monster103		0.901124	icon\monster\monster103.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
