NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	ÊÇ·ñÄÜ½ÓïÚ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý01	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÉúÆ½	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	·ÀÓù¸ÅÂÊ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	È¨ÖØ	³õÊ¼¶¯×÷¹Ì¶¨Ö¡²¥·Å	Åö×²¶Ô»°¹æÔò	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ËùÊô°ï»áµØ¿é±àºÅ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	Ö±½Ó´¥·¢	´æÔÚÊ±¼ä	µØÎ»ÆÀ·Ö	ÊÀ½çÊÂ¼þÏà¹Ø	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	ÊÇ·ñ¿É½á»é	ÍË³ö·¢Éù¶Ô»°	ÌìÆø°ü	NPCÓÅÏÈÏÔÊ¾	Ê¹ÓÃÇá¹¦	Ê±¼äÖá	Ëõ·Å	²»ÄÜÒÆ¶¯	²»ÄÜ·´»÷
WorldNpc08735	CommonNpc	ÆÕÍ¨Ê¿±ø		8	94	2	2		1.25	6	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0				3	0	0			20							8	4	2	talkrule080402							296;297;298;299;300					98	100		4									rn_b_hand_01		0				0	0	0			1200	120		1200						999		0	10																								1			3												
WorldNpc08736	CommonNpc	ÆÕÍ¨Ê¿±ø		8	94	2	2		1.25	6	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0				3	0	0			20							8	4	2	talkrule080402							296;297;298;299;300					98	100		4									rn_b_hand_01		0				0	0	0			1200	120		1200						999		0	10																								1			3												
WorldNpc08737	CommonNpc	ÆÕÍ¨Ê¿±ø		8	94	2	2		1.25	6	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0				3	0	0			20							8	4	2	talkrule080402							296;297;298;299;300					98	100		4									rn_b_hand_01		0				0	0	0			1200	120		1200						999		0	10																								1			3												
WorldNpc08749	CommonNpc	Ð»ÈýÁú		8	94	2	2		1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0				3	0	0			20							8	4	2	talkrule080402			1				296;297;298;299;300					1	20		1											1				0	0	0			1200	120		1200						1		0	10																								1			3												
																								3	0	0			20																																																									10																																							
WorldNpc08738	CommonNpc	Àî³¯Ó¢		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc226			icon\funcnpc\worldnpc226.png					0				3	0	0			20				1			7	7	8	talkrule070708							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									26521;	26520;														1			5												
WorldNpc08739	CommonNpc	ËïÆÅÆÅ		8	94	2	2		1.3	4.8	hand1_2	npc\monster099			icon\monster\monster099.png					0				3	0	0			20				1			7	2	2	talkrule070202							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									26518;26519;	26517;26518;														1			2												
WorldNpc08740	CommonNpc	Áú¶ù		8	94	2	2		0.7	1.2	hand_0	npc\worldnpc122			icon\funcnpc\worldnpc122.png					0				3	0	0			20				1			7	2	8	talkrule070208							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc08741	CommonNpc	ÍõÇåÃ÷		8	94	2	2		1.25	4	hand1_1	npc\worldnpc202			icon\funcnpc\worldnpc202.png					0				3	0	0			20				1			6	2	3	talkrule060203							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			4												
																								3	0	0			20																																																									10																																							
WorldNpc08742	CommonNpc	ÖÜÍñÇé		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc242			icon\funcnpc\worldnpc242.png					0				3	0	0			20				1			7	2	6	talkrule070206							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08743	CommonNpc	ËÎÎ±¹â		8	94	2	2		1.25	4	hand1_1	npc\worldnpc224			icon\funcnpc\worldnpc224.png					0				3	0	0			20				1			1	7	5	talkrule010705							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			4												
																								3	0	0			20																																																									10																																							
WorldNpc08744	CommonNpc	»îÉÁÆÅ		8	94	2	2		1.3	4.8	hand1_2	npc\monster099			icon\monster\monster099.png					0				3	0	0			20				1			7	2	2	talkrule070202							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									81186;	81185;														1			2												
WorldNpc08745	CommonNpc	Î¤»ª		8	94	2	2		1.25	4	hand1_1	npc\worldnpc205			icon\funcnpc\worldnpc205.png					0				3	0	0			20				1			6	1	2	talkrule060102							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			5												
WorldNpc08746	CommonNpc	¼ÖÉ½		8	94	2	2		1.25	4	hand1_1	npc\worldnpc205			icon\funcnpc\worldnpc205.png					0				3	0	0			20				1			6	1	2	talkrule060102							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			5												
WorldNpc08747	CommonNpc	ºÂÓÑ²Ä		8	94	2	2		1.25	4	hand1_1	npc\worldnpc194			icon\funcnpc\worldnpc194.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc08748	CommonNpc	¶­Éý		8	94	2	2		1.25	4	hand1_1	npc\worldnpc135			icon\funcnpc\worldnpc135.png					0				3	0	0			20				1			7	5	3	talkrule070503							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc08750	CommonNpc	¶«·½ÕÑ		8	94	2	2		1.25	4	hand1_1	npc\worldnpc101			icon\funcnpc\worldnpc101.png					0				3	0	0			20				1			2	1	1	talkrule020101							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc08751	CommonNpc	ËÕÔªÇä		8	94	2	2		1.25	4	hand1_1	npc\worldnpc138			icon\funcnpc\worldnpc138.png					0				3	0	0			20				1			7	2	5	talkrule070205							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									48383;48384;48385;	48382;48383;48384;														1			2												
WorldNpc08752	CommonNpc	ºÎ¸£		8	94	2	2		1.25	4	hand1_1	npc\worldnpc180			icon\funcnpc\worldnpc180.png					0				3	0	0			20				1			7	2	11	talkrule070211							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08753	CommonNpc	¹Ë´óÄï		8	94	2	2		1	4.8	hand1_2	npc\worldnpc196			icon\funcnpc\worldnpc196.png					0				3	0	0			20				1			7	2	2	talkrule070202							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									81187;81183;81184;81185;34106;	81182;81183;81184;81186;34105;														1			2												
WorldNpc08754	CommonNpc	ºÃÉ«¹í		8	94	2	2		1.25	4	hand1_1	npc\worldnpc552			icon\funcnpc\worldnpc552.png					0				3	0	0			20				1			5	3	52	tg050352			1				296;297;298;299;300					1	12		1											1						1			2000	15		2000						1		0	10									34107;	34106;														1			6												
WorldNpc08755	CommonNpc	×¿Ê¦Ê¦		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc185			icon\funcnpc\worldnpc185.png					0				3	0	0			20				1			5	3	53	tg050353							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									34108;	34107;														1			6												
WorldNpc08756	CommonNpc	ºúÓÀêÝ		8	94	2	2		1.25	4	hand1_1	npc\worldnpc270			icon\funcnpc\worldnpc270.png					0				3	0	0			20				1			5	3	52	tg050352							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									34109;34110;	34108;34109;														1			6												
WorldNpc08757	CommonNpc	¶öËÀ¹í		8	94	2	2		1.25	4	hand1_1	npc\monster122			icon\monster\monster122.png					0				3	0	0			20				1			5	3	53	tg050353			1				296;297;298;299;300					1	12		1											1						1			2000	15		2000						1		0	10									34111;34112;34113;	34110;34111;34112;														1			6												
WorldNpc08758	CommonNpc	À¼Çà¶ù		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc006			icon\funcnpc\worldnpc006.png					0				3	0	0			20				1			3	3	2	talkrule030302							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									34114;34115;34116;34117;34118;34119;34125;34126;34130;	34113;34114;34115;34116;34117;34118;34124;34125;34129;														1			3												
WorldNpc08759	CommonNpc	×¿Ê¦Ê¦2		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc185			icon\funcnpc\worldnpc185.png					0				3	0	0			20				1			7	2	16	talkrule070216			1				296;297;298;299;300					1	12		1											1						1			2000	15		2000						1		0	10									34120;	34119;														1			3												
WorldNpc08760	CommonNpc	×¿ÌìÅô		8	94	2	2		1.25	4	hand1_1	npc\worldnpc178			icon\funcnpc\worldnpc178.png					0				3	0	0			20				1			7	2	16	talkrule070216							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									81181;81188;81182;81189;81190;34121;34122;34123;34124;	81181;81187;81188;81189;81190;34120;34121;34122;34123;														1			3												
WorldNpc08761	CommonNpc	½ðÖéÄá		8	94	2	2		1.3	4.8	hand1_2	npc\monster156			icon\monster\monster156.png					0				3	0	0			20				1			5	21	59	tg052159			1				296;297;298;299;300					1	14		1											1						1			2000	15		2000						1		0	10									34127;34128;	34126;34127;														1			5												
WorldNpc08762	CommonNpc	×ÏÑÌ		8	94	2	2		1.3	4.8	hand1_2	npc\monster408			icon\monster\monster408.png					0				3	0	0			20				1			3	3	1	talkrule030301							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									34129;34131;34193;34194;26485;26486;	34128;34130;34131;34193;26484;26485;														1			0												
WorldNpc08763	CommonNpc	ÄÞÉÑ¹¬µÜ×Ó		8	94	2	2		1.4	3.2	hand_0	npc\monster150			icon\monster\monster150.png					0				3	0	0			20				1			3	3	2	talkrule030302							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc08764	CommonNpc	»Æºñ		8	94	2	2		1.25	4	hand1_1	npc\worldnpc162			icon\funcnpc\worldnpc162.png					0				3	0	0			20				1			7	2	11	talkrule070211							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									30218;30220;	30217;30219;														1			2												
WorldNpc08765	CommonNpc	ÕÔÂé×Ó		8	94	2	2		1.25	4	hand1_1	npc\monster312			icon\monster\monster312.png					0	npc\npc_qiecuo_change.lua			3	0	0			20				1			7	7	5	talkrule070705			1				296;297;298;299;300					1	20		1											1						1			2000	15		2000						1		0	10									30219;	30218;														1			3												
WorldNpc08766	CommonNpc	ÕÅ³Ø		8	94	2	2		1.25	4	hand1_1	npc\monster252			icon\monster\monster252.png					0				3	0	0			20				1			7	2	5	talkrule070205			1				296;297;298;299;300					1	34		1											0						1			0	0		0						1		0	10									34483;34484;34418;34419;34420;34426;34427;	34483;34418;34419;34425;34426;34427;														1			2												
WorldNpc08767	CommonNpc	³ÂÐ§		8	94	2	2		1.25	4	hand1_1	npc\monster383			icon\monster\monster383.png					0				3	0	0			20				1			1	1	3	talkrule010103							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									34622;	34621;														4			3												
WorldNpc08768	CommonNpc	µÔØ¹		8	94	2	2		1.3	4.8	hand1_2	npc\monster179			icon\monster\monster179.png					0				3	0	0			20				1			1	1	3	talkrule010103							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									34623;	34622;														4			3												
WorldNpc08769	CommonNpc	ÍõåÐ		8	94	2	2		1.25	4	hand1_1	npc\worldnpc792			icon\monster\monster290.png					0				3	0	0			20				1			1	1	58	tg010158			1				296;297;298;299;300					4	37		1											1						1			2000	15		2000						1		0	10									34624;34625;34626;34627;	34623;34624;34625;34626;														4			6												
WorldNpc08770	CommonNpc	Âæ°²Ðñ		8	94	2	2		1.25	4	hand1_1	npc\worldnpc292			icon\funcnpc\worldnpc292.png					0				3	0	0			20				1			1	2	3	talkrule010203							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10									34629;	34628;														1			2												
WorldNpc08771	CommonNpc	ÕÔ¾Å		8	94	2	2		1.25	4	hand1_1	npc\monster383			icon\monster\monster383.png					0				3	0	0			20				1			1	1	2	talkrule010102							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc08772	CommonNpc	½¯ÇåÈª		8	94	2	2		1.25	4	hand1_1	npc\monster290			icon\monster\monster290.png					0				3	0	0			20				1			1	1	2	talkrule010102							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc08773	CommonNpc	ÍõÊ¾		8	94	2	2		1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20				1			7	5	1	talkrule070501							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc08774	CommonNpc	¶¼¶½¸®ÊØÎÀ		8	94	2	2		1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0				3	0	0			20				1			8	4	2	talkrule080402							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc08775	CommonNpc	Óá³Û		8	94	2	2		1.25	4	hand1_1	npc\monster132			icon\monster\monster132.png					0	npc\npc_fire.lua			3	0	0			20				1			7	2	3	talkrule070203							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08776	CommonNpc	Ü÷ÔÃ		8	94	2	2		0.3	3.8	hand1_1	npc\worldnpc401			icon\funcnpc\worldnpc401.png					0				3	0	0			20				1			7	1	4	talkrule070104							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3												
																																																																																						10																																							
																																																																																						10																																							
																								3	0	0			20																																																									10																																							
WorldNpc08801	CommonNpc	ÁÖÇåÆ½		8	94	2	2		1.25	4	hand1_1	npc\worldnpc236			icon\funcnpc\worldnpc236.png					0				3	0	0			20				1			7	6	2	talkrule070602							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			5												
WorldNpc08802	CommonNpc	²ñÉ­		8	94	2	2		1.25	3.8	hand1_1	npc\worldnpc133			icon\funcnpc\worldnpc133.png					0				3	0	0			20				1			7	1	4	talkrule070104							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc08803	CommonNpc	²ñÁÖ		8	94	2	2		1.25	3.8	hand1_1	npc\worldnpc133			icon\funcnpc\worldnpc133.png					0				3	0	0			20				1			7	1	4	talkrule070104							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc08804	CommonNpc	¹íÍ¯×Ó		8	94	2	2		1.25	4	hand1_1	npc\monster102			icon\monster\monster102.png					0				3	0	0			20				1			6	2	3	talkrule060203							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc08805	CommonNpc	ÖìÅ£Æ¤		8	94	2	2		1.25	4	hand1_1	npc\worldnpc164			icon\funcnpc\worldnpc164.png					0				3	0	0			20				1			7	1	6	talkrule070106							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc08806	CommonNpc	°×Ò×¹«		8	94	2	2		1.25	4	hand1_1	npc\worldnpc126			icon\funcnpc\worldnpc126.png					0				3	0	0			20				1			7	2	1	talkrule070201							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08807	CommonNpc	ÑîÐåÄï		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc129			icon\funcnpc\worldnpc129.png					0				3	0	0			20				1			7	2	4	talkrule070204							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08808	CommonNpc	°¢ÀÉ		8	94	2	2		1.25	4	hand1_1	npc\worldnpc409			icon\funcnpc\worldnpc409.png					0				3	0	0			20				1			7	2	5	talkrule070205							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08809	CommonNpc	·¶ÕäÇÙ		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc131			icon\funcnpc\worldnpc131.png					0				3	0	0			20				1			7	2	4	talkrule070204							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08810	CommonNpc	ÉÐÆÅÆÅ		8	94	2	2		1.3	4.8	hand1_2	npc\monster099			icon\monster\monster099.png					0				3	0	0			20				1			7	2	2	talkrule070202							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08811	CommonNpc	Ð»¸ù×Ó		8	94	2	2		1.25	4	hand1_1	npc\worldnpc118			icon\funcnpc\worldnpc118.png					0				3	0	0			20				1			7	2	3	talkrule070203							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08812	CommonNpc	Ð¡Òô		8	94	2	2		0	-1	hand_0	npc\worldnpc121			icon\funcnpc\worldnpc121.png					0				3	0	0			20				1			7	2	8	talkrule070208							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc08813	CommonNpc	Ð»´óÉ©		8	94	2	2		0.8	1.2	hand_0	npc\worldnpc142			icon\funcnpc\worldnpc142.png					0				3	0	0			20				1			7	2	4	talkrule070204							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08814	CommonNpc	ÌÆÇÛ		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc201			icon\funcnpc\worldnpc201.png					0				3	0	0			20				1			1	5	3	talkrule010503							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc08815	CommonNpc	Ò×Õ¹ÔÆ		8	94	2	2		1.25	4	hand1_1	npc\monster121			icon\monster\monster121.png					0				3	0	0			20				1			1	1	3	talkrule010103							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc08816	CommonNpc	ÕÔÏÍ		8	94	2	2		1.25	4	hand1_1	npc\worldnpc105			icon\funcnpc\worldnpc105.png					0				3	0	0			20				1			7	2	10	talkrule070210							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc08817	CommonNpc	½¹´óº£		8	94	2	2		1.25	4	hand1_1	npc\worldnpc110			icon\funcnpc\worldnpc110.png					0				3	0	0			20				1			7	5	2	talkrule070502							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc08818	CommonNpc	·¶ÖÔË¼		8	94	2	2		1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0			20				1			7	2	3	talkrule070203							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08819	CommonNpc	ÂÀÍú´º		8	94	2	2		1.25	4	hand1_1	npc\worldnpc126			icon\funcnpc\worldnpc126.png					0				3	0	0			20				1			7	2	1	talkrule070201							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08820	CommonNpc	ÉÏ¹ÙÝ¼ÑÅ		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc179			icon\funcnpc\worldnpc179.png					0				3	0	0			20				1			7	2	10	talkrule070210							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc08821	CommonNpc	µ¤±ÌÁ«		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc310			icon\funcnpc\worldnpc310.png					0				3	0	0			20				1			7	6	2	talkrule070602							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			5												
WorldNpc08822	CommonNpc	¿µ¿µ		8	94	2	2		1.25	4	hand1_1	npc\worldnpc123			icon\funcnpc\worldnpc123.png					0				3	0	0			20				1			7	2	7	talkrule070207							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc08823	CommonNpc	À¶ºìÑà		8	94	2	2		1.3	4.8	hand1_2	npc\monster047			icon\monster\monster047.png					0				3	0	0			20				1			9	1	1	talkrule090101							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08824	CommonNpc	¼ÍÃôÏÉ		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc013			icon\funcnpc\worldnpc013.png					0				3	0	0			20				1			1	6	2	talkrule010602							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc08825	CommonNpc	·¶²»ÖÐ		8	94	2	2		1.25	4	hand1_1	npc\worldnpc236			icon\funcnpc\worldnpc236.png					0				3	0	0			20				1			7	6	1	talkrule070601							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08826	CommonNpc	Ê·ÃîÃî		8	94	2	2		1.3	4.8	hand1_2	npc\worldnpc116			icon\funcnpc\worldnpc116.png					0				3	0	0			20				1			7	2	6	talkrule070206							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc08827	CommonNpc	ÉêÐ¡É½		8	94	2	2		1.25	4	hand1_1	npc\worldnpc259			icon\funcnpc\worldnpc259.png					0				3	0	0			20				1			7	2	5	talkrule070205							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2												
