NPC编号	对象类型	ini注释名称	脚本编号	Npc类型	实力包编号	级别	修为经验	怪物强度	掉落	表现AI包编号	AI类型	主动被动	响应范围	NPC种类ID	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	护送类型	护送目标场景编号	护送目标点X	护送目标点Z	能否攻击	能不能被攻击	不能被杀死	护送事件表	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	"追击范围,米"	路径ID	是否随机出现	武器持握方式	武器名称	武器类型	刷新时间	随机动作	出生状态	走路速度	跑步速度	能否移动	是否转身	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	战斗AI命令表	敌人NPC编号表	队友编号	攻击防御比重	"战斗频率,毫秒"	使用锁定技能概率	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	附加随机能力编号	普通攻击	是否停止AI	AI编辑包	生存时间	轻功	直接触发	缩放	格挡方式(-1表示不格挡)	破防几率	动作集	势力归属
monrm067715	AttackNpc	天香茶林打手		6	6	67		1			1	1	10	0	npc\monster312		0.86698	icon\monster\monster312.png				"jn_jhs_001,1,60;jn_jhs_002,1,60"					0	0				2	40	1	60		0	5	15			hand1_1			-1			1.25	4																						2000																			
monrm067716	AttackNpc	神秘人		6	6	20		2			1	0	10	0	npc\monster072		0.906333	icon\monster\monster072.png									0	0				2	30	30	30		0	5	15			hand1_1			-1			1.25	4																																									
monrm067717	AttackNpc	峨眉师妹		6	1	30		1			1	1	10	0	npc\monster212	2	0.86	icon\monster\monster212.png				"jn_qxshz_001,1,80;jn_qxshz_002,1,100"					0	0				2	30	30	30		0	5	15			hand1_1			-1			1.25	4																						3500											2069								
																																																																																										
monrm067711	AttackNpc	采花贼喽啰		6	1	14		1			1	0	10	0	npc\monster235		0.915	icon\monster\monster235.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.25	4																						1500																			
monrm067712	AttackNpc	黑衣人		6	1	12		1			1	0	10	0	npc\monster072		0.857726	icon\monster\monster058.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4.5																						1500																			
					1																																																																																					
	"//m07,武当刷怪NPC"				1			1						0																				20																																																								
monrm070100	AttackNpc	思过崖护卫		6	1	33		1			1	0	10	0	npc\monster160		0.925	icon\monster\monster160.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm070200	AttackNpc	西域邪派弟子		6	1	40		1			1	0	10	0	npc\monster492		0.91	icon\monster\monster492.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm070300	AttackNpc	江湖弟子头领		6	1	35		1			1	0	10	0	npc\monster074		0.905	icon\monster\monster074.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm070400	AttackNpc	逸仙道人		6	1	35		1			1	0	10	0	npc\worldnpc224		0.922001	icon\funcnpc\worldnpc224.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm070500	AttackNpc	受伤的守台弟子		6	1	33		1			1	0	10	0	npc\worldnpc183		0.871619	icon\funcnpc\worldnpc183.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm070600	AttackNpc	李剑圣		6	1	33		1			1	0	10	0	npc\worldnpc288		0.956255	icon\funcnpc\worldnpc288.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm070700	AttackNpc	李剑侠		6	1	34		1			1	0	10	0	npc\worldnpc288		0.956255	icon\funcnpc\worldnpc288.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm070800	AttackNpc	武当高级弟子		6	1	33		1			1	0	10	0	npc\monster564		0.95	icon\monster\monster564.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm070900	AttackNpc	武当弟子		6	1	33		3			1	0	10	0	npc\monster565		0.97	icon\monster\monster565.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm070901	AttackNpc	武当弟子		6	1	33		3			1	0	10	0	npc\monster565		0.97	icon\monster\monster565.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm071000	AttackNpc	护殿高手		6	1	34		1			1	0	10	0	npc\monster160		0.925	icon\monster\monster160.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm071100	AttackNpc	宋成山		6	1	34		1			1	0	10	0	npc\worldnpc288		0.956255	icon\funcnpc\worldnpc288.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm071200	AttackNpc	武当高级弟子		6	1	33		1			1	0	10	0	npc\fbboss00002		0.951906	icon\funcnpc\fbboss00002.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.9	4.5																						3500																			
monrm071300	AttackNpc	老剑仙		6	1	50		1			1	0	10	0	npc\worldnpc223		0.932768	icon\funcnpc\worldnpc223.png									0	0				2	40	20	60		0	5	15			hand_0			-1			0.6	1.2																						3500																			
monrm071400	AttackNpc	酒后闹事的剑仙		6	1	40		1			1	0	10	0	npc\fbboss00002		0.951906	icon\funcnpc\fbboss00002.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.9	4.5																						3500																			
monrm071500	AttackNpc	莫狂炎		6	1	15		1			1	0	10	0	npc\monster568		0.905	icon\monster\monster568.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm071600	AttackNpc	荣舒冰		6	1	8		1			1	0	10	0	npc\monster167		0.885	icon\monster\monster167.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm071700	AttackNpc	仇一刀		6	1	8		1			1	0	10	0	npc\funcnpc010		0.961303	icon\funcnpc\funcnpc010.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm071800	AttackNpc	杨天心		6	4	12		1			1	0	10	0	npc\worldnpc231		0.895501	icon\funcnpc\worldnpc231.png									0	0				2	10	2	10		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm071900	AttackNpc	快活林喽啰		6	1	8		1			1	0	10	0	npc\fbnpc00006		0.863286	icon\monster\fbnpc00006.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm072000	AttackNpc	何迎松		6	1	9		1			1	0	10	0	npc\monster564		0.95	icon\monster\monster564.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm072100	AttackNpc	马决		6	1	9		1			1	0	10	0	npc\monster152		0.92	icon\monster\monster152.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm072200	AttackNpc	凌云龙		6	1	10		1			1	0	10	0	npc\monster259		0.905	icon\monster\monster259.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm072300	AttackNpc	许冲子		6	1	10		1			1	0	10	0	npc\worldnpc229		0.948004	icon\funcnpc\worldnpc229.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm072400	AttackNpc	沐云庄看守		6	1	11		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm072500	AttackNpc	宋浚清		6	1	11		1			1	0	10	0	npc\worldnpc053		0.970371	icon\funcnpc\worldnpc053.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm072600	AttackNpc	癫狂道人		6	1	11		1			1	0	10	0	npc\worldnpc197		0.939206	icon\funcnpc\worldnpc197.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm072700	AttackNpc	狼王		6	1	12		2			1	0	10	0	npc\petm_c_1501		1.5	#N/A									0	0				2	40	20	60		0	5	15			hand_0			-1			1	4																						3500																			
monrm072800	AttackNpc	马八刀		6	1	12		1			1	0	10	0	npc\monster009		0.964841	icon\monster\monster009.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.2	5																						3500																			
monrm072900	AttackNpc	黑风		6	1	12		1			1	0	10	0	npc\worldnpc074		0.898542	icon\funcnpc\worldnpc074.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1	1.3																						3500																			
monrm073000	AttackNpc	百里行		6	1	13		1			1	0	10	0	npc\worldnpc393		0.929212	icon\funcnpc\worldnpc393.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm073100	AttackNpc	归音		6	1	15		1			1	0	10	0	npc\worldnpc079		0.887166	icon\funcnpc\worldnpc079.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm073200	AttackNpc	飞升台护卫弟子		6	1	12		1			1	0	10	0	npc\fbboss00002		0.951906	icon\funcnpc\fbboss00002.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.9	4.5																						3500																			
monrm073300	AttackNpc	野兔		6	1	5		1			1	0	10	0	npc\monster118		0.261745	icon\monster\monster118.png									0	0				2	40	20	60		0	5	15			hand_0			-1			3	-1																						3500																			
monrm073400	AttackNpc	野狗		6	1	14		1			1	0	10	0	npc\petm_c_1503		0.625	icon\monster\monster017.png									0	0				2	40	20	60		0	5	15			hand_0			-1			0.6	3.5																						3500																			
monrm073500	AttackNpc	杭兵		6	1	30		1			1	0	10	0	npc\worldnpc288		0.956255	icon\funcnpc\worldnpc288.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm073600	AttackNpc	锦衣卫探子		6	1	17		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm073700	AttackNpc	钟人杰		6	1	35		1			1	0	10	0	npc\worldnpc165		0.920994	icon\funcnpc\worldnpc165.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm073800	AttackNpc	柳钰刑		6	1	40		1			1	0	10	0	npc\worldnpc536		0.91	icon\funcnpc\worldnpc536.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm073900	AttackNpc	柳钰刑		6	1	21		1			1	0	10	0	npc\worldnpc536		0.91	icon\funcnpc\worldnpc536.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm074000	AttackNpc	恶狼		6	1	12		1			1	0	10	0	npc\petm_c_1502		1.5	#N/A									0	0				2	40	20	60		0	5	15			hand_0			-1			1	4																						3500																			
monrm074100	AttackNpc	辛小蕙		6	1	40		1			1	0	10	0	npc\monster151		0.87	icon\monster\monster151.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm074200	AttackNpc	仆人		6	1	35		1			1	0	10	0	npc\monster311		0.849352	icon\monster\monster311.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm074300	AttackNpc	流氓		6	1	28		1			1	0	10	0	npc\monster115		0.915409	icon\monster\monster115.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm074400	AttackNpc	刘玉砚		6	1	27		1			1	0	10	0	npc\monster373		0.91	icon\monster\monster373.png									0	0				2		20			0	5	15			hand1_1			-1			1.25	4																																									
monrm074500	AttackNpc	刘玉砚手下		6	1	20		1			1	0	10	0	npc\monster121		1.058118	icon\monster\monster121.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm074600	AttackNpc	黑衣人		6	1	10		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm074700	AttackNpc	黑衣人		6	1	10		2			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm074800	AttackNpc	黑衣人		6	1	34		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm074900	AttackNpc	快活林喽啰		6	1	12		1			1	0	10	0	npc\worldnpc224		0.922001	icon\funcnpc\worldnpc224.png									0	0				2	40	2	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm075000	AttackNpc			6	1	35		1			1	0	10	0	npc\worldnpc535		0.89	icon\funcnpc\worldnpc535.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm075100	AttackNpc	武当气宗低级弟子		6	1	15		1			1	0	10	0	npc\monster565		0.97	icon\monster\monster565.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm075200	AttackNpc	武当剑宗中级弟子		6	1	15		1			1	0	10	0	npc\worldnpc224		0.922001	icon\funcnpc\worldnpc224.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm075300	AttackNpc	雾竹山庄探子		6	1	15		1			1	0	10	0	npc\monster177		0.855	icon\monster\monster177.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.1	3.2																						3500																			
monrm075400	AttackNpc	雾竹山庄高手		6	1	15		1			1	0	10	0	npc\monster320		0.925	icon\monster\monster320.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm075500	AttackNpc	雾竹山庄爪牙		6	1	15		2			1	0	10	0	npc\monster177		0.855	icon\monster\monster177.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.1	3.2																						3500																			
monrm075600	AttackNpc	武当护卫弟子		6	1	14		1			1	0	10	0	npc\worldnpc288		0.956255	icon\funcnpc\worldnpc288.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm075700	AttackNpc	可疑人物		6	1	14		1			1	0	10	0	npc\worldnpc229		0.948004	icon\funcnpc\worldnpc229.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm075800	AttackNpc	宫门护卫弟子		6	1	21		1			1	0	10	0	npc\monster160		0.925	icon\monster\monster160.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm075900	AttackNpc	黑衣人		6	1	26		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm076000	AttackNpc	虎啸山庄护卫		6	1	24		1			1	0	10	0	npc\monster261		0.912081	icon\monster\monster261.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm076100	AttackNpc	黑衣杀手		6	1	28		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm07001	AttackNpc	黑衣人手下		6	1	22		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm076200	AttackNpc	黑衣看守		6	1	28		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm076201	AttackNpc	武当守山弟子		6	1	28		1			1	0	10	0	npc\worldnpc224		0.922001	icon\funcnpc\worldnpc224.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm076202	AttackNpc	极乐谷弟子		6	1	28		1			1	0	10	1	npc\WorldNpc543		0.915	icon\funcnpc\worldnpc543.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm076203	AttackNpc	极乐谷弟子		6	1	28		1			1	0	10	1	npc\monster396		0.89	icon\monster\monster396.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm076300	AttackNpc	虎啸山庄杀手		6	1	26		1			1	0	10	1	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm076400	AttackNpc	杀手精英		6	1	26		1			1	0	10	1	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm076500	AttackNpc	一品堂探子		6	1	26		1			1	0	10	1	npc\monster308		0.96	icon\monster\monster308.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm076600	AttackNpc	蜘蛛		6	1	31		1			1	0	10	1	npc\monster006		0.143695	icon\monster\monster006.png									0	0				2	40	20	60		0	5	15			hand_0			-1			0.4	1.2																																									
monrm076700	AttackNpc	武当剑客		6	1	23		1			1	0	10	1	npc\worldnpc229		0.948004	icon\funcnpc\worldnpc229.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm076800	AttackNpc	武当高手		6	1	23		1			1	0	10	1	npc\monster565		0.97	icon\monster\monster565.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm076900	AttackNpc	程凛		6	1	13		1			1	0	10	1	npc\worldnpc229		0.948004	icon\funcnpc\worldnpc229.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
