NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	权重	初始动作固定帧播放	碰撞对话规则	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC所属势力	动作集	大逃杀专用	团队显示道具
Worldwar30024	CommonNpc	外出寻宝人（雪山圣域）		8	243	2	2			1.25	4	hand1_1	npc\monster284		1						0				3	0	0			30																							6	67		1			1		15	10	60			"jn_lxzc_xssy_mon_004,1,0;jn_lxzc_xssy_mon_005,1,0;jn_lxzc_xssy_mon_006,1,0;jn_lxzc_monnpc_005,1,0"	0	90000		worldwar30006;worldwar30007;worldwar30008;worldwar30009;worldwar30010		1				1000	25		1000							1301	"1300,0;1302,0;1303,0"	0																										1		-1																	
Worldwar30025	CommonNpc	外出寻宝人（冰灵谷）		8	244	2	2			1.25	4	hand1_1	npc\monster284		1						0				3	0	0			30																							6	67		1			1		15	10	60			"jn_lxzc_xssy_mon_016,1,0;jn_lxzc_xssy_mon_017,1,0;jn_lxzc_xssy_mon_018,1,0;jn_lxzc_monnpc_005,1,0"	0	90000		worldwar30011;worldwar30012;worldwar30013;worldwar30014;worldwar30015		1				1000	25		1000							1302	"1301,0;1300,0;1303,0"	0																										1		-1																	
Worldwar30026	CommonNpc	外出寻宝人（血刀门）		8	245	2	2			1.25	4	blade1_1	npc\monster284		1					b_r_npcitem348	0				3	0	0			30																							6	67		1			1		15	10	60			"jn_lxzc_xssy_mon_028,1,0;jn_lxzc_xssy_mon_029,1,0;jn_lxzc_xssy_mon_030,1,0;jn_lxzc_monnpc_005,1,0"	0	90000		worldwar30016;worldwar30017;worldwar30018;worldwar30019;worldwar30020		1				1000	25		1000							1303	"1301,0;1300,0;1302,0"	0																										1		-1																	
																																																																																																																																					
																																																																																																																																					
	//金陵攻城前置任务																																																																																																																																				
	//一内																																																																																																																																				
Worldjl10001_001	CommonNpc	书院看守1-一内		8	95	2	2			1.25	4	hand1_1	npc\monster152								0				3	0	0			10																							55	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10002_001	CommonNpc	书院看守2-一内		8	95	2	2			1.25	4	hand1_1	npc\monster152								0				3	0	0			10																							55	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10003_001	CommonNpc	书院看守3-一内		8	95	2	2			1.25	4	hand1_1	npc\monster152								0				3	0	0			10																							55	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10004_001	CommonNpc	书院看守4-一内		8	95	2	2			1.25	4	hand1_1	npc\monster152								0				3	0	0			10																							55	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10005_001	CommonNpc	监守1-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc553								0				3	0	0			10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																									2543		1		-1																	
Worldjl10006_001	CommonNpc	监守2-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc563								0				3	0	0			10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																									2543		1		-1																	
Worldjl10007_001	CommonNpc	监守3-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc564								0				3	0	0			10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																									2543		1		-1																	
Worldjl10008_001	CommonNpc	监守4-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc565								0				3	0	0			10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																									2543		1		-1																	
Worldjl10009_001	CommonNpc	监守4-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc565								0				3	0	0			10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																									2543		1		-1																	
Worldjl10010_001	CommonNpc	监守4-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc565								0				3	0	0			10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																									2543		1		-1																	
Worldjl10011_001	CommonNpc	监守4-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc565								0				3	0	0			10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																									2543		1		-1																	
Worldjl10012_001	CommonNpc	监守4-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc565								0				3	0	0			10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																									2543		1		-1																	
Worldjl10013_001	CommonNpc	监守4-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc565								0				3	0	0			10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																									2543		1		-1																	
Worldjl10014_001	CommonNpc	监守4-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc565								0				3	0	0			10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_ks_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																									2543		1		-1																	
Worldjl10015_001	CommonNpc	少林弟子1-一内		8	95	2	2			1.25	4	hand1_1	npc\monster155								0				3	0	0			10																							76	36					1	1	15	3	60		jlgc_sl_dmgf_001		0	-1								1000	15		1000																																	2546		1		-1																	
Worldjl10016_001	CommonNpc	武当弟子2-一内		8	95	2	2			1.25	4	hand1_1	npc\monster565								0				3	0	0			10																							76	36					1	1	15	3	60		jlgc_wd_qfjf_003		0	-1								1000	15		1000																																	2547		1		-1																	
Worldjl10017_001	CommonNpc	丐帮弟子3-一内		8	95	2	2			1.25	4	hand1_1	npc\monster165								0				3	0	0			10																							76	36					1	1	15	3	60		jlgc_gb_lhz_002		0	-1								1000	15		1000																																	2551		1		-1																	
Worldjl10018_001	CommonNpc	极乐谷弟子4-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc785								0				3	0	0			10																							76	36					1	1	15	3	60		jlgc_jl_zfd_002		0	-1								1000	15		1000																																	2549		1		-1																	
Worldjl10019_001	CommonNpc	唐门弟子5-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc732								0				3	0	0			10																							76	36					1	1	15	3	60		jlgc_tm_jsc_001		0	-1								1000	15		1000																																	2550		1		-1																	
Worldjl10020_001	CommonNpc	君子堂弟子6-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc253								0				3	0	0			10																							76	36					1	1	15	3	60		jlgc_jzt_xytf_001		0	-1								1000	15		1000																																	2548		1		-1																	
Worldjl10021_001	CommonNpc	锦衣卫弟子7-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc798								0				3	0	0			10																							76	36					1	1	15	3	60		jlgc_jy_yzq_009		0	-1								1000	15		1000																																	2552		1		-1																	
Worldjl10022_001	CommonNpc	假书生-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc138								0				3	0	0			10																							55	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_xs_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10023_001	CommonNpc	假夫子-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc139								0				3	0	0			10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001	"jlgc_fz_jn_001,1,30"	0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10024_001	CommonNpc	姚逸云-一内		8	95	2	2			1.25	4	hand1_1	npc\boss005								0				3	0	0			10																							80	42					1	1	15	3	60		jn_jlqz_pt_002	"jlgc_boss_jn_001,1,30;jlgc_boss_jn_002,1,30;jlgc_boss_jn_003,1,30"	0	-1								1000	15		1000							1	"699,0"																									2554		1		-1																	
Worldjl10025_001	CommonNpc	薛瑾瑶-一内		8	95	2	2			1.25	4	hand1_2	npc\boss017								0				3	0	0			10																							89	42					1	1	15	3	60		jn_jlqz_pt_003	"jlgc_boss_jn_004,1,30;jlgc_boss_jn_005,1,30;jlgc_boss_jn_006,1,31"	0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10026_001	CommonNpc	书院巡逻者-一内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_01		10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10027_001	CommonNpc	书院巡逻者-一内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_02		10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10028_001	CommonNpc	书院巡逻者-一内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_03		10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10029_001	CommonNpc	书院巡逻者-一内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_04		10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10030_001	CommonNpc	书院巡逻者-一内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_05		10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10031_001	CommonNpc	书院巡逻者-一内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_06		10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10032_001	CommonNpc	书院巡逻者-一内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_07		10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10033_001	CommonNpc	书院巡逻者-一内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_08		10																							76	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10034_001	CommonNpc	青龙使者-一内		8	95	2	2			1.25	4	sword1_1	npc\worldnpc565							s_r_npcitem391	0				3	0	0	mst_city03_18		10																							93	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_004	"jn_jlqz_sx_ql01,1,0"	0	-1								1000	15		1000							1	"699,0"																									2555		1		-1																	
Worldjl10035_001	CommonNpc	白虎使者-一内		8	95	2	2			1.25	4	blade1_1	npc\worldnpc565							b_r_npcitem326	0				3	0	0			10																							93	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_005	"jn_jlqz_sx_bh01,1,0"	0	-1								1000	15		1000							1	"699,0"																									2556		1		-1																	
Worldjl10036_001	CommonNpc	朱雀使者-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc565								0				3	0	0			10																							93	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_006	"jn_jlqz_sx_zq01,1,0"	0	-1								1000	15		1000							1	"699,0"																									2557		1		-1																	
Worldjl10037_001	CommonNpc	玄武使者-一内		8	95	2	2			1.25	4	lstuff1_1	npc\worldnpc565							lst_r_npcitem316	0				3	0	0			10																							93	36			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_007	"jn_jlqz_sx_xw01,1,0;jn_jlqz_sx_xw02,1,0"	0	-1								1000	15		1000							1	"699,0"																									2558		1		-1																	
Worldjl10038_001	CommonNpc	少林弟子2-一内		8	95	2	2			1.25	4	lstuff1_1	npc\monster155							lst_r_npcitem210	0				3	0	0	mst_city03_13		10																							76	36					1	1	15	3	60			"jn_jlqz_001,1,0;jlgc_sl_dmgf_001,1,0;jlgc_sl_dmgf_002,1,0;jlgc_sl_dmgf_003,1,0;jlgc_sl_dmgf_004,10;jlgc_sl_dmgf_005,1,0;jlgc_sl_dmgf_006,1,0;jlgc_sl_dmgf_007,1,0;jlgc_sl_dmgf_008,1,0"	0	-1								2000	15		1000							699	"1,0"																									2581		1																			
Worldjl10039_001	CommonNpc	武当弟子2-一内		8	95	2	2			1.25	4	sword1_1	npc\monster565							s_r_npcitem087	0				3	0	0	mst_city03_15		10																							76	36					1	1	15	3	60			"jn_jlqz_001,1,0;jlgc_wd_qfjf_001,1,0;jlgc_wd_qfjf_002,1,0;jlgc_wd_qfjf_003,1,0;jlgc_wd_qfjf_004,1,0;jlgc_wd_qfjf_005,1,0;jlgc_wd_qfjf_006,1,0;jlgc_wd_qfjf_007,1,0;jlgc_wd_qfjf_008,1,0;jlgc_wd_qfjf_009,1,0"	0	-1								2000	15		1000							699	"1,0"																									2582		1																			
Worldjl10040_001	CommonNpc	丐帮弟子2-一内		8	95	2	2			1.25	4	hand1_1	npc\monster165								0				3	0	0	mst_city03_14		10																							76	36					1	1	15	3	60			"jn_jlqz_001,1,0;jlgc_gb_lhz_001,1,0;jlgc_gb_lhz_002,1,0;jlgc_gb_lhz_003,1,0;jlgc_gb_lhz_004,1,0;jlgc_gb_lhz_005,1,0;jlgc_gb_lhz_006,1,0;jlgc_gb_lhz_007,1,0;jlgc_gb_lhz_008,1,0"	0	-1								2000	15		1000							699	"1,0"																									2583		1																			
Worldjl10041_001	CommonNpc	极乐谷弟子2-一内		8	95	2	2			1.25	4	dcrutch1_1	npc\worldnpc785							db_rl_npcitem323	0				3	0	0	mst_city03_16		10																							76	36					1	1	15	3	60			"jn_jlqz_001,1,0;jlgc_jlg_zfd_001,1,0;jlgc_jl_zfd_002,1,0;jlgc_jl_zfd_003,1,0;jlgc_jl_zfd_004,1,0;jlgc_jl_zfd_005,1,0;jlgc_jl_zfd_006,1,0;jlgc_jl_zfd_007,1,0;jlgc_jl_zfd_008,1,0"	0	-1								2000	15		1000							699	"1,0"																									2586		1																			
Worldjl10042_001	CommonNpc	唐门弟子2-一内		8	95	2	2			1.25	4	knife1_1	npc\worldnpc732							k_r_npcitem307	0				3	0	0	mst_city03_11		10																							76	36					1	1	15	3	60			"jn_jlqz_001,1,0;jlgc_tm_jsc_001,1,0;jlgc_tm_jsc_002,1,0;jlgc_tm_jsc_003,1,0;jlgc_tm_jsc_004,1,0;jlgc_tm_jsc_005,1,0;jlgc_tm_jsc_006,1,0;jlgc_tm_jsc_007,1,0"	0	-1								2000	15		1000							699	"1,0"																									2585		1																			
Worldjl10043_001	CommonNpc	君子堂弟子2-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc253								0				3	0	0	mst_city03_12		10																							76	36					1	1	15	3	60			"jn_jlqz_001,1,0;jlgc_jzt_xytf_001,1,0;jlgc_jzt_xytf_002,1,0;jlgc_jzt_xytf_003,1,0;jlgc_jzt_xytf_004,1,0;jlgc_jzt_xytf_005,1,0;jlgc_jzt_xytf_006,1,0;jlgc_jzt_xytf_007,1,0;jlgc_jzt_xytf_008,1,0;jlgc_jzt_xytf_009,1,0;jlgc_jzt_xytf_010,1,0;jlgc_jzt_xytf_011,1,0;jlgc_jzt_xytf_012,1,0;jlgc_jzt_xytf_013,1,0;jlgc_jzt_xytf_014,1,0"	0	-1								2000	15		1000							699	"1,0"																									2584		1																			
Worldjl10044_001	CommonNpc	锦衣卫弟子2-一内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc798								0				3	0	0	mst_city03_17		10																							76	36					1	1	15	3	60			"jn_jlqz_001,1,0;jlgc_jyw_yzq_001,1,0;jlgc_jyw_yzq_002,1,0;jlgc_jyw_yzq_003,1,0;jlgc_jyw_yzq_004,1,0;jlgc_jyw_yzq_005,1,0;jlgc_jyw_yzq_006,1,0;jlgc_jyw_yzq_007,1,0;jlgc_jyw_yzq_008,1,0;jlgc_jyw_yzq_009,1,0"	0	-1								2000	15		1000							699	"1,0"																									2587		1																			
Worldjl10045_001	CommonNpc	书院巡逻者-一内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_09		10																							76	36					1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10046_001	CommonNpc	书院巡逻者-一内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_10		10																							76	36					1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
	//二内																																																																																																																																				
