NPC编号	对象类型	特殊建筑类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	家园子npc类型	选择操作	鼠标形状	是否转身	走路速度	跑步速度	武器持握方式	武器名称	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	缩放	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	权重	碰撞对话规则	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	钓鱼活动	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	是否有帮派驻地	AI编辑包	善恶参数	直接触发	表演时间（ms）	使用次数	婚宴npc类型	格挡方式(-1表示不格挡)	脱战回血	存在时间(毫秒)	退出发声对话	天气包	护卫跟随点X	护卫跟随点Z	捐献类型	是否可见	优先显示
fqrwnpc_1011	CommonNpc		碧桃树			88		2	2	1	0.5	2			npc\box001			icon\funcnpc\cj_030050.png					0	npc\func_valentine_wish_npc001.lua			3	0	0			20																																																																																													
fqrwnpc_1012	CommonNpc		七情郡主			82		2	2	1	0.5	2	hand1_2		npc\worldnpc056	2		icon\funcnpc\worldnpc056.png					0				3	0	0			20																																																										shop_qrj_01						70025;70026;27540;27541;27542;27543;43897;	43897;																												
fqrwnpc_1013	CommonNpc		刚飘落的碧桃花瓣			88		2	2	1	0.5	2			npc\wordnpc1304								0				3	0	0			20																																																																																													
qrj_chufa_01	CommonNpc		隐形触发1		8	301		2	2		2.5	2.5	hand1_1		npc\itemnpc057								0				1	1	0			3																				292	5		3					3	10				0	-1				0				1000	30		1000																																							-1	5		tqsj_jiangyou_01_end						
hd_2015qx_001	CommonNpc		织女			82		2	2	1	0.5	2	hand1_2		npc\worldnpc1163	2		npc\worldnpc1163					0				3	0	0			20																																																																	70025;																												
hd_2015qx_002	CommonNpc		七姐			82		2	2	1	0.5	2	hand1_2		npc\worldnpc463	2		icon\funcnpc\worldnpc463.png					0				3	0	0			20																																																																	70026;																												
																																																																																																																													
meigui	CommonNpc		花语夫人		8	96		2	2	1	1.25	4	hand1_1		npc\worldNpc235_02	1		icon\funcnpc\worldNpc235_02.png					0				3	0	0			20																																																																43821;43999;55581;55582;	43821;43999;55581;55582;																												
caijinpc	CommonNpc		户部侍郎		8	96		2	2	1	1.25	4	hand1_1		npc\worldnpc208	1		icon\funcnpc\worldnpc103.png					0				3	0	0			20				1																																																																																									
																																																																																																																													
tqsj_caozq_01	CommonNpc		曹正卿		8	14		2	2		2.5	7	sword1_1	s_r_npcitem330	npc\fbboss00021			icon\monster\fbboss00021.png					0				1	1	0			20																				98	67		3					180	180			"bossclone002001_01,1,0;clone002_tznh,1,0;bossclone002001_bgss,1,0;bossclone002001_chz,1,0;bossclone002001_hssy,1,0;bossclone002001_lhl,1,0;bossclone002001_xiansha,1,0"	0	-1				0				700	30		1000						551																											2308						-1	5								
tqsj_caozq_03	CommonNpc		曹正卿轿子		8	300		2	2		1	1	hand1_1		npc\mache001_tgsr								0				1	1	0			20																				1	1		3					3	15				0	-1				0				1000	30		1000						721																																	-1	5								
tqsj_xingjk_01	CommonNpc		刑君可		8	14		2	2		2.5	7	hand1_1		npc\qynpc00001								0				1	1	0			20																				292	120		3					3	10		Npc_wd_qfjf03		0	-1				0				1000	30		1000																																							-1	5								
tqsj_chuansong_01	CommonNpc		天狗食日传送		8	96		2	2		1.25	4	hand1_1		npc\worldnpc378								0				3	0	0			20																																																										Shop_tgsr_1001																																			
tqsj_huweiA_01	CommonNpc		护卫甲		8	14		2	2		2.5	7	sword2_1	s_r_npcitem417	npc\worldnpc790								0				1	1	0			20																				51	67		3					3	10		Npc_wd_tjj07		0	-1				0				1000	30		1000						551																																	-1	5								
tqsj_huweiA_02	CommonNpc		护卫甲		8	14		2	2		2.5	7	gblade1_1	b_r_npcitem061	npc\worldnpc178								0				1	1	0			20																				51	67		3					3	10		Npc_jz_lyfh07		0	-1				0				1000	30		1000						551																																	-1	5								
tqsj_huweiA_03	CommonNpc		护卫甲		8	14		2	2		2.5	7	lspear1_1	lsp_r_npcitem060	npc\worldnpc564								0				1	1	0			20																				51	67		3					3	10		Npc_jh_qbgf08		0	-1				0				1000	30		1000						551																																	-1	5								
tqsj_huweiA_04	CommonNpc		护卫甲		8	14		2	2		2.5	7	blade2_1	b_r_npcitem389	npc\monster502								0				1	1	0			20																				51	67		3					3	10		Npc_jz_xytf06		0	-1				0				1000	30		1000						551																																	-1	5								
tqsj_huweiA_05	CommonNpc		护卫甲		8	14		2	2		2.5	7	lspear1_1	lsp_r_npcitem060	npc\worldnpc211								0				1	1	0			20																				51	67		3					3	10		Npc_jh_dldm06		0	-1				0				1000	30		1000						551																																	-1	5								
tqsj_huweiB_01	CommonNpc		护卫乙		8	14		2	2		2.5	7	hand1_1		npc\worldnpc574								0				1	1	0			20																				315	67		3					3	10		Npc_jh_tmjt02		0	-1				0				1000	30		1000						551																																	-1	5								
tqsj_huweiB_02	CommonNpc		护卫乙		8	14		2	2		2.5	7	sword2_1	s_r_npcitem417	npc\worldnpc571								0				1	1	0			20																				315	67		3					3	10		Npc_jl_shuangci05		0	-1				0				1000	30		1000						551																																	-1	5								
tqsj_huweiB_03	CommonNpc		护卫乙		8	14		2	2		2.5	7	lspear1_1	lsp_r_npcitem060	npc\worldnpc315								0				1	1	0			20																				315	67		3					3	10		Npc_wd_qfjf03		0	-1				0				1000	30		1000						551																																	-1	5								
tqsj_huweiB_04	CommonNpc		护卫乙		8	14		2	2		2.5	7	hand1_1		npc\worldnpc624								0				1	1	0			20																				315	67		3					3	10		Npc_tm_jsc06		0	-1				0				1000	30		1000						551																																	-1	5								
tqsj_huweiB_05	CommonNpc		护卫乙		8	14		2	2		2.5	7	blade2_1	b_r_npcitem389	npc\worldnpc394								0				1	1	0			20																				315	67		3					3	10		Npc_jl_dmssj09		0	-1				0				1000	30		1000						551																																	-1	5								
tqsj_yinxing_01	CommonNpc		隐形触发1		8	301		2	2		2.5	2.5	hand1_1		npc\itemnpc057								0				1	1	0			3																				292	5		3					3	10				0	-1				0				1000	30		1000																																							-1	5								
tqsj_yinxing_02	CommonNpc		隐形触发2		8	301		2	2		2.5	2.5	hand1_1		npc\itemnpc057								0				1	1	0			3																				292	5		3					3	10				0	-1				0				1000	30		1000																																							-1	5								
tqsj_yinxing_03	CommonNpc		隐形触发3		8	301		2	2		2.5	2.5	hand1_1		npc\itemnpc057								0				1	1	0			3																				292	5		3					3	10				0	-1				0				1000	30		1000																																							-1	5								
tqsj_yinxing_04	CommonNpc		隐形触发4		8	301		2	2		2.5	2.5	hand1_1		npc\itemnpc057								0				1	1	0			3																				292	5		3					3	10				0	-1				0				1000	30		1000																																							-1	5								
tqsj_yinxing_05	CommonNpc		隐形触发5		8	301		2	2		2.5	2.5	hand1_1		npc\itemnpc057								0				1	1	0			3																				292	5		3					3	10				0	-1				0				1000	30		1000																																							-1	5								
tqsj_yinxing_06	CommonNpc		隐形触发6		8	301		2	2		2.5	2.5	hand1_1		npc\itemnpc057								0				1	1	0			3																				292	5		3					3	10				0	-1				0				1000	30		1000																																							-1	5								
tqsj_yinxing_07	CommonNpc		隐形触发7		8	301		2	2		2.5	2.5	hand1_1		npc\itemnpc057								0				1	1	0			3																				292	5		3					3	10				0	-1				0				1000	30		1000																																							-1	5								
tqsj_yinxing_08	CommonNpc		隐形触发8		8	301		2	2		2.5	2.5	hand1_1		npc\itemnpc057								0				1	1	0			3																				292	5		3					3	10				0	-1				0				1000	30		1000																																							-1	5								
tqsj_xiaotj_01	CommonNpc		内应太监		8	96		2	2		1.25	4	hand1_1		npc\fbboss00328								0				3	0	0			20																																																										Shop_tgsr_1001																																			
