NPC编号	ini注释名称	对象类型	副本分组场景刷新属性包	NPC类型	实力包编号	级别	修为经验	怪物强度	掉落	掉落数量	走路速度	跑步速度	武器持握方式	是否转身	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	AI类型	主动被动	响应范围	锁定位移攻击	禁播受击动作	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	不能被杀死	攻击防御比重	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	刷新时间	格挡类型	世界触发器相关	使用轻功	NPC绑定点	破防几率	破防技能	防御CD	世界战场声威	拾取半径	超过距离就脱战	脱战回血	存在时间	是否理会玩家	优先显示	缩放尺寸	跟随距离	跟随位置	时间轴	动作集	伤害判定奖励类BOSS类型	追击高度差	竞拍掉落	团队显示道具
mpcsboss_tm1	断情	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2332	1	-1	-1		15				1		3		5		1										
mpcsboss_tm2	十八掌	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_sbz01,6,0;Npc_jh_sbz02,6,0;Npc_jh_sbz03,6,0;Npc_jh_sbz04,6,0;Npc_jh_sbz05,6,0;Npc_jh_sbz06,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2333	1	-1	-1		15				1		3		5		1										
mpcsboss_tm3	铁头功	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_ttg01,6,0;Npc_jh_ttg02,6,0;Npc_jh_ttg03,6,0;Npc_jh_ttg04,6,0;Npc_jh_ttg05,6,0;Npc_jh_ttg06,6,0;Npc_jh_ttg07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2334	1	-1	-1		15				1		3		5		1										
mpcsboss_tm4	炎阳刀	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_jwdf01,6,0;Npc_jh_jwdf02,6,0;Npc_jh_jwdf03,6,0;Npc_jh_jwdf04,6,0;Npc_jh_jwdf05,6,0;Npc_jh_jwdf06,6,0;Npc_jh_jwdf07,6,0;Npc_jh_jwdf08,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2335	1	-1	-1		15				1		3		5		1										
mpcsboss_jzt1	断情	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2332	1	-1	-1		15				1		3		5		1										
mpcsboss_jzt2	十八掌	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_sbz01,6,0;Npc_jh_sbz02,6,0;Npc_jh_sbz03,6,0;Npc_jh_sbz04,6,0;Npc_jh_sbz05,6,0;Npc_jh_sbz06,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2333	1	-1	-1		15				1		3		5		1										
mpcsboss_jzt3	铁头功	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_ttg01,6,0;Npc_jh_ttg02,6,0;Npc_jh_ttg03,6,0;Npc_jh_ttg04,6,0;Npc_jh_ttg05,6,0;Npc_jh_ttg06,6,0;Npc_jh_ttg07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2334	1	-1	-1		15				1		3		5		1										
mpcsboss_jzt4	炎阳刀	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_jwdf01,6,0;Npc_jh_jwdf02,6,0;Npc_jh_jwdf03,6,0;Npc_jh_jwdf04,6,0;Npc_jh_jwdf05,6,0;Npc_jh_jwdf06,6,0;Npc_jh_jwdf07,6,0;Npc_jh_jwdf08,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2335	1	-1	-1		15				1		3		5		1										
mpcsboss_jlg1	断情	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2332	1	-1	-1		15				1		3		5		1										
mpcsboss_jlg2	十八掌	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_sbz01,6,0;Npc_jh_sbz02,6,0;Npc_jh_sbz03,6,0;Npc_jh_sbz04,6,0;Npc_jh_sbz05,6,0;Npc_jh_sbz06,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2333	1	-1	-1		15				1		3		5		1										
mpcsboss_jlg3	铁头功	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_ttg01,6,0;Npc_jh_ttg02,6,0;Npc_jh_ttg03,6,0;Npc_jh_ttg04,6,0;Npc_jh_ttg05,6,0;Npc_jh_ttg06,6,0;Npc_jh_ttg07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2334	1	-1	-1		15				1		3		5		1										
mpcsboss_jlg4	炎阳刀	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_jwdf01,6,0;Npc_jh_jwdf02,6,0;Npc_jh_jwdf03,6,0;Npc_jh_jwdf04,6,0;Npc_jh_jwdf05,6,0;Npc_jh_jwdf06,6,0;Npc_jh_jwdf07,6,0;Npc_jh_jwdf08,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2335	1	-1	-1		15				1		3		5		1										
mpcsboss_jyw1	断情	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2332	1	-1	-1		15				1		3		5		1										
mpcsboss_jyw2	十八掌	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_sbz01,6,0;Npc_jh_sbz02,6,0;Npc_jh_sbz03,6,0;Npc_jh_sbz04,6,0;Npc_jh_sbz05,6,0;Npc_jh_sbz06,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2333	1	-1	-1		15				1		3		5		1										
mpcsboss_jyw3	铁头功	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_ttg01,6,0;Npc_jh_ttg02,6,0;Npc_jh_ttg03,6,0;Npc_jh_ttg04,6,0;Npc_jh_ttg05,6,0;Npc_jh_ttg06,6,0;Npc_jh_ttg07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2334	1	-1	-1		15				1		3		5		1										
mpcsboss_jyw4	炎阳刀	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_jwdf01,6,0;Npc_jh_jwdf02,6,0;Npc_jh_jwdf03,6,0;Npc_jh_jwdf04,6,0;Npc_jh_jwdf05,6,0;Npc_jh_jwdf06,6,0;Npc_jh_jwdf07,6,0;Npc_jh_jwdf08,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2335	1	-1	-1		15				1		3		5		1										
mpcsboss5	神秘杀手头目	CommonNpc		81	1	160		1			1	1			npc\monster058	2	1	icon\monster\monster058.png					7	0	2			0	0	0	0	0	0							1																	1		1000		0	0					4																														
																																																																																																	
mpcs_gb	肖天放	BossNpc		87	74	160		4			1.5	3	hand1_1		npc\worldnpc032	1	1					"Npc_gb_lhz08,1,0;Npc_gb_lhz01,1,0;Npc_gb_lhz02,1,0;Npc_gb_lhz03,1,0;Npc_gb_lhz06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			102	"558,0"	2347	1	-1	-1		15				1		3		5												
mpcs_gb1	白松奚	BossNpc		87	74	160		4			1.5	3	stuff1_1		npc\fbboss00205	1	1					"Npc_gb_lsbf07,1,0;Npc_gb_lsbf01,1,0;Npc_gb_lsbf02,1,0;Npc_gb_lsbf03,1,0;Npc_gb_lsbf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				st_r_1002			1	0																		1000		1000						10			102	"558,0"	2346	1	-1	-1		15				1		3		5												
mpcs_gb2	石净之	BossNpc		87	74	160		4			1.5	3	stuff1_1		npc\worldnpc059	1	1					"Npc_gb_ksbf07,1,0;Npc_gb_ksbf01,1,0;Npc_gb_ksbf02,1,0;Npc_gb_ksbf03,1,0;Npc_gb_ksbf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				st_r_1002			1	0																		1000		1000						10			102	"558,0"	2348	1	-1	-1		15				1		3		5												
mpcs_gb3	焦无究	BossNpc		87	74	160		4			1.5	3	hand1_1		npc\fbboss00201	1	1					"Npc_gb_lhz08,1,0;Npc_gb_lhz01,1,0;Npc_gb_lhz02,1,0;Npc_gb_lhz03,1,0;Npc_gb_lhz06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			102	"558,0"	2347	1	-1	-1		15				1		3		5												
mpcs_gb4	鲁术方	BossNpc		87	74	160		4			1.5	3	stuff1_1		npc\fbfunnpc00221	1	1					"Npc_gb_lsbf07,1,0;Npc_gb_lsbf01,1,0;Npc_gb_lsbf02,1,0;Npc_gb_lsbf03,1,0;Npc_gb_lsbf06,1,0;"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				st_r_1002			1	0																		1000		1000						10			102	"558,0"	2346	1	-1	-1		15				1		3		5												
mpcs_gb5	汪哲	BossNpc		87	74	160		4			1.5	3	stuff1_1		npc\worldnpc159	1	1					"Npc_gb_ksbf07,1,0;Npc_gb_ksbf01,1,0;Npc_gb_ksbf02,1,0;Npc_gb_ksbf03,1,0;Npc_gb_ksbf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				st_r_1002			1	0																		1000		1000						10			102	"558,0"	2348	1	-1	-1		15				1		3		5												
mpcs_gb6	黄德英	BossNpc		87	74	160		4			1.5	3	hand1_1		npc\worldnpc492	1	1					"Npc_gb_lhz08,1,0;Npc_gb_lhz01,1,0;Npc_gb_lhz02,1,0;Npc_gb_lhz03,1,0;Npc_gb_lhz06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			102	"558,0"	2347	1	-1	-1		15				1		3		5												
mpcs_gb7	熊剑飞	BossNpc		87	74	160		4			1.5	3	stuff1_1		npc\worldnpc159	1	1					"Npc_gb_lsbf07,1,0;Npc_gb_lsbf01,1,0;Npc_gb_lsbf02,1,0;Npc_gb_lsbf03,1,0;Npc_gb_lsbf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				st_r_1002			1	0																		1000		1000						10			102	"558,0"	2346	1	-1	-1		15				1		3		5												
																																																																																																	
mpcs_wd	紫阳真人	BossNpc		92	74	160		4			1.5	3	sword2_1		npc\worldnpc1116	1	1					"Npc_wd_tjj09,1,0;Npc_wd_tjj01,1,0;Npc_wd_tjj04,1,0;Npc_wd_tjj07,1,0;Npc_wd_tjj08,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				s_r_217			1	0																		1000		1000						10			107	"558,0"	2350	1	-1	-1		15				1		3		5												
mpcs_wd1	霍天星	BossNpc		92	74	160		4			1.5	3	sword2_1		npc\worldnpc288	1	1					"Npc_wd_tjj09,1,0;Npc_wd_tjj01,1,0;Npc_wd_tjj04,1,0;Npc_wd_tjj07,1,0;Npc_wd_tjj08,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				s_r_217			1	0																		1000		1000						10			107	"558,0"	2350	1	-1	-1		15				1		3		5												
mpcs_wd2	苍梧长老	BossNpc		92	74	160		4			1.5	3	sword2_1		npc\worldnpc051	1	1					"Npc_wd_qfjf07,1,0;Npc_wd_qfjf01,1,0;Npc_wd_qfjf02,1,0;Npc_wd_qfjf03,1,0;Npc_wd_qfjf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				s_r_217			1	0																		1000		1000						10			107	"558,0"	2351	1	-1	-1		15				1		3		5												
mpcs_wd3	天玑子	BossNpc		92	74	160		4			1.5	3	sword2_1		npc\worldnpc225	1	1					"Npc_wd_qfjf07,1,0;Npc_wd_qfjf01,1,0;Npc_wd_qfjf02,1,0;Npc_wd_qfjf03,1,0;Npc_wd_qfjf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				s_r_217			1	0																		1000		1000						10			107	"558,0"	2351	1	-1	-1		15				1		3		5												
mpcs_wd4	王墨华	BossNpc		92	74	160		4			1.5	3	sword2_1		npc\worldnpc225	1	1					"Npc_wd_tjj09,1,0;Npc_wd_tjj01,1,0;Npc_wd_tjj04,1,0;Npc_wd_tjj07,1,0;Npc_wd_tjj08,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				s_r_217			1	0																		1000		1000						10			107	"558,0"	2350	1	-1	-1		15				1		3		5												
mpcs_wd5	玉璇子	BossNpc		92	74	160		4			1.5	3	sword2_1		npc\worldnpc052	1	1					"Npc_wd_qfjf07,1,0;Npc_wd_qfjf01,1,0;Npc_wd_qfjf02,1,0;Npc_wd_qfjf03,1,0;Npc_wd_qfjf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				s_r_217			1	0																		1000		1000						10			107	"558,0"	2351	1	-1	-1		15				1		3		5												
mpcs_wd6	木须道长	BossNpc		92	74	160		4			1.5	3	sword2_1		npc\worldnpc041	1	1					"Npc_wd_qfjf07,1,0;Npc_wd_qfjf01,1,0;Npc_wd_qfjf02,1,0;Npc_wd_qfjf03,1,0;Npc_wd_qfjf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				s_r_217			1	0																		1000		1000						10			107	"558,0"	2351	1	-1	-1		15				1		3		5												
mpcs_wd7	查博坤	BossNpc		92	74	160		4			1.5	3	sword2_1		npc\monster565	1	1					"Npc_wd_qfjf07,1,0;Npc_wd_qfjf01,1,0;Npc_wd_qfjf02,1,0;Npc_wd_qfjf03,1,0;Npc_wd_qfjf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				s_r_217			1	0																		1000		1000						10			107	"558,0"	2351	1	-1	-1		15				1		3		5												
																																																																																																	
mpcs_jzt	萧别情	BossNpc		88	74	160		4			1.5	3	hand1_1		npc\worldnpc1114	1	1					"Npc_jz_xytf06,1,0;Npc_jz_xytf01,1,0;Npc_jz_xytf02,1,0;Npc_jz_xytf03,1,0;Npc_jz_xytf07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			103	"558,0"	2353	1	-1	-1		15				1		3		5												
mpcs_jzt1	石砚冰	BossNpc		88	74	160		4			1.5	3	hand1_1		npc\worldnpc754	1	1					"Npc_jz_xytf06,1,0;Npc_jz_xytf01,1,0;Npc_jz_xytf02,1,0;Npc_jz_xytf03,1,0;Npc_jz_xytf07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			103	"558,0"	2353	1	-1	-1		15				1		3		5												
mpcs_jzt2	戴语书	BossNpc		88	74	160		4			1.5	3	sword2_2		npc\worldnpc240	2	1					"Npc_jz_lyfh01,1,0;Npc_jz_lyfh02,1,0;Npc_jz_lyfh05,1,0;Npc_jz_lyfh07,1,0;Npc_jz_lyfh08,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				s_r_217			1	0																		1000		1000						10			103	"558,0"	2354	1	-1	-1		15				1		3		5												
mpcs_jzt3	程遗墨	BossNpc		88	74	160		4			1.5	3	sword2_2		npc\worldnpc065	2	1					"Npc_jz_lyfh01,1,0;Npc_jz_lyfh02,1,0;Npc_jz_lyfh05,1,0;Npc_jz_lyfh07,1,0;Npc_jz_lyfh08,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				s_r_217			1	0																		1000		1000						10			103	"558,0"	2354	1	-1	-1		15				1		3		5												
mpcs_jzt4	东方凌少	BossNpc		88	74	160		4			1.5	3	hand1_1		npc\worldnpc753	1	1					"Npc_jz_xytf06,1,0;Npc_jz_xytf01,1,0;Npc_jz_xytf02,1,0;Npc_jz_xytf03,1,0;Npc_jz_xytf07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			103	"558,0"	2353	1	-1	-1		15				1		3		5												
mpcs_jzt5	夏烟雨	BossNpc		88	74	160		4			1.5	3	sword2_2		npc\fbfunnpc00162	2	1					"Npc_jz_lyfh01,1,0;Npc_jz_lyfh02,1,0;Npc_jz_lyfh05,1,0;Npc_jz_lyfh07,1,0;Npc_jz_lyfh08,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				s_r_217			1	0																		1000		1000						10			103	"558,0"	2354	1	-1	-1		15				1		3		5												
mpcs_jzt6	南宫曦宸	BossNpc		88	74	160		4			1.5	3	hand1_1		npc\worldnpc077	1	1					"Npc_jz_xytf06,1,0;Npc_jz_xytf01,1,0;Npc_jz_xytf02,1,0;Npc_jz_xytf03,1,0;Npc_jz_xytf07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			103	"558,0"	2353	1	-1	-1		15				1		3		5												
mpcs_jzt7	魏楷	BossNpc		88	74	160		4			1.5	3	hand1_1		npc\worldnpc253	1	1					"Npc_jz_xytf06,1,0;Npc_jz_xytf01,1,0;Npc_jz_xytf02,1,0;Npc_jz_xytf03,1,0;Npc_jz_xytf07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			103	"558,0"	2353	1	-1	-1		15				1		3		5												
																																																																																																	
mpcs_em	绝尘师太	BossNpc		91	74	160		4			1.5	3	knife1_2		npc\worldnpc1113	2	1					"Npc_em_yxc05,1,0;Npc_em_yxc01,1,0;Npc_em_yxc02,1,0;Npc_em_yxc06,1,0;Npc_em_yxc07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				k_r_405			1	0																		1000		1000						10			106	"558,0"	2357	1	-1	-1		15				1		3		5												
mpcs_em1	绝清师太	BossNpc		91	74	160		4			1.5	3	knife1_2		npc\worldnpc746	2	1					"Npc_em_yxc05,1,0;Npc_em_yxc01,1,0;Npc_em_yxc02,1,0;Npc_em_yxc06,1,0;Npc_em_yxc07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				k_r_405			1	0																		1000		1000						10			106	"558,0"	2357	1	-1	-1		15				1		3		5												
mpcs_em2	绝绝师太	BossNpc		91	74	160		4			1.5	3	dknife2_2		npc\monster602	2	1					"Npc_em_lbc02,1,0;Npc_em_lbc01,1,0;Npc_em_lbc03,1,0;Npc_em_lbc06,1,0;Npc_em_lbc07,1,0;Npc_em_lbc08,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				dk_r_618			1	0																		1000		1000						10			106	"558,0"	2356	1	-1	-1		15				1		3		5												
mpcs_em3	施春兰	BossNpc		91	74	160		4			1.5	3	hand1_2		npc\worldnpc382	2	1					"Npc_em_jdmz07,1,0;Npc_em_jdmz01,1,0;Npc_em_jdmz02,1,0;Npc_em_jdmz05,1,0;Npc_em_jdmz06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			106	"558,0"	2359	1	-1	-1		15				1		3		5												
mpcs_em4	轩辕楚晴	BossNpc		91	74	160		4			1.5	3	knife1_2		npc\worldnpc747	2	1					"Npc_em_yxc05,1,0;Npc_em_yxc01,1,0;Npc_em_yxc02,1,0;Npc_em_yxc06,1,0;Npc_em_yxc07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				k_r_405			1	0																		1000		1000						10			106	"558,0"	2357	1	-1	-1		15				1		3		5												
mpcs_em5	夏韵荷	BossNpc		91	74	160		4			1.5	3	hand1_2		npc\worldnpc378	2	1					"Npc_em_jdmz07,1,0;Npc_em_jdmz01,1,0;Npc_em_jdmz02,1,0;Npc_em_jdmz05,1,0;Npc_em_jdmz06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			106	"558,0"	2359	1	-1	-1		15				1		3		5												
mpcs_em6	申明兰	BossNpc		91	74	160		4			1.5	3	dknife2_2		npc\monster212	2	1					"Npc_em_lbc02,1,0;Npc_em_lbc01,1,0;Npc_em_lbc03,1,0;Npc_em_lbc06,1,0;Npc_em_lbc07,1,0;Npc_em_lbc08,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				dk_r_618			1	0																		1000		1000						10			106	"558,0"	2356	1	-1	-1		15				1		3		5												
mpcs_em7	绝慧师太	BossNpc		91	74	160		4			1.5	3	knife1_2		npc\worldnpc746	2	1					"Npc_em_yxc05,1,0;Npc_em_yxc01,1,0;Npc_em_yxc02,1,0;Npc_em_yxc06,1,0;Npc_em_yxc07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				k_r_405			1	0																		1000		1000						10			106	"558,0"	2357	1	-1	-1		15				1		3		5												
																																																																																																	
mpcs_sl	玄怀大师	BossNpc		93	74	160		4			1.5	3	hand1_1		npc\worldnpc1117	1	1					"Npc_sl_djgq08,1,0;Npc_sl_djgq02,1,0;Npc_sl_djgq03,1,0;Npc_sl_djgq06,1,0;Npc_sl_djgq07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			108	"558,0"	2362	1	-1	-1		15				1		3		5												
mpcs_sl1	了尘上人	BossNpc		93	74	160		4			1.5	3	lstuff1_1		npc\worldnpc151	1	1					"Npc_sl_dmgf07,1,0;Npc_sl_dmgf01,1,0;Npc_sl_dmgf02,1,0;Npc_sl_dmgf05,1,0;Npc_sl_dmgf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				lst_r_802			1	0																		1000		1000						10			108	"558,0"	2360	1	-1	-1		15				1		3		5												
mpcs_sl2	祖镜禅师	BossNpc		93	74	160		4			1.5	3	lstuff1_1		npc\worldnpc152	1	1					"Npc_sl_wtgf01,1,0;Npc_sl_wtgf02,1,0;Npc_sl_wtgf05,1,0;Npc_sl_wtgf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				lst_r_802			1	0																		1000		1000						10			108	"558,0"	2361	1	-1	-1		15				1		3		5												
mpcs_sl3	了因上人	BossNpc		93	74	160		4			1.5	3	hand1_1		npc\worldnpc047	1	1					"Npc_sl_djgq08,1,0;Npc_sl_djgq02,1,0;Npc_sl_djgq03,1,0;Npc_sl_djgq06,1,0;Npc_sl_djgq07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			108	"558,0"	2362	1	-1	-1		15				1		3		5												
mpcs_sl4	祖明禅师	BossNpc		93	74	160		4			1.5	3	lstuff1_1		npc\worldnpc152	1	1					"Npc_sl_dmgf07,1,0;Npc_sl_dmgf01,1,0;Npc_sl_dmgf02,1,0;Npc_sl_dmgf05,1,0;Npc_sl_dmgf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				lst_r_802			1	0																		1000		1000						10			108	"558,0"	2360	1	-1	-1		15				1		3		5												
mpcs_sl5	张宇	BossNpc		93	74	160		4			1.5	3	lstuff1_1		npc\worldnpc100	1	1					"Npc_sl_wtgf01,1,0;Npc_sl_wtgf02,1,0;Npc_sl_wtgf05,1,0;Npc_sl_wtgf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				lst_r_802			1	0																		1000		1000						10			108	"558,0"	2361	1	-1	-1		15				1		3		5												
mpcs_sl6	玄真	BossNpc		93	74	160		4			1.5	3	hand1_1		npc\worldnpc091	1	1					"Npc_sl_djgq08,1,0;Npc_sl_djgq02,1,0;Npc_sl_djgq03,1,0;Npc_sl_djgq06,1,0;Npc_sl_djgq07,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			108	"558,0"	2362	1	-1	-1		15				1		3		5												
mpcs_sl7	祖澄禅师	BossNpc		93	74	160		4			1.5	3	lstuff1_1		npc\worldnpc152	1	1					"Npc_sl_dmgf07,1,0;Npc_sl_dmgf01,1,0;Npc_sl_dmgf02,1,0;Npc_sl_dmgf05,1,0;Npc_sl_dmgf06,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3				lst_r_802			1	0																		1000		1000						10			108	"558,0"	2360	1	-1	-1		15				1		3		5												
																																																																																																	
mpcs_jlg	单天冥	BossNpc		89	74	160		4			1.5	3	hand1_1		npc\worldnpc1115	1	1					"Npc_jl_fgz06,1,0;Npc_jl_fgz01,1,0;Npc_jl_fgz02,1,0;Npc_jl_fgz05,1,0"	1	0	35	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			104	"558,0"	2364	1	-1	-1		15				1		3		5												
