NPC编号	对象类型	名称	模型编号	头像	NPC类型	NPC种类ID	响应范围	脚本编号	采集范围	采集动作名	读条时间(ms)	掉落	掉落数量	无拾取物消失时间/秒	最大消失时间/秒	刷新时间	存在时间	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	NPC特效名称	是否可选中	鼠标形状	模型缩放	开启条件	AI编辑包	拾取规则（0为自由拾取，1为系统分配，2为队伍分配，不填默认为0）	级别	怪物强度	限制创建次数	拾取锁定时间（防止拾取者见利踢人，单位：s）
BossBox002415C	BoxNpc	朱鉴之	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss415_c	6			-1							2	9				2	65	10	1	5
BossBox002416C	BoxNpc	小勤	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss416_c	6			-1							2	9				2	65	10	1	5
BossBox002417C	BoxNpc	司马回风	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss417_c	6			-1							2	9				2	65	10	1	5
BossBox002418C	BoxNpc	刁不二	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss418_c	6			-1							2	9				2	65	10	1	5
BossBox002419C	BoxNpc	来顺	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss419_c	6			-1							2	9				2	65	10	1	5
BossBox002420C	BoxNpc	小黑	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss420_c	6			-1							2	9				2	65	10	1	5
BossBox002421C	BoxNpc	三子	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss421_c	6			-1							2	9				2	65	10	1	5
BossBox002422C	BoxNpc	崔杨	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss422_c	6			-1							2	9				2	65	10	1	5
BossBox002423C	BoxNpc	张知	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss323_c	6			-1							2	9				2	65	10	1	5
BossBox002424C	BoxNpc	胡兵千夫长	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss324_c	6			-1							2	9				2	65	10	1	5
BossBox002425C	BoxNpc	袁世贵	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss325_c	6			-1							2	9				2	65	10	1	5
BossBox002426C	BoxNpc	凤琊	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss326_c	6			-1							2	9				2	65	10	1	5
BossBox002427C	BoxNpc	碧露	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss327_c	6			-1							2	9				2	65	10	1	5
BossBox002428C	BoxNpc	沈义山	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss428_c	6			-1							2	9				2	65	10	1	5
		//修罗71-																														
BossBox002501C	BoxNpc	曹正卿	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss301_c	6			-1							2	9				2	75	10	1	5
BossBox002502C	BoxNpc	里把耶尔	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss502_c	6			-1							2	9				2	75	10	1	5
BossBox002503C	BoxNpc	霍督山	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss503_c	6			-1							2	9				2	75	10	1	5
BossBox002504C	BoxNpc	周志安	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss504_c	6			-1							2	9				2	75	10	1	5
BossBox002505C	BoxNpc	常笑痴	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss505_c	6			-1							2	9				2	75	10	1	5
BossBox002506C	BoxNpc	邱无言	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss506_c	6			-1							2	9				2	75	10	1	5
BossBox002507C	BoxNpc	金怀玉	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss507_c	6			-1							2	9				2	75	10	1	5
BossBox002508C	BoxNpc	何休	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss308_c	6			-1							2	9				2	75	10	1	5
BossBox002509C	BoxNpc	贾朝	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss509_c	6			-1							2	9				2	75	10	1	5
BossBox002510C	BoxNpc	陆小江	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss310_c	6			-1							2	9				2	75	10	1	5
BossBox002511C	BoxNpc	曹冲	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss511_c	6			-1							2	9				2	75	10	1	5
BossBox002512C	BoxNpc	铁弼	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss512_c	6			-1							2	9				2	75	10	1	5
BossBox002513C	BoxNpc	贺彪	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss513_c	6			-1							2	9				2	75	10	1	5
BossBox002514C	BoxNpc	董遒	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss514_c	6			-1							2	9				2	75	10	1	5
BossBox002515C	BoxNpc	朱鉴之	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss515_c	6			-1							2	9				2	75	10	1	5
BossBox002516C	BoxNpc	小勤	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss516_c	6			-1							2	9				2	75	10	1	5
BossBox002517C	BoxNpc	司马回风	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss517_c	6			-1							2	9				2	75	10	1	5
BossBox002518C	BoxNpc	刁不二	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss518_c	6			-1							2	9				2	75	10	1	5
BossBox002519C	BoxNpc	来顺	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss519_c	6			-1							2	9				2	75	10	1	5
BossBox002520C	BoxNpc	小黑	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss520_c	6			-1							2	9				2	75	10	1	5
BossBox002521C	BoxNpc	三子	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss521_c	6			-1							2	9				2	75	10	1	5
BossBox002522C	BoxNpc	崔杨	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss522_c	6			-1							2	9				2	75	10	1	5
BossBox002523C	BoxNpc	张知	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss323_c	6			-1							2	9				2	75	10	1	5
BossBox002524C	BoxNpc	胡兵千夫长	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss324_c	6			-1							2	9				2	75	10	1	5
BossBox002525C	BoxNpc	袁世贵	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss325_c	6			-1							2	9				2	75	10	1	5
BossBox002526C	BoxNpc	凤琊	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss326_c	6			-1							2	9				2	75	10	1	5
BossBox002527C	BoxNpc	碧露	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss327_c	6			-1							2	9				2	75	10	1	5
BossBox002528C	BoxNpc	沈义山	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss528_c	6			-1							2	9				2	75	10	1	5
		//修罗镇派阶段																														
BossBox002601C	BoxNpc	曹正卿	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss301_c	6			-1							2	9				2	75	10	1	5
BossBox002602C	BoxNpc	里把耶尔	npc\itemnpc591		161		3		3	interact041	5000	Comb_LongmBoss602_c	6			-1							2	9				2	75	10	1	5
BossBox002603C	BoxNpc	霍督山	npc\itemnpc591		161		3		3	interact041	5000	Comb_LongmBoss603_c	6			-1							2	9				2	75	10	1	5
BossBox002604C	BoxNpc	周志安	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss604_c	6			-1							2	9				2	75	10	1	5
BossBox002605C	BoxNpc	常笑痴	npc\itemnpc591		161		3		3	interact041	5000	Comb_LongmBoss605_c	6			-1							2	9				2	75	10	1	5
BossBox002606C	BoxNpc	邱无言	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss606_c	6			-1							2	9				2	75	10	1	5
BossBox002607C	BoxNpc	金怀玉	npc\itemnpc591		161		3		3	interact041	5000	Comb_LongmBoss607_c	6			-1							2	9				2	75	10	1	5
BossBox002608C	BoxNpc	何休	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss308_c	6			-1							2	9				2	75	10	1	5
BossBox002609C	BoxNpc	贾朝	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss609_c	6			-1							2	9				2	75	10	1	5
BossBox002610C	BoxNpc	陆小江	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss310_c	6			-1							2	9				2	75	10	1	5
BossBox002611C	BoxNpc	曹冲	npc\itemnpc591		161		3		3	interact041	5000	Comb_LongmBoss611_c	6			-1							2	9				2	75	10	1	5
BossBox002612C	BoxNpc	铁弼	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss612_c	6			-1							2	9				2	75	10	1	5
BossBox002613C	BoxNpc	贺彪	npc\itemnpc591		161		3		3	interact041	5000	Comb_LongmBoss613_c	6			-1							2	9				2	75	10	1	5
BossBox002614C	BoxNpc	董遒	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss614_c	6			-1							2	9				2	75	10	1	5
BossBox002615C	BoxNpc	朱鉴之	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss615_c	6			-1							2	9				2	75	10	1	5
BossBox002616C	BoxNpc	小勤	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss616_c	6			-1							2	9				2	75	10	1	5
BossBox002617C	BoxNpc	司马回风	npc\itemnpc591		161		3		3	interact041	5000	Comb_LongmBoss617_c	6			-1							2	9				2	75	10	1	5
BossBox002618C	BoxNpc	刁不二	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss618_c	6			-1							2	9				2	75	10	1	5
BossBox002619C	BoxNpc	来顺	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss619_c	6			-1							2	9				2	75	10	1	5
BossBox002620C	BoxNpc	小黑	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss620_c	6			-1							2	9				2	75	10	1	5
BossBox002621C	BoxNpc	三子	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss621_c	6			-1							2	9				2	75	10	1	5
BossBox002622C	BoxNpc	崔杨	npc\itemnpc591		161		3		3	interact041	5000	Comb_LongmBoss622_c	6			-1							2	9				2	75	10	1	5
BossBox002623C	BoxNpc	张知	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss323_c	6			-1							2	9				2	75	10	1	5
BossBox002624C	BoxNpc	胡兵千夫长	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss324_c	6			-1							2	9				2	75	10	1	5
BossBox002625C	BoxNpc	袁世贵	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss325_c	6			-1							2	9				2	75	10	1	5
BossBox002626C	BoxNpc	凤琊	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss326_c	6			-1							2	9				2	75	10	1	5
BossBox002627C	BoxNpc	碧露	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss327_c	6			-1							2	9				2	75	10	1	5
BossBox002628C	BoxNpc	沈义山	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss628_c	6			-1							2	9				2	75	10	1	5
																																
		//雁门关阶段二																														
		//普通																														
BossBox004001B	BoxNpc	呼延晓	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss001_wulin_b	6			-1							2	9				2	60	10	1	5
BossBox004003B	BoxNpc	马吉尔	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss003_wulin_b	6			-1							2	9				2	60	10	1	5
BossBox004004B	BoxNpc	完颜拉索	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss004_wulin_b	6			-1							2	9				2	60	10	1	5
BossBox004005B	BoxNpc	阿鲁台	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss005_wulin_b	6			-1							2	9				2	60	10	1	5
BossBox004009B	BoxNpc	禅耶纳	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss006_wulin_b	6			-1							2	9				2	60	10	1	5
BossBox004012B	BoxNpc	赫拉尔舒	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss007_wulin_b	6			-1							2	9				2	60	10	1	5
BossBox004013B	BoxNpc	塔拉营巴特	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss008_wulin_b	6			-1							2	9				2	60	10	1	5
BossBox004008B	BoxNpc	刑中天	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss011_wulin_b	6			-1							2	9				2	60	10	1	5
BossBox004011B	BoxNpc	柳方朔	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss012_wulin_b	6			-1							2	9				2	60	10	1	5
BossBox004010B	BoxNpc	拉忽而托	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss013_wulin_b	6			-1							2	9				2	60	10	1	5
BossBox004006B	BoxNpc	忽而特	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss009_wulin_b	6			-1							2	9				2	60	10	1	5
																																
		//雁门关阶段三																														
		//普通																														
BossBox004001C	BoxNpc	呼延晓	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss001_wulin_c	6			-1							2	9				2	60	10	1	5
BossBox004003C	BoxNpc	马吉尔	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss003_wulin_c	6			-1							2	9				2	60	10	1	5
BossBox004004C	BoxNpc	完颜拉索	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss004_wulin_c	6			-1							2	9				2	60	10	1	5
BossBox004005C	BoxNpc	阿鲁台	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss005_wulin_c	6			-1							2	9				2	60	10	1	5
BossBox004009C	BoxNpc	禅耶纳	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss006_wulin_c	6			-1							2	9				2	60	10	1	5
BossBox004012C	BoxNpc	赫拉尔舒	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss007_wulin_c	6			-1							2	9				2	60	10	1	5
BossBox004013C	BoxNpc	塔拉营巴特	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss008_wulin_c	6			-1							2	9				2	60	10	1	5
BossBox004008C	BoxNpc	刑中天	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss011_wulin_c	6			-1							2	9				2	60	10	1	5
BossBox004011C	BoxNpc	柳方朔	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss012_wulin_c	6			-1							2	9				2	60	10	1	5
BossBox004010C	BoxNpc	拉忽而托	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss013_wulin_c	6			-1							2	9				2	60	10	1	5
BossBox004006C	BoxNpc	忽而特	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss009_wulin_c	6			-1							2	9				2	60	10	1	5
																																
BossBox004001D	BoxNpc	呼延晓	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss001_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004002D	BoxNpc	卢仲	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss002_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004003D	BoxNpc	马吉尔	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss003_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004004D	BoxNpc	完颜拉索	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss004_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004005D	BoxNpc	阿鲁台	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss005_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004009D	BoxNpc	禅耶纳	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss006_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004006D	BoxNpc	忽尔特	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss009_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004010D	BoxNpc	拉忽而托	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss013_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004008D	BoxNpc	邢中天	npc\itemboxnpc002		161		3		3	interact041	5000	YMGBoss011_shoujun_c	6			-1							2	9				2	65	10	1	5
		//守军线镇派阶段																														
BossBox004101D	BoxNpc	呼延晓	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss101_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004102D	BoxNpc	卢仲	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss102_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004103D	BoxNpc	马吉尔	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss103_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004104D	BoxNpc	完颜拉索	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss104_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004105D	BoxNpc	阿鲁台	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss105_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004109D	BoxNpc	禅耶纳	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss106_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004106D	BoxNpc	忽尔特	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss109_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004110D	BoxNpc	拉忽而托	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss113_shoujun_c	6			-1							2	9				2	65	10	1	5
BossBox004108D	BoxNpc	邢中天	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss111_shoujun_c	6			-1							2	9				2	65	10	1	5
																																
BossBox004001E	BoxNpc	呼延晓	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss001_cunming_c	6			-1							2	9				2	65	10	1	5
BossBox004012E	BoxNpc	赫拉尔舒	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss007_cunming_c	6			-1							2	9				2	65	10	1	5
BossBox004013E	BoxNpc	塔拉营巴特	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss008_cunming_c	6			-1							2	9				2	65	10	1	5
BossBox004007E	BoxNpc	方无恨	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss010_cunming_c	6			-1							2	9				2	65	10	1	5
BossBox004011E	BoxNpc	柳方朔	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss012_cunming_c	6			-1							2	9				2	65	10	1	5
BossBox004010E	BoxNpc	拉忽而托	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss013_cunming_c	6			-1							2	9				2	65	10	1	5
																																
		//叛军线																														
BossBox004001F	BoxNpc	村长	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss001_panjun	6			-1							2	9				2	90	10	1	5
BossBox004002F	BoxNpc	方无恨	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss002_panjun	6			-1							2	9				2	90	10	1	5
BossBox004003F	BoxNpc	玄慈	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss003_panjun	6			-1							2	9				2	90	10	1	5
BossBox004004F	BoxNpc	骑兵队长	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss004_panjun	6			-1							2	9				2	90	10	1	5
BossBox004005F	BoxNpc	步兵队长	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss005_panjun	6			-1							2	9				2	90	10	1	5
BossBox004006F	BoxNpc	军需官	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss006_panjun	6			-1							2	9				2	90	10	1	5
BossBox004007F	BoxNpc	守备官	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss007_panjun	6			-1							2	9				2	90	10	1	5
BossBox004008F	BoxNpc	朱王爷	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss008_panjun	6			-1							2	9				2	90	10	1	5
																																
		//困难																														
		//武林线																														
BossBox004201C	BoxNpc	呼延晓	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss201_c	6			-1							2	9				2			1	
BossBox004202C	BoxNpc	卢仲	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss202_c	6			-1							2	9				2			1	
BossBox004203C	BoxNpc	马吉尔	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss203_c	6			-1							2	9				2			1	
BossBox004204C	BoxNpc	完颜拉索	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss204_c	6			-1							2	9				2			1	
BossBox004205C	BoxNpc	阿鲁台	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss205_c	6			-1							2	9				2			1	
BossBox004206C	BoxNpc	忽尔特	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss209_c	6			-1							2	9				2			1	
BossBox004207C	BoxNpc	方无恨	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss210_c	6			-1							2	9				2			1	
BossBox004208C	BoxNpc	刑中天	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss211_c	6			-1							2	9				2			1	
BossBox004209C	BoxNpc	禅耶纳	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss206_c	6			-1							2	9				2			1	
BossBox004210C	BoxNpc	拉忽而托	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss213_c	6			-1							2	9				2			1	
BossBox004211C	BoxNpc	柳方朔	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss212_c	6			-1							2	9				2			1	
BossBox004212C	BoxNpc	赫拉尔舒	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss207_c	6			-1							2	9				2			1	
BossBox004213C	BoxNpc	塔拉营巴特	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss208_c	6			-1							2	9				2			1	
BossBox004214C	BoxNpc	骑兵队长	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss214_c	6			-1							2	9				2			1	
BossBox004215C	BoxNpc	步兵队长	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss215_c	6			-1							2	9				2			1	
BossBox004216C	BoxNpc	守备官	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss216_c	6			-1							2	9				2			1	
BossBox004217C	BoxNpc	朱王爷	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss217_c	6			-1							2	9				2			1	
BossBox004218C	BoxNpc	呼尔殊	npc\itemboxnpc003		161		3		3	interact041	5000	YMGBoss218_c	6			-1							2	9				2			1	
		//守军线																														
BossBox004201D	BoxNpc	呼延晓	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss201_shoujun	6			-1							2	9				2	90	10	1	5
BossBox004202D	BoxNpc	卢仲	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss202_shoujun	6			-1							2	9				2	90	10	1	5
BossBox004203D	BoxNpc	马吉尔	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss203_shoujun	6			-1							2	9				2	90	10	1	5
BossBox004204D	BoxNpc	完颜拉索	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss204_shoujun	6			-1							2	9				2	90	10	1	5
BossBox004205D	BoxNpc	阿鲁台	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss205_shoujun	6			-1							2	9				2	90	10	1	5
BossBox004209D	BoxNpc	禅耶纳	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss206_shoujun	6			-1							2	9				2	90	10	1	5
BossBox004206D	BoxNpc	忽尔特	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss209_shoujun	6			-1							2	9				2	90	10	1	5
BossBox004210D	BoxNpc	拉忽而托	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss213_shoujun	6			-1							2	9				2	90	10	1	5
BossBox004208D	BoxNpc	邢中天	npc\itemboxnpc002		161		3		3	interact041	5000	Comb_YMGBoss211_shoujun	6			-1							2	9				2	90	10	1	5
																																
																																
		//地狱																														
BossBox004301C	BoxNpc	呼延晓	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss301_c	6			-1							2	9				2			1	
BossBox004302C	BoxNpc	卢仲	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss302_c	6			-1							2	9				2			1	
BossBox004303C	BoxNpc	马吉尔	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss303_c	6			-1							2	9				2			1	
BossBox004304C	BoxNpc	完颜拉索	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss304_c	6			-1							2	9				2			1	
BossBox004305C	BoxNpc	阿鲁台	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss305_c	6			-1							2	9				2			1	
BossBox004306C	BoxNpc	忽尔特	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss309_c	6			-1							2	9				2			1	
BossBox004307C	BoxNpc	方无恨	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss310_c	6			-1							2	9				2			1	
BossBox004308C	BoxNpc	刑中天	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss311_c	6			-1							2	9				2			1	
BossBox004309C	BoxNpc	禅耶纳	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss306_c	6			-1							2	9				2			1	
BossBox004310C	BoxNpc	拉忽而托	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss313_c	6			-1							2	9				2			1	
BossBox004311C	BoxNpc	柳方朔	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss312_c	6			-1							2	9				2			1	
BossBox004312C	BoxNpc	赫拉尔舒	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss307_c	6			-1							2	9				2			1	
BossBox004313C	BoxNpc	塔拉营巴特	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss308_c	6			-1							2	9				2			1	
BossBox004314C	BoxNpc	骑兵队长	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss314_c	6			-1							2	9				2			1	
BossBox004315C	BoxNpc	步兵队长	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss315_c	6			-1							2	9				2			1	
BossBox004316C	BoxNpc	守备官	npc\itemnpc590		161		3		3	interact041	5000	YMGBoss316_c	6			-1							2	9				2			1	
